,aps_id
380,90118497
381,124744159
382,90146390
383,90423734
384,124914958
385,90378346
386,124753260
387,90131245
388,90150289
389,90096555
390,90172319
391,124757565
392,90161302
393,90126627
394,90375614
395,90291582
396,90143301
397,90156826
398,124896213
399,90133482
400,90121902
401,90109477
402,90132415
403,90170367
404,90181595
405,90136403
406,90063699
407,90185816
408,90509988
409,90144987
410,90364480
411,90423841
412,89993999
413,124901638
414,90344398
415,90006534
416,90172102
417,90004437
418,90493443
419,90103079
420,90160976
421,90038367
422,90113649
423,90474276
424,124888178
425,90373418
426,90428249
427,90188684
428,90115622
429,90156079
430,90080240
431,90200391
432,90328319
433,124913583
434,90155418
435,124763399
436,90146473
437,90081409
438,90117052
439,124751049
440,90104653
441,124739980
442,90142075
443,90142635
444,90144017
445,90051506
446,124752113
447,90589355
448,90091285
449,90163991
450,124752198
451,90170459
452,124761673
453,124897103
454,124742278
455,90500359
456,90130991
457,90138617
458,90105952
459,90083468
460,90141117
461,90197187
462,90137657
463,90064025
464,90140240
465,90092558
466,90092507
467,90183806
468,90188581
469,90155312
470,90327448
471,90150065
472,90132680
473,90144808
474,90087834
475,90087792
476,90419409
477,90058542
478,124904283
479,90147303
480,90075856
481,90136616
482,124752193
483,90072329
484,90447463
485,90099805
486,124760354
487,90140170
488,90508585
489,90133724
490,90142956
491,90110599
492,90081181
493,90365195
494,90134408
495,90150061
496,90115726
497,90126303
498,90123173
499,90163058
500,90172758
501,124895508
502,90169084
503,90184515
504,124879533
505,90077488
506,90139465
507,124761613
508,90134847
509,90145386
510,124904888
511,90144735
512,124894943
513,90161281
514,90322475
515,90125745
516,124879358
517,90166029
518,90058252
519,90084573
520,90192923
521,124908468
522,90188338
523,124911673
524,90138662
525,90494638
526,90117759
527,90174446
528,124752419
529,90120012
530,90136491
531,124891664
532,90084140
533,90061448
534,124880453
535,90289042
536,90130396
537,90166351
538,124754097
539,90375787
540,90070725
541,90375518
542,90155634
543,124891580
544,124740313
545,90068126
546,90062629
547,90119169
548,90129801
549,90129053
550,124888233
551,124761159
552,124893404
553,124753519
554,90144933
555,90160611
556,90130671
557,90109281
558,90045399
559,90133749
560,90135720
561,90127152
562,90409553
563,124749539
564,124753335
565,90146980
566,90129354
567,124882790
568,124759625
569,124733829
570,90121265
571,124762059
572,90110984
573,90194492
574,90130882
575,90163125
576,90093261
577,90146384
578,90129773
579,90140650
580,90048166
581,90122779
582,89990067
583,124914144
584,124734474
585,90120893
586,124751924
587,124752783
588,124731703
589,124757954
590,124736663
591,124736583
592,124901904
593,124731969
594,90336574
595,90149571
596,90171615
597,90136124
598,90425204
599,124748357
600,90155221
601,90110742
602,90049695
603,90159886
604,90311498
605,90144462
606,89639246
607,89646438
608,89673865
609,89632669
610,89665042
611,89665606
612,89682515
613,89686902
614,89668387
615,89667564
616,89632665
617,89692100
618,89669564
619,89669700
620,89660783
621,89667093
622,89658076
623,89650317
624,89674990
625,89646224
626,89633559
627,89662238
628,89637376
629,89689256
630,89670874
631,89670114
632,89679577
633,89678358
634,124739440
635,124738503
636,124745520
637,124731637
638,89672202
639,89644752
640,89662513
641,89642240
642,89661839
643,89640068
644,89666917
645,89672333
646,89667684
647,89684568
648,89643009
649,89644034
650,89649038
651,124729899
652,89681404
653,89659519
654,89674624
655,89671396
656,89639593
657,89679380
658,89660922
659,89676884
660,89665550
661,89640462
662,89671733
663,89649262
664,89648230
665,89656764
666,89670725
667,89668142
668,89675449
669,89693114
670,89683760
671,89684335
672,89667386
673,89663180
674,89684366
675,89650402
676,89653031
677,89665959
678,89633740
679,89678164
680,89670718
681,89646001
682,89666833
683,89647565
684,89671693
685,89671999
686,89647032
687,89675618
688,89645891
689,89673510
690,89666292
691,89687505
692,89687323
693,89682878
694,89638800
695,89643893
696,89674161
697,89632626
698,89636249
699,89677244
700,89664952
701,89673533
702,89671081
703,89670959
704,89639077
705,89654676
706,89657784
707,89678507
708,89677395
709,89670266
710,89682115
711,89675638
712,89690060
713,89650030
714,89640590
715,124894034
716,124740798
717,124754894
718,124908974
719,89677281
720,89670516
721,89638148
722,89665896
723,89660045
724,89680692
725,89644490
726,89681626
727,89662214
728,124893384
729,124733057
730,124748484
731,124740510
732,89642004
733,89674854
734,89645698
735,89641172
736,89673615
737,89672650
738,89634761
739,89668251
740,89675485
741,89650902
742,89677363
743,89663839
744,89646871
745,89676255
746,89678173
747,89672706
748,89661361
749,89674634
750,89684682
751,89635307
752,89699861
753,89662966
754,89655403
755,89667583
756,89645052
757,89671216
758,89687626
759,124737649
760,124739193
761,124882324
762,124751450
763,89675159
764,89649206
765,89674224
766,89703289
767,89660238
768,89673206
769,89686273
770,89667479
771,89668073
772,89667514
773,89676400
774,89673994
775,89667878
776,89699166
777,89649551
778,89642304
779,89666302
780,89641958
781,89685013
782,89647986
783,89682872
784,89641477
785,89639526
786,89669274
787,89662478
788,89662671
789,89669033
790,89666034
791,89643831
792,89641838
793,89672903
794,89669462
795,89690966
796,89667724
797,89646466
798,89660427
799,89673614
800,89656030
801,89658401
802,89701551
803,89633467
804,89670626
805,89676399
806,89638527
807,89643206
808,89676959
809,89679408
810,89690648
811,89674451
812,89661586
813,89658597
814,89672678
815,89671751
816,89671107
817,89664754
818,89688816
819,89673264
820,89645157
821,89657642
822,89662994
823,89648885
824,89662351
825,89648481
826,89648077
827,124893514
828,124736229
829,124741057
830,124747844
831,90112330
832,124747095
833,124894033
834,90178762
835,90074553
836,90060114
837,90493008
838,90122165
839,90056770
840,90399635
841,90167219
842,124748268
843,124756703
844,90552813
845,90145591
846,90182067
847,90136735
848,124913943
849,90121898
850,90121647
851,124751909
852,124760023
853,90166905
854,90341075
855,90120512
856,124740734
857,90091014
858,90113470
859,90142598
860,90369485
861,90051424
862,90142294
863,90142397
864,90162376
865,90129697
866,90082398
867,124740205
868,124914384
869,124749583
870,90257418
871,90401583
872,124758615
873,90162017
874,124908718
875,90552039
876,124879719
877,90139071
878,90176969
879,90351098
880,90079866
881,124762485
882,90170863
883,90362117
884,124761847
885,90156131
886,124887390
887,124743505
888,90374874
889,90326439
890,90072331
891,90146815
892,90134591
893,90126450
894,90079275
895,90062168
896,124907728
897,90156935
898,89996514
899,90156006
900,90190418
901,90155468
902,90173089
903,90176061
904,90342294
905,90148292
906,90200382
907,90186685
908,90142120
909,90123839
910,90058991
911,90053895
912,90172250
913,90141239
914,90164385
915,90079937
916,124906483
917,124749327
918,124751543
919,90517659
920,90353528
921,124756768
922,124899718
923,90152227
924,124746318
925,90186096
926,90125285
927,90542529
928,89980397
929,90326813
930,124744154
931,90193474
932,124749943
933,124746687
934,90078591
935,124910928
936,90059823
937,89986100
938,124749629
939,90300908
940,90134265
941,124745923
942,124901678
943,124760289
944,90146254
945,90157881
946,90004404
947,124747725
948,90151665
949,124754583
950,89675433
951,89650332
952,89654816
953,89670229
954,89681991
955,89636450
956,89637514
957,89672159
958,89670059
959,89666445
960,89698341
961,89634059
962,89641763
963,89648058
964,89675919
965,89652330
966,89642070
967,89669499
968,90162297
969,89675021
970,90433054
971,90509099
972,90333897
973,124750957
974,89679314
975,90461055
976,124737475
977,90054334
978,90120621
979,90154147
980,90296879
981,90526478
982,124912568
983,124755399
984,124752767
985,90354039
986,124749143
987,90353709
988,90561495
989,90332333
990,124733483
991,90136373
992,124747880
993,90365946
994,90447298
995,90374494
996,90390197
997,90066310
998,89641539
999,89679193
1000,89646892
1001,89677740
1002,89668370
1003,89682422
1004,90410388
1005,124755330
1006,90116646
1007,124901858
1008,90532738
1009,124751379
1010,90081866
1011,124760758
1012,124749188
1013,124758100
1014,90363285
1015,90190558
1016,90180757
1017,90376419
1018,90102686
1019,124738104
1020,124754890
1021,124910734
1022,124753563
1023,90369513
1024,124729448
1025,124752273
1026,90175398
1027,124739265
1028,124746745
1029,90145391
1030,124907468
1031,124742187
1032,90119873
1033,90280273
1034,124877449
1035,124903543
1036,124877478
1037,124762290
1038,90407748
1039,89676473
1040,89674793
1041,89635322
1042,89644605
1043,89645165
1044,89662570
1045,89638325
1046,89655190
1047,90408578
1048,90021748
1049,90182471
1050,90292126
1051,90067451
1052,90081606
1053,124757488
1054,124889960
1055,124753735
1056,124752408
1057,124754495
1058,124757779
1059,90329789
1060,124885644
1061,124750940
1062,90631043
1063,90458142
1064,90630127
1065,90475823
1066,90552552
1067,124914669
1068,90518401
1069,90600695
1070,90509726
1071,90470576
1072,90640011
1073,90573851
1074,90513395
1075,124886215
1076,124898572
1077,124752386
1078,90516702
1079,124882255
1080,124748642
1081,90573468
1082,90417052
1083,90604753
1084,124883305
1085,90428900
1086,90342308
1087,124875814
1088,90403670
1089,124910592
1090,124896062
1091,90520476
1092,90541786
1093,90525967
1094,124873186
1095,90548905
1096,90522051
1097,124902140
1098,90590631
1099,124903315
1100,124759192
1101,124888797
1102,90512211
1103,90612176
1104,90638527
1105,90370487
1106,124914630
1107,90591628
1108,90354900
1109,124756544
1110,124749290
1111,90513834
1112,90562723
1113,90342428
1114,90600853
1115,90549664
1116,90560927
1117,90509580
1118,90553608
1119,124881855
1120,90420845
1121,90549015
1122,90387354
1123,90442353
1124,90492011
1125,124889402
1126,90426082
1127,124906789
1128,124893290
1129,90548496
1130,124891812
1131,90399663
1132,90510698
1133,90382615
1134,90059002
1135,90162457
1136,124909648
1137,90372169
1138,90081660
1139,90388051
1140,90102142
1141,124885843
1142,124908673
1143,90126116
1144,90007271
1145,124887358
1146,90325788
1147,90074366
1148,124747657
1149,90035418
1150,90633059
1151,90177391
1152,124886659
1153,90160765
1154,90304575
1155,124753748
1156,124750877
1157,124752528
1158,90152294
1159,124753194
1160,90146921
1161,90464038
1162,90388749
1163,124898763
1164,124736490
1165,90374468
1166,90350169
1167,90149351
1168,124730628
1169,90473904
1170,90370176
1171,90156464
1172,124740348
1173,90148331
1174,89989025
1175,90151065
1176,90090951
1177,90431949
1178,90063580
1179,90328339
1180,90153346
1181,90386627
1182,90119335
1183,89994337
1184,124891943
1185,90156235
1186,90297548
1187,90275486
1188,90381848
1189,90169177
1190,124911263
1191,124745020
1192,90481879
1193,90375448
1194,90141465
1195,90166215
1196,90145241
1197,90196290
1198,124735715
1199,89999891
1200,90330305
1201,90373518
1202,124735454
1203,90318433
1204,124913728
1205,124909448
1206,90152891
1207,124892513
1208,90174918
1209,90069587
1210,124751979
1211,90111785
1212,124896288
1213,124885723
1214,90165217
1215,124878300
1216,90477079
1217,90123526
1218,90083827
1219,90541613
1220,124753543
1221,124747239
1222,90477158
1223,124883429
1224,124884383
1225,90140665
1226,90137445
1227,124758819
1228,90130956
1229,90554925
1230,124888678
1231,124747244
1232,124738144
1233,90558719
1234,90583710
1235,90543694
1236,90495090
1237,124893569
1238,90341240
1239,124911540
1240,90590765
1241,90558096
1242,124899229
1243,90583290
1244,90482292
1245,90299371
1246,124890495
1247,90620189
1248,124887997
1249,90547327
1250,90597848
1251,90588143
1252,90493620
1253,124891526
1254,90591659
1255,90566480
1256,90609561
1257,90540503
1258,124729941
1259,90441875
1260,124889722
1261,90655188
1262,124893450
1263,90532173
1264,124898442
1265,90591328
1266,124885835
1267,90570351
1268,124894196
1269,124748112
1270,90595270
1271,90582034
1272,90362901
1273,124752712
1274,90513855
1275,124876882
1276,90560801
1277,124899820
1278,90477645
1279,90514672
1280,124905877
1281,124902692
1282,90602420
1283,124730482
1284,90660358
1285,124915130
1286,90572679
1287,90571640
1288,90292950
1289,90630293
1290,90528549
1291,124755262
1292,90534857
1293,124895940
1294,124885085
1295,90548348
1296,90502737
1297,90615723
1298,90546375
1299,90539967
1300,90468496
1301,90591606
1302,90559149
1303,90560646
1304,90517277
1305,90557344
1306,90627950
1307,124914220
1308,90578021
1309,124896932
1310,124902380
1311,124897900
1312,124911860
1313,124907069
1314,124880282
1315,124756042
1316,90559535
1317,124738812
1318,124751602
1319,124891042
1320,124910940
1321,90522091
1322,90620766
1323,90492243
1324,124878536
1325,90614191
1326,90385627
1327,90378482
1328,90385672
1329,90644837
1330,90583949
1331,90620717
1332,90562046
1333,124896852
1334,124909349
1335,90590275
1336,90557776
1337,90611589
1338,90599233
1339,124894209
1340,124730962
1341,124895015
1342,90476961
1343,90587583
1344,90594183
1345,90345682
1346,124896180
1347,90633920
1348,124895446
1349,90578336
1350,90555080
1351,124901431
1352,124904700
1353,90565849
1354,124878231
1355,124892439
1356,90520337
1357,124907580
1358,90420096
1359,90610433
1360,90434632
1361,90602820
1362,124888647
1363,90517004
1364,90603499
1365,90602659
1366,90571304
1367,90369950
1368,90582410
1369,90532873
1370,90416523
1371,124890727
1372,90483151
1373,124900365
1374,90575639
1375,124913315
1376,90545745
1377,90590714
1378,90471001
1379,90598709
1380,124895695
1381,90516686
1382,90607888
1383,90504665
1384,124905100
1385,124760132
1386,124908360
1387,124914572
1388,90553357
1389,90616477
1390,90459225
1391,124893379
1392,90476920
1393,90493820
1394,124899296
1395,90524524
1396,124737402
1397,124897107
1398,124910452
1399,124729512
1400,90624962
1401,90424376
1402,90618153
1403,90522691
1404,90476345
1405,90635373
1406,90612337
1407,90590263
1408,90593928
1409,90576119
1410,124905087
1411,124914770
1412,90487656
1413,124903844
1414,90610036
1415,90374356
1416,90575390
1417,90518732
1418,90566801
1419,90555328
1420,124899750
1421,90549297
1422,90622362
1423,90337360
1424,124752391
1425,90476631
1426,90609035
1427,90610728
1428,124899830
1429,90526609
1430,90516523
1431,124886391
1432,124903019
1433,90517882
1434,90574392
1435,124910932
1436,124877055
1437,90569417
1438,124884832
1439,124889925
1440,90607985
1441,90402867
1442,124759126
1443,90585357
1444,124911205
1445,124907470
1446,124879951
1447,124891005
1448,90613177
1449,90556679
1450,124754623
1451,124731639
1452,124748824
1453,90410862
1454,124889087
1455,90424450
1456,90569452
1457,90637037
1458,90657988
1459,90545884
1460,90593831
1461,124749726
1462,90572932
1463,90465265
1464,90507396
1465,90586652
1466,124750951
1467,90517927
1468,124754152
1469,90344148
1470,124913029
1471,89994063
1472,124738388
1473,124908803
1474,124885433
1475,124751719
1476,124882978
1477,124751524
1478,90505538
1479,90329293
1480,90115605
1481,124743467
1482,90371065
1483,90447478
1484,90428008
1485,90525506
1486,124897037
1487,90600708
1488,124740472
1489,124758252
1490,90576283
1491,124878855
1492,90616034
1493,124874151
1494,124869647
1495,124895572
1496,90589697
1497,90540871
1498,124884902
1499,90620924
1500,90347715
1501,90594585
1502,124755221
1503,90555377
1504,124908682
1505,90518750
1506,90648457
1507,124896202
1508,89643551
1509,89684510
1510,89681233
1511,89684620
1512,89647323
1513,89670809
1514,89638779
1515,89640644
1516,89673805
1517,89671556
1518,89658659
1519,89671361
1520,89672728
1521,89644255
1522,89638731
1523,89682130
1524,89647865
1525,89640178
1526,89670473
1527,89645419
1528,89668531
1529,89635154
1530,89639730
1531,124746340
1532,90515341
1533,90426957
1534,124873601
1535,124886876
1536,90484092
1537,90557711
1538,90534712
1539,124915220
1540,90613753
1541,90627295
1542,124749241
1543,89674106
1544,89681213
1545,89683755
1546,89640100
1547,89664032
1548,89655778
1549,89635134
1550,89666690
1551,89664888
1552,89651723
1553,124913652
1554,90575105
1555,90428202
1556,89675440
1557,89636365
1558,89654182
1559,89675683
1560,89671004
1561,89634490
1562,89668265
1563,89650999
1564,89644485
1565,89681341
1566,89655151
1567,89671060
1568,124895793
1569,90113521
1570,124751769
1571,124749793
1572,90376599
1573,124747093
1574,124740228
1575,124893273
1576,124883529
1577,90337819
1578,124913774
1579,90523938
1580,124880673
1581,89997516
1582,124741478
1583,90498418
1584,124751345
1585,90040121
1586,90290069
1587,124746973
1588,90130998
1589,124751577
1590,90342245
1591,124759359
1592,124893174
1593,90081646
1594,90003374
1595,90094963
1596,90191449
1597,90117907
1598,124736987
1599,90325688
1600,90010911
1601,90297697
1602,124741585
1603,124885550
1604,90090701
1605,124751709
1606,90053781
1607,90150691
1608,90104560
1609,124760157
1610,124754935
1611,124752549
1612,124751663
1613,124908013
1614,90518454
1615,90355899
1616,124750858
1617,90135541
1618,90413165
1619,90130591
1620,124756369
1621,90062716
1622,124881448
1623,124753410
1624,124883239
1625,124755377
1626,89678785
1627,89643266
1628,89688563
1629,89644349
1630,89689738
1631,89672033
1632,89677331
1633,89662135
1634,89639888
1635,89676491
1636,89632483
1637,90116189
1638,90125602
1639,124741963
1640,90136393
1641,124735127
1642,90288859
1643,90104220
1644,90075018
1645,124907863
1646,90119773
1647,89638235
1648,89667561
1649,89638080
1650,89652071
1651,89677101
1652,89666647
1653,89649367
1654,89635630
1655,89679081
1656,89674387
1657,89673531
1658,89686802
1659,89670737
1660,89657550
1661,89666055
1662,89646088
1663,89665109
1664,89632853
1665,89663071
1666,89663643
1667,89646130
1668,89683757
1669,89673275
1670,89677072
1671,89664688
1672,89657495
1673,89672501
1674,90327085
1675,124896473
1676,124898123
1677,90371484
1678,90126247
1679,124740395
1680,90084633
1681,124893118
1682,90521014
1683,90145330
1684,89649692
1685,89678906
1686,89643332
1687,89670430
1688,89655616
1689,89652586
1690,89670330
1691,89678351
1692,89679525
1693,89688314
1694,89644959
1695,124748669
1696,90121301
1697,124898038
1698,124753604
1699,124735883
1700,90072769
1701,90333053
1702,90051952
1703,124764729
1704,90174891
1705,124732047
1706,124753963
1707,90147324
1708,124900734
1709,124910333
1710,90511013
1711,90106350
1712,90153331
1713,90578939
1714,90008396
1715,124908684
1716,90135667
1717,90129780
1718,90111533
1719,124908208
1720,124747078
1721,124739023
1722,90163741
1723,90175349
1724,90069545
1725,90295368
1726,89995070
1727,90409547
1728,124755137
1729,124914048
1730,90098970
1731,124747395
1732,124742533
1733,124748963
1734,124753687
1735,90020521
1736,90490039
1737,124906698
1738,90510778
1739,90368968
1740,90376065
1741,90169951
1742,90199329
1743,90146204
1744,90127919
1745,90470579
1746,90150484
1747,124750667
1748,124747817
1749,90109723
1750,90181801
1751,124730380
1752,90535288
1753,90300572
1754,124907503
1755,90126980
1756,124756679
1757,124880470
1758,90198741
1759,90149871
1760,90122984
1761,90157421
1762,124895943
1763,124748365
1764,124912223
1765,124750034
1766,124896133
1767,90124514
1768,89966736
1769,90126542
1770,90139803
1771,90496015
1772,124733004
1773,90140590
1774,90142930
1775,90158902
1776,124751385
1777,124884243
1778,124745925
1779,124890200
1780,90139130
1781,90115041
1782,124898398
1783,90324459
1784,90351295
1785,124888599
1786,90064732
1787,124751130
1788,90178724
1789,124906338
1790,90078353
1791,90518295
1792,90119481
1793,90331076
1794,124733858
1795,124733744
1796,124899944
1797,124742214
1798,124755780
1799,124746560
1800,124915354
1801,124746218
1802,124741790
1803,124750934
1804,90289513
1805,124738248
1806,90138919
1807,124889738
1808,90149401
1809,90339254
1810,124887978
1811,90061135
1812,124760417
1813,124875219
1814,90137774
1815,124742945
1816,90088904
1817,124748869
1818,90318337
1819,124898143
1820,90111775
1821,124760800
1822,90354347
1823,124739157
1824,90134543
1825,90461863
1826,124752174
1827,90361233
1828,90097302
1829,90137823
1830,90104390
1831,90137452
1832,90375579
1833,124907733
1834,90122312
1835,90138778
1836,124758683
1837,90184694
1838,124891293
1839,90169996
1840,90080272
1841,124890290
1842,90148959
1843,90079640
1844,90134490
1845,124736665
1846,124749619
1847,124907194
1848,90334992
1849,90143391
1850,124890089
1851,89992464
1852,90150037
1853,90121783
1854,90133060
1855,90147220
1856,124746690
1857,124909838
1858,90177831
1859,90332773
1860,90372274
1861,124754637
1862,90145824
1863,90377416
1864,90060585
1865,90336085
1866,124759338
1867,124915133
1868,124738460
1869,90133657
1870,90110803
1871,90550729
1872,90494118
1873,124736179
1874,90109658
1875,90136560
1876,124878883
1877,89979352
1878,90064852
1879,124891820
1880,124736307
1881,124749989
1882,124755244
1883,90362942
1884,90140610
1885,90126159
1886,124738844
1887,124762607
1888,90121870
1889,124747105
1890,124736095
1891,124909258
1892,90527148
1893,124732468
1894,124914158
1895,124878888
1896,89981027
1897,90328338
1898,90344709
1899,90109001
1900,124740884
1901,90056690
1902,90516688
1903,124899403
1904,124744705
1905,90149082
1906,90102872
1907,90030198
1908,90139993
1909,90125562
1910,90134953
1911,124754765
1912,90151464
1913,90303127
1914,90131671
1915,90305862
1916,90441398
1917,90149264
1918,90062913
1919,90149511
1920,124884764
1921,90130240
1922,90364315
1923,124730663
1924,90083960
1925,90112500
1926,90398795
1927,90127939
1928,90159151
1929,124911294
1930,90304953
1931,124738765
1932,90004688
1933,90060063
1934,90420895
1935,90452259
1936,90354535
1937,124906203
1938,124738764
1939,124902128
1940,90116602
1941,90074593
1942,124911498
1943,90095945
1944,90182211
1945,90323928
1946,90135057
1947,90328358
1948,90417938
1949,90005314
1950,90536609
1951,124896753
1952,90155154
1953,90144381
1954,124738353
1955,90142013
1956,124896594
1957,124879140
1958,90015296
1959,90476488
1960,124758718
1961,90127119
1962,124744509
1963,90078443
1964,90417275
1965,90573394
1966,124751840
1967,124892834
1968,124912218
1969,90149891
1970,124764357
1971,124754264
1972,90431539
1973,124880558
1974,90140671
1975,124876794
1976,124730014
1977,90155991
1978,90150571
1979,90106584
1980,124750183
1981,90119457
1982,90266677
1983,90137428
1984,124738877
1985,124760079
1986,90134579
1987,90127627
1988,124901674
1989,90523689
1990,90078113
1991,90150757
1992,124750494
1993,90162582
1994,90091843
1995,124729368
1996,124731844
1997,124749355
1998,124734450
1999,124750283
2000,90120927
2001,124754734
2002,124761410
2003,90118603
2004,124745749
2005,124898588
2006,90095610
2007,90162902
2008,124746914
2009,90148337
2010,90146923
2011,90150730
2012,90149095
2013,90162096
2014,90374199
2015,124733797
2016,90126641
2017,90115045
2018,124882050
2019,124910266
2020,90094112
2021,90141060
2022,90204994
2023,90193180
2024,124890450
2025,90443494
2026,124764359
2027,90317429
2028,124743817
2029,90054855
2030,90103427
2031,124901588
2032,90196565
2033,90120567
2034,90116481
2035,90129827
2036,124882179
2037,124747218
2038,90297704
2039,124882469
2040,124765287
2041,90135150
2042,124910774
2043,89657744
2044,89668394
2045,89647768
2046,89638671
2047,89644678
2048,89674879
2049,89681326
2050,89659321
2051,89652552
2052,89647407
2053,89634589
2054,124891101
2055,124908226
2056,124907011
2057,89647538
2058,89673908
2059,89648016
2060,89672323
2061,89678257
2062,89664782
2063,89673011
2064,89667113
2065,89664982
2066,89674223
2067,89668797
2068,89672369
2069,89674209
2070,89679011
2071,89676807
2072,89702203
2073,89670767
2074,89682773
2075,89685450
2076,89646329
2077,124730838
2078,124730283
2079,124886974
2080,124893054
2081,124905594
2082,124905284
2083,124911854
2084,124884598
2085,124913604
2086,124755103
2087,124752994
2088,124751870
2089,124756563
2090,90058353
2091,90121360
2092,124752973
2093,90103408
2094,90080955
2095,124747753
2096,90193187
2097,90342519
2098,90421003
2099,124765189
2100,89996680
2101,90421065
2102,90385769
2103,90460263
2104,90139139
2105,90002971
2106,90524519
2107,90375118
2108,90155354
2109,90372474
2110,90110535
2111,90145813
2112,90123215
2113,90038259
2114,90151541
2115,90132056
2116,124910358
2117,90295458
2118,90168538
2119,90401843
2120,124733834
2121,124905184
2122,124754120
2123,124879184
2124,124891054
2125,90139079
2126,90147684
2127,124880708
2128,124882434
2129,124735437
2130,124751534
2131,124900104
2132,124735909
2133,124752850
2134,124751480
2135,124758194
2136,124752450
2137,124744640
2138,124732279
2139,124754690
2140,124884348
