,aps_id
5920,89641302
5921,89639755
5922,89675068
5923,89637619
5924,89663095
5925,89653804
5926,89675280
5927,89639814
5928,89637216
5929,89677802
5930,89673901
5931,89676167
5932,89691079
5933,89667761
5934,90571995
5935,90378328
5936,90101105
5937,90516638
5938,124740520
5939,124914648
5940,90375864
5941,90187867
5942,124758308
5943,90060782
5944,90161318
5945,124887339
5946,90454629
5947,90132761
5948,89681588
5949,89699821
5950,89635274
5951,89673032
5952,89642276
5953,89683225
5954,89643886
5955,89641283
5956,89672385
5957,89638218
5958,89645451
5959,89634890
5960,89695798
5961,89673281
5962,89702156
5963,89638518
5964,89673225
5965,89669928
5966,89692274
5967,89659046
5968,89671096
5969,89677342
5970,89634938
5971,89692397
5972,89640306
5973,89647152
5974,89652190
5975,89646379
5976,89678942
5977,89652405
5978,89642939
5979,89660579
5980,89642610
5981,89684082
5982,89667296
5983,89636091
5984,89676468
5985,89652311
5986,89638018
5987,89647604
5988,89633643
5989,89670816
5990,89673931
5991,89645131
5992,89651767
5993,89661048
5994,89675499
5995,89648635
5996,89635320
5997,89670204
5998,89663858
5999,89635076
6000,89677995
6001,89683459
6002,89659113
6003,89645753
6004,89666840
6005,89637141
6006,89661112
6007,89660137
6008,89674404
6009,89665891
6010,89644204
6011,89687971
6012,89684291
6013,90582743
6014,124906530
6015,124876427
6016,124914730
6017,90599580
6018,90586830
6019,124912317
6020,90577964
6021,90548126
6022,124911085
6023,90327687
6024,124906345
6025,90479012
6026,90574011
6027,124911525
6028,90537794
6029,124898286
6030,124881082
6031,90569960
6032,124895316
6033,124750641
6034,124907279
6035,124903125
6036,124903285
6037,90373450
6038,90513180
6039,90564090
6040,90531784
6041,90641237
6042,90507710
6043,90633303
6044,90573344
6045,90647948
6046,124741232
6047,90308061
6048,124738481
6049,90525662
6050,90386146
6051,124904929
6052,90607883
6053,124900969
6054,90501720
6055,90563324
6056,89661958
6057,89691303
6058,89666022
6059,124742090
6060,124746900
6061,124882076
6062,90412517
6063,90609097
6064,124880045
6065,124751211
6066,90584432
6067,90647080
6068,124760401
6069,124912500
6070,90592674
6071,90597220
6072,124901801
6073,90524265
6074,124893236
6075,124903449
6076,124909066
6077,90559331
6078,124907102
6079,124911170
6080,90522803
6081,124908995
6082,90481607
6083,124753006
6084,90525171
6085,124909647
6086,90502298
6087,124900849
6088,124902127
6089,90564068
6090,90486302
6091,90588409
6092,90371628
6093,90389990
6094,89658576
6095,89649604
6096,89636792
6097,89638636
6098,89646206
6099,89669886
6100,89670506
6101,89651556
6102,89674042
6103,89637970
6104,89649179
6105,89680786
6106,89643239
6107,89663193
6108,89672056
6109,89633521
6110,89673421
6111,89644238
6112,89673806
6113,89659967
6114,89636970
6115,89645770
6116,89668923
6117,89645212
6118,89640267
6119,89663787
6120,89667416
6121,89638236
6122,89664217
6123,89644639
6124,89636254
6125,89662379
6126,89633670
6127,89652931
6128,89658847
6129,89658173
6130,89643159
6131,89651939
6132,89647716
6133,89638558
6134,89662207
6135,89646046
6136,89671521
6137,89669642
6138,89652573
6139,89673140
6140,89640876
6141,89642256
6142,89634699
6143,89647590
6144,89645780
6145,89679306
6146,89676862
6147,89644507
6148,89656513
6149,89641752
6150,89678772
6151,89643136
6152,89683796
6153,89676107
6154,89645712
6155,89647393
6156,89677922
6157,89662312
6158,89651704
6159,89680339
6160,89669939
6161,89663852
6162,89652938
6163,89639450
6164,89665497
6165,89643459
6166,89670025
6167,89675257
6168,89650636
6169,89655268
6170,89674833
6171,89668779
6172,89674775
6173,89633331
6174,89678382
6175,89683249
6176,89666995
6177,89652712
6178,89687273
6179,89642412
6180,89638689
6181,89641096
6182,89668865
6183,89638905
6184,89633360
6185,89652029
6186,89645970
6187,89676135
6188,89647230
6189,89667066
6190,89660019
6191,89661096
6192,89670071
6193,89664166
6194,89649370
6195,89643589
6196,89671201
6197,89664930
6198,89636052
6199,89659909
6200,89656158
6201,89675762
6202,89668968
6203,89654956
6204,89654436
6205,89668833
6206,89678851
6207,89646009
6208,89667173
6209,89666072
6210,89633790
6211,89641818
6212,89639689
6213,89636643
6214,89646799
6215,89675169
6216,89639478
6217,89644124
6218,89637712
6219,89646610
6220,89680990
6221,89638003
6222,89672757
6223,89675508
6224,89672858
6225,89633538
6226,89680967
6227,89661480
6228,89678215
6229,89635778
6230,89656097
6231,89654150
6232,89634293
6233,89671599
6234,89636860
6235,89667646
6236,89641130
6237,89639283
6238,89652749
6239,89647694
6240,89649443
6241,89647349
6242,89654489
6243,89652059
6244,89674426
6245,89644431
6246,89640728
6247,89662806
6248,89646239
6249,89675716
6250,89675777
6251,89664019
6252,89694514
6253,89672161
6254,89648332
6255,89669351
6256,89637299
6257,89633915
6258,89644610
6259,89642683
6260,89657600
6261,89679332
6262,89674109
6263,89672785
6264,89672108
6265,89675659
6266,89684099
6267,89675656
6268,124905044
6269,90135263
6270,90142487
6271,90380298
6272,90071220
6273,90109217
6274,124748235
6275,124755554
6276,90147796
6277,90182300
6278,124903943
6279,90344012
6280,89675971
6281,89658458
6282,89672932
6283,89641473
6284,89681275
6285,124899306
6286,124901161
6287,90136320
6288,90124900
6289,90154504
6290,90149673
6291,90202287
6292,90467109
6293,90360096
6294,124738937
6295,90141263
6296,90137930
6297,124752937
6298,90162474
6299,90514459
6300,90164317
6301,124755625
6302,90132919
6303,90118996
6304,90369075
6305,90158726
6306,90161637
6307,90138171
6308,90188136
6309,90122346
6310,90160322
6311,90143745
6312,90266651
6313,124887378
6314,90054337
6315,90518768
6316,89972496
6317,90142406
6318,90112662
6319,90140938
6320,124910058
6321,90158219
6322,90144013
6323,90077952
6324,124902218
6325,90602769
6326,90633595
6327,90162283
6328,90131783
6329,124903654
6330,90419469
6331,90135552
6332,90278537
6333,124876870
6334,90337409
6335,124751649
6336,124757739
6337,90136019
6338,90131501
6339,90065329
6340,90149319
6341,90178650
6342,90086537
6343,90572133
6344,90141674
6345,90104782
6346,90128251
6347,90139576
6348,90413652
6349,90091330
6350,90117400
6351,90143772
6352,90042718
6353,124754160
6354,90149179
6355,90167053
6356,124911298
6357,90170848
6358,90118338
6359,124908778
6360,90161073
6361,90105936
6362,90177626
6363,90591569
6364,124889883
6365,124745370
6366,90154495
6367,124759630
6368,90132392
6369,90113881
6370,90063885
6371,90132344
6372,124900463
6373,90084853
6374,90178950
6375,90096423
6376,90132977
6377,90127371
6378,90130174
6379,90594618
6380,90135954
6381,90130412
6382,90112410
6383,90369033
6384,90135698
6385,90135784
6386,90089424
6387,90061059
6388,124914814
6389,90142651
6390,90156606
6391,90068573
6392,90537454
6393,90060283
6394,90086179
6395,90121561
6396,90130365
6397,90151716
6398,90118320
6399,90152058
6400,124874618
6401,90530153
6402,90146461
6403,90095600
6404,90165546
6405,90138048
6406,90319269
6407,90098811
6408,90126955
6409,90132281
6410,124912158
6411,124754869
6412,90110251
6413,124753997
6414,90053139
6415,90142218
6416,90139762
6417,90110930
6418,90071319
6419,124752569
6420,124884558
6421,90053260
6422,90152418
6423,124752330
6424,90082796
6425,90134802
6426,90403245
6427,124898503
6428,90108370
6429,124896108
6430,124883469
6431,90505871
6432,90053924
6433,90134532
6434,90063804
6435,90148424
6436,90106101
6437,90137556
6438,90517608
6439,124886649
6440,90120651
6441,90583374
6442,90171198
6443,90147919
6444,90130761
6445,90146732
6446,90572199
6447,124732627
6448,124735615
6449,90149979
6450,90088100
6451,124740953
6452,90066433
6453,90138507
6454,90093314
6455,90168942
6456,90015118
6457,90286330
6458,90068962
6459,90147732
6460,90197334
6461,90120640
6462,90180313
6463,89984860
6464,90122298
6465,90064560
6466,90015892
6467,90100253
6468,90129236
6469,90163041
6470,90304073
6471,90114894
6472,90143507
6473,90147415
6474,90179353
6475,90141784
6476,90508579
6477,90170032
6478,124888313
6479,124888940
6480,90321742
6481,90156547
6482,124742155
6483,90163545
6484,90134259
6485,90082331
6486,90154044
6487,90429158
6488,124874753
6489,90372079
6490,90431583
6491,90177760
6492,90076791
6493,90156791
6494,90158588
6495,90149923
6496,90066451
6497,90092429
6498,90035824
6499,90086202
6500,90134793
6501,90038415
6502,90057596
6503,90077729
6504,90382785
6505,90086633
6506,90455289
6507,124897173
6508,90407924
6509,90109636
6510,90172653
6511,90006499
6512,124740175
6513,124892150
6514,90128978
6515,90174153
6516,90168166
6517,90115345
6518,90157475
6519,90194659
6520,90118310
6521,90138599
6522,90178019
6523,90143257
6524,90139480
6525,90112177
6526,124752098
6527,124891193
6528,90487578
6529,90398887
6530,90181044
6531,90134827
6532,90189633
6533,90123099
6534,124899004
6535,90423263
6536,90171363
6537,90151907
6538,90490698
6539,90144926
6540,124746070
6541,124745689
6542,124888219
6543,90148598
6544,90165824
6545,90162846
6546,90191737
6547,90134486
6548,90517018
6549,90106099
6550,90091148
6551,90159433
6552,90142620
6553,90143578
6554,90075195
6555,90126008
6556,90071381
6557,90139118
6558,90055501
6559,90160033
6560,90152748
6561,90119884
6562,89987493
6563,90161531
6564,90161205
6565,90108254
6566,90421105
6567,90421575
6568,124760363
6569,90117220
6570,90120552
6571,90587507
6572,90164141
6573,90095717
6574,90055032
6575,124742345
6576,90152178
6577,124762857
6578,90154352
6579,90138484
6580,90141840
6581,90070845
6582,90127801
6583,124764587
6584,124913658
6585,90167292
6586,90083572
6587,90119369
6588,90147529
6589,90591548
6590,90153024
6591,124746639
6592,90337630
6593,90518053
6594,90425346
6595,90124882
6596,90502828
6597,90096061
6598,124911488
6599,90166631
6600,90135214
6601,124765558
6602,90568738
6603,90160089
6604,124745189
6605,124901203
6606,90147154
6607,90092400
6608,90597655
6609,90473977
6610,90136241
6611,124751439
6612,90557964
6613,90140512
6614,90197662
6615,90160466
6616,90172684
6617,90120112
6618,90124211
6619,124877849
6620,124875893
6621,124765275
6622,90106483
6623,90060018
6624,90184943
6625,90541563
6626,124761030
6627,90164375
6628,90136332
6629,124757520
6630,90383125
6631,124742665
6632,124887869
6633,90130329
6634,90173181
6635,90551657
6636,90068222
6637,124754425
6638,90094165
6639,90147892
6640,90162031
6641,90134504
6642,89691215
6643,89636625
6644,89669467
6645,89679832
6646,89640774
6647,89663044
6648,89632740
6649,89633413
6650,89684353
6651,89699224
6652,90194925
6653,90165323
6654,90161993
6655,124880029
6656,90392738
6657,90096083
6658,90155798
6659,90132721
6660,90140514
6661,124760577
6662,90175787
6663,90154273
6664,90072848
6665,90132657
6666,90144024
6667,90145552
6668,124912458
6669,90111251
6670,90144280
6671,124900763
6672,90194994
6673,90114761
6674,90135981
6675,90582125
6676,90167213
6677,124910458
6678,90426436
6679,90091339
6680,90057516
6681,90176723
6682,124879238
6683,124876268
6684,90153818
6685,124729834
6686,90153878
6687,124900153
6688,90404972
6689,90187613
6690,90077946
6691,124888318
6692,124751879
6693,90050153
6694,90199775
6695,124873800
6696,90373681
6697,90168301
6698,89650543
6699,89681358
6700,89653271
6701,89689019
6702,89695464
6703,89645496
6704,89662680
6705,89640739
6706,89650759
6707,90127199
6708,90137737
6709,90141992
6710,90142644
6711,90056961
6712,124764223
6713,90136237
6714,90316264
6715,90142172
6716,124746988
6717,124886790
6718,124754713
6719,90100610
6720,90038982
6721,90119929
6722,90106344
6723,90121655
6724,90316428
6725,90150931
6726,124874909
6727,124897358
6728,90143258
6729,90154849
6730,90184301
6731,124743779
6732,90148775
6733,90099676
6734,90116127
6735,90391583
6736,90355136
6737,90124849
6738,90132607
6739,90147400
6740,90097141
6741,90171659
6742,90176665
6743,124762675
6744,90522968
6745,90011155
6746,90389148
6747,90001810
6748,124745879
6749,90161153
6750,90073879
6751,124765267
6752,90108184
6753,124753759
6754,90164194
6755,90435717
6756,90088803
6757,90195180
6758,90125939
6759,90169726
6760,90151495
6761,90170505
6762,90297504
6763,90126739
6764,124894983
6765,90180712
6766,90427893
6767,90160567
6768,124752993
6769,90379003
6770,90374413
6771,90121973
6772,89984897
6773,90046361
6774,90129077
6775,90145221
6776,90160109
6777,124733537
6778,90138823
6779,90159799
6780,90120937
6781,90372657
6782,90133420
6783,124908678
6784,90072173
6785,124891823
6786,90596605
6787,90288378
6788,90164233
6789,90114326
6790,90151082
6791,90060830
6792,124747669
6793,90155568
6794,90380717
6795,90460379
6796,90143642
6797,90132780
6798,90375017
6799,90156895
6800,90444503
6801,90196992
6802,90175555
6803,124897063
6804,90158577
6805,90143681
6806,90086480
6807,90123333
6808,90342569
6809,90163619
6810,124732044
6811,90143725
6812,90067135
6813,90057959
6814,90144063
6815,90110560
6816,90149950
6817,90088520
6818,90163332
6819,90118596
6820,90117023
6821,124757528
6822,90405476
6823,90140657
6824,124764470
6825,124894063
6826,90073122
6827,90119897
6828,124889564
6829,90167433
6830,124749547
6831,90183887
6832,90125967
6833,90065195
6834,124736074
6835,90115796
6836,90472479
6837,90104177
6838,90059821
6839,90141572
6840,90164206
6841,90107430
6842,90176097
6843,90325075
6844,90148476
6845,90149275
6846,90352389
6847,90052680
6848,124905793
6849,90355095
6850,90335793
6851,90008054
6852,90324236
6853,89983651
6854,90129595
6855,90145639
6856,124747443
6857,90133120
6858,90162521
6859,90133925
6860,90072569
6861,90344096
6862,90131485
6863,124748603
6864,90129718
6865,90148820
6866,90086579
6867,90183421
6868,90152766
6869,90159150
6870,90154182
6871,124732084
6872,90410596
6873,90134284
6874,90139635
6875,90115557
6876,90103356
6877,90122878
6878,90147128
6879,90147252
6880,90124482
6881,90119783
6882,90135063
6883,90184443
6884,124894508
6885,90116560
6886,90134220
6887,90319736
6888,90123007
6889,90196793
6890,90161481
6891,90065280
6892,124896418
6893,90146827
6894,90126815
6895,90161356
6896,90168539
6897,124879180
6898,90138000
6899,90528328
6900,90147852
6901,90161864
6902,124745263
6903,90111271
6904,90037751
6905,124898828
6906,90125917
6907,124875790
6908,90131826
6909,90366937
6910,90417518
6911,124879493
6912,124901063
6913,124734700
6914,90092184
6915,90132464
6916,89683273
6917,89684011
6918,89680876
6919,89682049
6920,89650314
6921,89665866
6922,89675806
6923,89633552
6924,89687819
6925,89685254
6926,89644900
6927,89678049
6928,89681381
6929,89669676
6930,89643084
6931,89665600
6932,90557008
6933,124754437
6934,90158855
6935,90147448
6936,90649158
6937,90057130
6938,90173901
6939,90158473
6940,90425090
6941,90600999
6942,89633770
6943,89650310
6944,89677324
6945,89674216
6946,89672739
6947,89683309
6948,90189385
6949,90100174
6950,90080340
6951,90122461
6952,90183724
6953,90623545
6954,124733983
6955,90564584
6956,90057942
6957,124745914
6958,90114431
6959,90157266
6960,124915391
6961,90116507
6962,124889900
6963,124737044
6964,90343406
6965,90056575
6966,90157790
6967,124744573
6968,124898044
6969,90200064
6970,90058391
6971,124888873
6972,90124710
6973,90197019
6974,124915364
6975,90303090
6976,124749801
6977,124892851
6978,124910291
6979,124903621
6980,124904381
6981,124899181
6982,124899931
6983,124735661
6984,124908901
6985,124890731
6986,124753501
6987,124914896
6988,124892051
6989,124898966
6990,124902381
6991,124914246
6992,124903861
6993,124898066
6994,124894266
6995,124890946
6996,124886751
6997,124906941
6998,124736461
6999,124881116
7000,124901501
7001,89646237
7002,89679119
7003,124895404
7004,89653844
7005,89638359
7006,124889786
7007,124912871
7008,89644168
7009,89671873
7010,89677697
7011,89654277
7012,89673604
7013,89685040
7014,89678270
7015,89641471
7016,89685560
7017,89642346
7018,89677848
7019,89678647
7020,89663665
7021,89672272
7022,124893106
7023,124910151
7024,124912491
7025,124900586
7026,124914116
7027,124899831
7028,124914736
7029,124911186
7030,124896336
7031,89650699
7032,89683595
7033,89654090
7034,89678487
7035,89644524
7036,89636102
7037,89639485
7038,89637337
7039,89639098
7040,89677941
7041,89674050
7042,89689697
7043,89692457
7044,89648087
7045,89679846
7046,89683951
7047,89661297
7048,89684801
7049,89660727
7050,89677119
7051,89672240
7052,89705875
7053,89650437
7054,89680783
7055,89641202
7056,89674096
7057,89685620
7058,89646246
7059,89675864
7060,89672803
7061,89673354
7062,89665581
7063,89675881
7064,89688706
7065,89692187
7066,89648471
7067,89676857
7068,89684638
7069,89633746
7070,89679026
7071,89669505
7072,89635178
7073,89640195
7074,89674744
7075,89672211
7076,89687523
7077,89642837
7078,89641317
7079,89680208
7080,89675402
7081,89676457
7082,89669706
7083,89682632
7084,89646990
7085,89645840
7086,89634977
7087,89647441
7088,89666191
7089,89661651
7090,89681027
7091,89657969
7092,89632529
7093,124902611
7094,124914786
7095,90471676
7096,90424691
7097,90599256
7098,90558297
7099,124904470
7100,90601648
7101,90665827
7102,124896909
7103,90564363
7104,124914861
7105,89640901
7106,124895931
7107,124898561
7108,89644597
7109,89683085
7110,89679966
7111,124757152
7112,124901441
7113,124909927
7114,90328388
7115,124903007
7116,124907056
7117,90548418
7118,89633548
7119,89639096
7120,89635472
7121,89664252
7122,89669088
7123,90197535
7124,90277214
7125,90146111
7126,124886338
7127,124912806
7128,89683516
7129,89671681
7130,89671978
7131,89648175
7132,89675593
7133,89661719
7134,89667725
7135,89663186
7136,89667101
7137,89646809
7138,89635649
7139,89639822
7140,124887067
7141,124746411
7142,90643132
7143,90602478
7144,90614283
7145,90601246
7146,90558582
7147,90384401
7148,124912882
7149,124742386
7150,90587959
7151,90416427
7152,90528131
7153,90607820
7154,90563630
7155,124910797
7156,124904096
7157,90566410
7158,89666336
7159,89678758
7160,89641931
7161,89698099
7162,89666812
7163,89650856
7164,89638254
7165,89677407
7166,89662765
7167,89673708
7168,89668032
7169,89657032
7170,89652319
7171,89669123
7172,89634370
7173,89634933
7174,89691399
7175,89688472
7176,89651221
7177,89639146
7178,89672741
7179,89640296
7180,89649548
7181,89643732
7182,89641238
7183,89687693
7184,89640550
7185,89643990
7186,89637494
7187,89638210
7188,89659593
7189,89633621
7190,89693265
7191,124734443
7192,124915254
7193,90133203
7194,90358762
7195,90060019
7196,90610215
7197,90059439
7198,90303984
7199,90118374
7200,124755609
7201,124759339
7202,90087014
7203,90182076
7204,90106508
7205,124750899
7206,90145013
7207,90125126
7208,90108639
7209,90409695
7210,124764579
7211,124746918
7212,124880580
7213,124910973
7214,90140996
7215,124751618
7216,124755870
7217,124753085
7218,90120697
7219,124880239
7220,90410015
7221,124751328
7222,124881140
7223,90102328
7224,90094769
7225,90056193
7226,90331714
7227,124890259
7228,124758929
7229,90399434
7230,90363493
7231,90082729
7232,124888393
7233,124758209
7234,90333449
7235,90395977
7236,90110949
7237,124731088
7238,124764529
7239,90061563
7240,90137696
7241,90097494
7242,90096699
7243,90049259
7244,124762147
7245,90123382
7246,90153891
7247,90422653
7248,90056363
7249,90585715
7250,124757273
7251,124737837
7252,124755367
7253,124755007
7254,90100434
7255,124753339
7256,90145934
7257,124748518
7258,90120089
7259,90337544
7260,90153078
7261,124883190
7262,124909613
7263,90074468
7264,90132909
7265,90130349
7266,90146141
7267,90150196
7268,89998501
7269,124906708
7270,90278965
7271,90130924
7272,90145031
7273,124759145
7274,124876058
7275,90409735
7276,124908834
7277,90068009
7278,124752459
7279,124905954
7280,124899213
7281,90128984
7282,90345868
7283,90278183
7284,90472279
7285,90450615
7286,124905315
7287,124899819
7288,124895376
7289,124906429
7290,124912285
7291,124914885
7292,124895543
7293,90571613
7294,90123517
7295,124759835
7296,124763345
7297,124883734
7298,124891380
7299,124892700
7300,124890520
7301,124751635
7302,90082779
7303,89999595
7304,90560174
7305,124750274
7306,124750787
7307,90160362
7308,124872329
7309,90129304
7310,124757707
7311,124904948
7312,90459598
7313,124907218
7314,90125041
7315,124901843
7316,124751340
7317,90352005
7318,90529066
7319,90140704
7320,90135144
7321,90270370
7322,124754219
7323,124737828
7324,89980521
7325,124732439
7326,90131931
7327,124880880
7328,124886088
7329,90478449
7330,124746758
7331,90519028
7332,90507578
7333,90153642
7334,90159144
7335,124763957
7336,124897763
7337,90523779
7338,90293987
7339,124763764
7340,89695766
7341,89670000
7342,89668907
7343,89658470
7344,89661277
7345,89661613
7346,89701846
7347,89696180
7348,89668866
7349,89685124
7350,89686303
7351,89649761
7352,89671192
7353,89636995
7354,89632769
7355,89670840
7356,89666591
7357,89661163
7358,89680437
7359,89660300
7360,89671517
7361,89669030
7362,89645106
7363,89689466
7364,89669693
7365,89657117
7366,89654702
7367,89689082
7368,89661273
7369,89687977
7370,89668826
7371,89664834
7372,89644326
7373,89679617
7374,89674922
7375,89679031
7376,89639950
7377,89671762
7378,89644187
7379,89689642
7380,89668794
7381,89668147
7382,89693786
7383,89644600
7384,89640551
7385,89673484
7386,89637435
7387,89668194
7388,89685234
7389,89677921
7390,89673390
7391,89699326
7392,124898901
7393,124888941
7394,124907101
7395,89679270
7396,89643189
7397,89670517
7398,89667073
7399,89683763
7400,89636297
7401,89643837
7402,89671034
7403,89674213
7404,89666236
7405,89673028
7406,89643902
7407,89665671
7408,89671342
7409,89654264
7410,89677213
7411,89677020
7412,89666862
7413,89671822
7414,89682642
7415,89679951
7416,89668880
7417,89676048
7418,89637230
7419,89673280
7420,89674575
7421,89685122
7422,89635761
7423,89673324
7424,89682480
7425,89645912
7426,89672440
7427,124901361
7428,124876841
7429,124909781
7430,124914706
7431,124913861
7432,124890981
7433,89671114
7434,124912196
7435,124902581
7436,89691209
7437,89686160
7438,89685475
7439,89668551
7440,89681962
7441,89680015
7442,89676841
7443,89651042
7444,89635069
7445,89663314
7446,89674075
7447,89686785
7448,89666488
7449,89674670
7450,89652486
7451,89673423
7452,89681266
7453,89641746
7454,89675357
7455,89684870
7456,89673240
7457,89664681
7458,89642489
7459,89676780
7460,89669911
7461,89673977
7462,89670362
7463,89680319
7464,89667838
7465,89662590
7466,89643358
7467,89642591
7468,124882586
7469,89698183
7470,89674760
7471,89647630
7472,89670842
7473,89684150
7474,89681722
7475,89673238
7476,89698686
7477,89656072
7478,89661312
7479,89662286
7480,89682135
7481,89641829
7482,89680257
7483,89667468
7484,89673315
7485,89642328
7486,89685150
7487,89678312
7488,89675241
7489,89665272
7490,89639631
7491,89644809
7492,89673350
7493,89674526
7494,89637987
7495,89680957
7496,89655756
7497,89677671
7498,89641155
7499,89670391
7500,89661190
7501,89692271
7502,89646742
7503,89682002
7504,89642257
7505,89658743
7506,89664826
7507,89644681
7508,89637358
7509,89678543
7510,89683314
7511,124914371
7512,124907621
7513,124913636
7514,124913061
7515,124910861
7516,124900651
7517,124894001
7518,90474944
7519,90432017
7520,90521164
7521,90579533
7522,90391464
7523,90319202
7524,90624277
7525,90516797
7526,124907776
7527,90559751
7528,90533905
7529,90407993
7530,90494203
7531,90493866
7532,90562163
7533,90433167
7534,124913722
7535,90593565
7536,90575226
7537,124751536
7538,124898477
7539,90510877
7540,90381900
7541,90482362
7542,124889487
7543,90491814
7544,90577718
7545,90577437
7546,124885091
7547,124878331
7548,90551424
7549,90414721
7550,124869257
7551,90581967
7552,90561209
7553,124751472
7554,90516781
7555,124755131
7556,90499287
7557,90508486
7558,90361670
7559,90545921
7560,90508691
7561,90592247
7562,90436066
7563,90599289
7564,124738936
7565,124907269
7566,90535113
7567,90526296
7568,90550664
7569,90405042
7570,124874404
7571,124736794
7572,124742580
7573,124745856
7574,124758811
7575,90662599
7576,124732652
7577,124903197
7578,90523043
7579,90584236
7580,90351020
7581,124912845
7582,90574713
7583,90476941
7584,90513995
7585,124901036
7586,124747572
7587,90572468
7588,90637158
7589,90560392
7590,124910322
7591,90526904
7592,90572855
7593,90595465
7594,90407557
7595,124729633
7596,124907845
7597,124750001
7598,124913211
7599,124896806
7600,90597100
7601,90604818
7602,90613589
7603,124906905
7604,124736332
7605,124907226
7606,90563781
7607,124755482
7608,90609826
7609,124911372
7610,124748096
7611,124913166
7612,124915117
7613,124898666
7614,90137217
7615,90043951
7616,90134640
7617,90141321
7618,90072041
7619,124755177
7620,90164542
7621,90355042
7622,90112984
7623,90123863
7624,90366125
7625,90122731
7626,90126870
7627,90328275
7628,90122663
7629,90163027
7630,89657718
7631,89638387
7632,89662319
7633,89668133
7634,89679895
7635,124907706
7636,124911141
7637,124748051
7638,90475886
7639,90470969
7640,90593518
7641,124906696
7642,90385384
7643,124893996
7644,90499083
7645,124735211
7646,90434606
7647,90504864
7648,124876082
7649,90380129
7650,124890585
7651,90612242
7652,90363281
7653,90594115
7654,124762902
7655,124885086
7656,90556166
7657,124901806
7658,90572886
7659,90595054
7660,90626122
7661,90527093
7662,124903879
7663,124913456
7664,124877246
7665,124913452
7666,124741801
7667,124912982
7668,90530075
7669,124761867
7670,90372764
7671,124750759
7672,90486067
7673,124752507
7674,90144538
7675,90310114
7676,90133391
7677,124735908
7678,124756048
7679,124897578
7680,90159372
7681,124913118
7682,90167966
7683,124877500
7684,90167344
7685,124885073
7686,90105112
7687,90146188
7688,90182327
7689,124883404
7690,90120137
7691,90144704
7692,90141084
7693,124912633
7694,90134387
7695,90179603
7696,90068117
7697,124748408
7698,89638394
7699,90168250
7700,89665440
7701,89688927
7702,124899373
7703,90374316
7704,124882310
7705,90569529
7706,124737229
7707,90486217
7708,90004328
7709,124878070
7710,124759388
7711,90534229
7712,124893698
7713,124733437
7714,124902434
7715,124736030
7716,90514154
7717,90596909
7718,90339296
7719,90096130
7720,124895703
7721,90379956
7722,90070435
7723,90406153
7724,124750675
7725,124881390
7726,90580418
7727,90307912
7728,90397819
7729,90527328
7730,90059983
7731,90407725
7732,124746917
7733,90488337
7734,124742368
7735,90400801
7736,90627694
7737,90128048
7738,90134357
7739,90119380
7740,90098817
7741,90115938
7742,90133661
7743,90193782
7744,89683500
7745,89646113
7746,89637673
7747,89656342
7748,89646912
7749,89673607
7750,89664663
7751,89686457
7752,124910091
7753,90136086
7754,90585893
7755,90146759
7756,90378435
7757,90115010
7758,90266869
7759,90149216
7760,90146765
7761,90152256
7762,90141110
7763,90584133
7764,90472513
7765,90062813
7766,90135418
7767,90155927
7768,90133434
7769,124751729
7770,90089930
7771,90469514
7772,90347879
7773,90592948
7774,90057410
7775,124906154
7776,124890930
7777,90454869
7778,124747644
7779,90071808
7780,124901468
7781,90464377
7782,124758849
7783,124886388
7784,90148894
7785,90067669
7786,124750955
7787,90319627
7788,124757997
7789,90407668
7790,124747135
7791,90120863
7792,90148637
7793,124756779
7794,90146684
7795,124758745
7796,90428384
7797,124735414
7798,90122721
7799,90106095
7800,90337148
7801,90053975
7802,90085693
7803,124905858
7804,90009382
7805,90326166
7806,90307350
7807,124761767
7808,90628848
7809,90368166
7810,124889233
7811,90481291
7812,90131519
7813,90650275
7814,90473232
7815,124742463
7816,90495968
7817,124752899
7818,90523879
7819,90420514
7820,90062133
7821,124751325
7822,90395763
7823,90456376
7824,124882630
7825,124875190
7826,90140801
7827,124902458
7828,90309884
7829,90010443
7830,90062429
7831,124740959
7832,90611318
7833,90300508
7834,90501160
7835,124755093
7836,90413670
7837,124745235
7838,124741654
7839,90413849
7840,90290907
7841,124909444
7842,124748915
7843,90052805
7844,124888789
7845,124745349
7846,124890130
7847,90337449
7848,90045572
7849,90379626
7850,90425169
7851,124907123
7852,90389122
7853,124909148
7854,90134973
7855,90511559
7856,124748194
7857,124914904
7858,124887894
7859,124738148
7860,124872174
7861,90105510
7862,90417950
7863,90516795
7864,124751859
7865,124893574
7866,124748970
7867,124881704
7868,124731093
7869,124888274
7870,124731090
7871,124889784
7872,124897444
7873,124915204
7874,124735643
7875,124729983
7876,90527079
7877,124915413
7878,90314594
7879,90149573
7880,90300774
7881,90088661
7882,90411797
7883,90547318
7884,124753434
7885,90442198
7886,90097684
7887,90125772
7888,124892648
7889,90556404
7890,90554359
7891,90562834
7892,124750928
7893,124744905
7894,90373830
7895,124894663
7896,90127053
7897,124750663
7898,124742063
7899,90412655
7900,90306096
7901,90199211
7902,124752979
7903,124914468
7904,90141441
7905,90571837
7906,90568830
7907,90321663
7908,90304255
7909,124759889
7910,124888793
7911,124762599
7912,90143727
7913,90495587
7914,90031481
7915,90417659
7916,124748658
7917,90295630
7918,90484347
