,single,not_single,nyt_id,
13328,0.083602296,0.916397704,4fc02e2345c1498b0d1aa6bc,
18709,0.083602296,0.916397704,4fc015c245c1498b0d1393ee,
18698,0.083602296,0.916397704,4fc020e145c1498b0d16cebf,
13347,0.083602296,0.916397704,4fc02b4d45c1498b0d19d058,
13349,0.083602296,0.916397704,4fc04d5145c1498b0d237cc4,
18699,0.083602296,0.916397704,4fc0226c45c1498b0d173e30,
13367,0.083602296,0.916397704,4fc03bcb45c1498b0d1e9edd,
18702,0.083602296,0.916397704,4fc00faf45c1498b0d11c167,
16850,0.083602296,0.916397704,4fc023de45c1498b0d17ae2a,
16849,0.083602296,0.916397704,4fc0151145c1498b0d1364f8,
16848,0.083602296,0.916397704,4fc0050245c1498b0d0ea687,
15718,0.083602296,0.916397704,4fc0319c45c1498b0d1b9d65,
16847,0.083602296,0.916397704,4fc042c945c1498b0d209706,
16846,0.083602296,0.916397704,4fc03c3445c1498b0d1eb797,
16842,0.083602296,0.916397704,4fc043ba45c1498b0d20c7e9,
13364,0.083602296,0.916397704,4fc026bb45c1498b0d188a18,
16841,0.083602296,0.916397704,4fc010c145c1498b0d1215ab,
16840,0.083602296,0.916397704,4fc0328d45c1498b0d1bec40,
16837,0.083602296,0.916397704,4fc0321245c1498b0d1bc249,
13362,0.083602296,0.916397704,4fc04c9d45c1498b0d234bd0,
13361,0.083602296,0.916397704,4fc041ef45c1498b0d205163,
13360,0.083602296,0.916397704,4fc0355a45c1498b0d1cafe6,
15726,0.083602296,0.916397704,4fbfdcc145c1498b0d03422f,
13358,0.083602296,0.916397704,4fc0478545c1498b0d21d56f,
13357,0.083602296,0.916397704,4fc039c645c1498b0d1e0828,
15728,0.083602296,0.916397704,4fc03d1a45c1498b0d1f03ef,
15729,0.083602296,0.916397704,4fc016da45c1498b0d13e77f,
16835,0.083602296,0.916397704,4fc03ca245c1498b0d1ed96d,
13354,0.083602296,0.916397704,4fc04ef645c1498b0d23ed8c,
16833,0.083602296,0.916397704,4fc0422745c1498b0d206742,
16832,0.083602296,0.916397704,4fc03f9b45c1498b0d1fb541,
18707,0.083602296,0.916397704,4fbff3fc45c1498b0d09b6cf,
13351,0.083602296,0.916397704,4fc0244945c1498b0d17c7f8,
18708,0.083602296,0.916397704,4fc023de45c1498b0d17acac,
13348,0.083602296,0.916397704,4fc0366545c1498b0d1cf8cc,
16802,0.083602296,0.916397704,4fc03c0145c1498b0d1eaed1,
15948,0.083602296,0.916397704,4fc0305445c1498b0d1b435a,
12970,0.083602296,0.916397704,4fc02dac45c1498b0d1a84ac,
16196,0.083602296,0.916397704,4fc038ac45c1498b0d1dacbf,
12560,0.083602296,0.916397704,4fbfe46345c1498b0d05454c,
16441,0.083602296,0.916397704,4fc0237345c1498b0d17905d,
16198,0.083602296,0.916397704,4fc023e045c1498b0d17b179,
16201,0.083602296,0.916397704,4fc0138745c1498b0d12ede2,
16202,0.083602296,0.916397704,4fc0366a45c1498b0d1d0207,
16203,0.083602296,0.916397704,4fc0362d45c1498b0d1ce55c,
12556,0.083602296,0.916397704,4fc024ee45c1498b0d17fb48,
12555,0.083602296,0.916397704,4fc0252e45c1498b0d1813bc,
19275,0.083602296,0.916397704,4fc03ab945c1498b0d1e4b3b,
12554,0.083602296,0.916397704,4fc01c6c45c1498b0d158291,
12553,0.083602296,0.916397704,4fc02e2245c1498b0d1aa58b,
12552,0.083602296,0.916397704,4fc03f6245c1498b0d1fa646,
16442,0.083602296,0.916397704,4fc0211645c1498b0d16de15,
19277,0.083602296,0.916397704,4fbffea645c1498b0d0cd5a5,
12550,0.083602296,0.916397704,4fc00e9645c1498b0d116dbd,
12549,0.083602296,0.916397704,4fc032c545c1498b0d1bfcc8,
12548,0.083602296,0.916397704,4fc0428445c1498b0d207c03,
16439,0.083602296,0.916397704,4fc0437d45c1498b0d20b96a,
16438,0.083602296,0.916397704,4fc021bc45c1498b0d1704c0,
12546,0.083602296,0.916397704,4fc040a445c1498b0d1ff783,
19278,0.083602296,0.916397704,4fc01fd345c1498b0d167ce2,
16435,0.083602296,0.916397704,4fc0017945c1498b0d0d9ebc,
12545,0.083602296,0.916397704,4fc041f145c1498b0d2055c4,
12544,0.083602296,0.916397704,4fc0515145c1498b0d248c31,
19279,0.083602296,0.916397704,4fc00cd345c1498b0d10fbe3,
16209,0.083602296,0.916397704,4fc04eb645c1498b0d23d8cb,
16210,0.083602296,0.916397704,4fc010f245c1498b0d122257,
16204,0.083602296,0.916397704,4fc01dba45c1498b0d15e5c6,
16443,0.083602296,0.916397704,4fc04eb745c1498b0d23d9b4,
19273,0.083602296,0.916397704,4fc04dcb45c1498b0d239eec,
16194,0.083602296,0.916397704,4fc0247d45c1498b0d17d6de,
19254,0.083602296,0.916397704,4fc0345345c1498b0d1c62e6,
12576,0.083602296,0.916397704,4fc03c3a45c1498b0d1ec0e0,
16448,0.083602296,0.916397704,4fc01dba45c1498b0d15e4ef,
19255,0.083602296,0.916397704,4fc03ce445c1498b0d1ef07f,
16182,0.083602296,0.916397704,4fc0283345c1498b0d18ef81,
12575,0.083602296,0.916397704,4fc02a6545c1498b0d198f43,
19258,0.083602296,0.916397704,4fc03ca845c1498b0d1edefd,
16446,0.083602296,0.916397704,4fbffc3845c1498b0d0c20ca,
16183,0.083602296,0.916397704,4fc03c7245c1498b0d1ed10b,
19260,0.083602296,0.916397704,4fc0286f45c1498b0d18fd50,
12571,0.083602296,0.916397704,4fc0155045c1498b0d136e5f,
16445,0.083602296,0.916397704,4fc0428a45c1498b0d208667,
16186,0.083602296,0.916397704,4fc0515445c1498b0d248ffb,
16187,0.083602296,0.916397704,4fc04c9a45c1498b0d23474b,
12569,0.083602296,0.916397704,4fc0446645c1498b0d20f759,
12568,0.083602296,0.916397704,4fc035c345c1498b0d1cc2cb,
16188,0.083602296,0.916397704,4fc046a945c1498b0d21a044,
19265,0.083602296,0.916397704,4fc03d4e45c1498b0d1f140a,
16189,0.083602296,0.916397704,4fc0437b45c1498b0d20b7cb,
19267,0.083602296,0.916397704,4fc0287245c1498b0d190078,
16190,0.083602296,0.916397704,4fc04af445c1498b0d22cc65,
12564,0.083602296,0.916397704,4fc0381c45c1498b0d1d845b,
16191,0.083602296,0.916397704,4fc04dcc45c1498b0d23a0a8,
16192,0.083602296,0.916397704,4fc0415b45c1498b0d2026f7,
16193,0.083602296,0.916397704,4fc0363045c1498b0d1cea29,
19268,0.083602296,0.916397704,4fc0330d45c1498b0d1c005e,
19269,0.083602296,0.916397704,4fc0305245c1498b0d1b3fbd,
12562,0.083602296,0.916397704,4fc03ab945c1498b0d1e4ac1,
19270,0.083602296,0.916397704,4fc0387845c1498b0d1d98b1,
16211,0.083602296,0.916397704,4fc00b7945c1498b0d109a35,
19284,0.083602296,0.916397704,4fc02bf845c1498b0d1a000b,
12541,0.083602296,0.916397704,4fc02fab45c1498b0d1b13e5,
19287,0.083602296,0.916397704,4fc027c745c1498b0d18d8d7,
19303,0.083602296,0.916397704,4fc0095245c1498b0d0ff222,
16425,0.083602296,0.916397704,4fc021c245c1498b0d170f3a,
16227,0.083602296,0.916397704,4fc034fc45c1498b0d1ca2fb,
12517,0.083602296,0.916397704,4fbffd1545c1498b0d0c64a6,
19304,0.083602296,0.916397704,4fc0370a45c1498b0d1d274f,
12515,0.083602296,0.916397704,4fc0358c45c1498b0d1cbea7,
19305,0.083602296,0.916397704,4fc0131a45c1498b0d12cab4,
12514,0.083602296,0.916397704,4fc01d4345c1498b0d15bff0,
12513,0.083602296,0.916397704,4fc0428d45c1498b0d208a74,
19306,0.083602296,0.916397704,4fc01b9445c1498b0d153edb,
16228,0.083602296,0.916397704,4fc0398945c1498b0d1deb9e,
16229,0.083602296,0.916397704,4fc0385245c1498b0d1d96ba,
12512,0.083602296,0.916397704,4fc03bc845c1498b0d1e98df,
16420,0.083602296,0.916397704,4fbfdd0645c1498b0d03573b,
12511,0.083602296,0.916397704,4fc0446645c1498b0d20f742,
16230,0.083602296,0.916397704,4fc024f645c1498b0d180780,
12510,0.083602296,0.916397704,4fc0237345c1498b0d17909c,
12509,0.083602296,0.916397704,4fc0209e45c1498b0d16b933,
19308,0.083602296,0.916397704,4fc028e345c1498b0d191e9f,
12508,0.083602296,0.916397704,4fc01bc945c1498b0d1551fd,
16419,0.083602296,0.916397704,4fc03bc945c1498b0d1e9b2c,
12507,0.083602296,0.916397704,4fc03d4b45c1498b0d1f0fe7,
12506,0.083602296,0.916397704,4fc01dee45c1498b0d15f1f5,
19310,0.083602296,0.916397704,4fc0345445c1498b0d1c64a0,
19311,0.083602296,0.916397704,4fc0478445c1498b0d21d49c,
16418,0.083602296,0.916397704,4fc0252a45c1498b0d180f38,
12504,0.083602296,0.916397704,4fc0257345c1498b0d18288d,
16417,0.083602296,0.916397704,4fc0233b45c1498b0d177ea8,
16416,0.083602296,0.916397704,4fc0398f45c1498b0d1df72b,
12520,0.083602296,0.916397704,4fc02e2445c1498b0d1aa822,
16178,0.083602296,0.916397704,4fc0428645c1498b0d208028,
12521,0.083602296,0.916397704,4fc036d945c1498b0d1d2325,
19300,0.083602296,0.916397704,4fc01b9645c1498b0d15406a,
19290,0.083602296,0.916397704,4fc0211345c1498b0d16d8a1,
16433,0.083602296,0.916397704,4fc021c345c1498b0d171160,
12539,0.083602296,0.916397704,4fbff80a45c1498b0d0ae18a,
16213,0.083602296,0.916397704,4fc04d4d45c1498b0d237785,
19292,0.083602296,0.916397704,4fc039f145c1498b0d1e0b16,
16431,0.083602296,0.916397704,4fc01c3345c1498b0d156f0f,
12537,0.083602296,0.916397704,4fc00be045c1498b0d10b89b,
19293,0.083602296,0.916397704,4fc0437645c1498b0d20b123,
12536,0.083602296,0.916397704,4fc0437745c1498b0d20b1dd,
19294,0.083602296,0.916397704,4fc02f3e45c1498b0d1af386,
16215,0.083602296,0.916397704,4fc03ab245c1498b0d1e3e9c,
16216,0.083602296,0.916397704,4fc017a545c1498b0d14269a,
12534,0.083602296,0.916397704,4fbffcde45c1498b0d0c4f02,
12533,0.083602296,0.916397704,4fc03d8145c1498b0d1f1ba6,
16217,0.083602296,0.916397704,4fc0451245c1498b0d211cd2,
19296,0.083602296,0.916397704,4fc0387c45c1498b0d1da13c,
16430,0.083602296,0.916397704,4fc04d4645c1498b0d23708f,
12532,0.083602296,0.916397704,4fc0366345c1498b0d1cf688,
16220,0.083602296,0.916397704,4fc0098c45c1498b0d100386,
12530,0.083602296,0.916397704,4fc046dc45c1498b0d21ab00,
12529,0.083602296,0.916397704,4fc04d4e45c1498b0d23791f,
12528,0.083602296,0.916397704,4fc0283045c1498b0d18ed0c,
12526,0.083602296,0.916397704,4fc01f2445c1498b0d1649bb,
16221,0.083602296,0.916397704,4fc03c0245c1498b0d1eaf79,
16427,0.083602296,0.916397704,4fc041f245c1498b0d205772,
16222,0.083602296,0.916397704,4fc0244e45c1498b0d17d287,
12523,0.083602296,0.916397704,4fc02f0945c1498b0d1ae62d,
19298,0.083602296,0.916397704,4fc021c245c1498b0d170f78,
19299,0.083602296,0.916397704,4fc024ee45c1498b0d17fb66,
19301,0.083602296,0.916397704,4fbfdebe45c1498b0d03ce86,
16414,0.083602296,0.916397704,4fbfe7b145c1498b0d0634f4,
12578,0.083602296,0.916397704,4fc03fc545c1498b0d1fb98f,
12580,0.083602296,0.916397704,4fc032c545c1498b0d1bfd4d,
16491,0.083602296,0.916397704,4fbff76345c1498b0d0aada7,
16133,0.083602296,0.916397704,4fc03c7345c1498b0d1ed241,
19219,0.083602296,0.916397704,4fc0387f45c1498b0d1da5fb,
16489,0.083602296,0.916397704,4fc03af245c1498b0d1e5c11,
16134,0.083602296,0.916397704,4fc04eb045c1498b0d23cf5b,
12628,0.083602296,0.916397704,4fc0188145c1498b0d1461b0,
16135,0.083602296,0.916397704,4fc01bc645c1498b0d154efa,
16137,0.083602296,0.916397704,4fc0373f45c1498b0d1d41fb,
12625,0.083602296,0.916397704,4fc04dcb45c1498b0d239fb4,
16488,0.083602296,0.916397704,4fc0330e45c1498b0d1c0319,
16138,0.083602296,0.916397704,4fc03cab45c1498b0d1ee1b9,
12623,0.083602296,0.916397704,4fc036a245c1498b0d1d0a07,
19222,0.083602296,0.916397704,4fbfdec045c1498b0d03d0d4,
16130,0.083602296,0.916397704,4fc032c445c1498b0d1bfbdf,
19224,0.083602296,0.916397704,4fc044d545c1498b0d210d66,
19228,0.083602296,0.916397704,4fc01f5d45c1498b0d165a2f,
16139,0.083602296,0.916397704,4fc03c6f45c1498b0d1eccb6,
16486,0.083602296,0.916397704,4fc0198e45c1498b0d14ba13,
16483,0.083602296,0.916397704,4fc0304e45c1498b0d1b3886,
19229,0.083602296,0.916397704,4fc01db045c1498b0d15d998,
12617,0.083602296,0.916397704,4fc045cc45c1498b0d215cbe,
12616,0.083602296,0.916397704,4fc0358d45c1498b0d1cbf5f,
16142,0.083602296,0.916397704,4fc03e8745c1498b0d1f6b8f,
16482,0.083602296,0.916397704,4fc0098c45c1498b0d100359,
12613,0.083602296,0.916397704,4fc0459045c1498b0d214b53,
19230,0.083602296,0.916397704,4fc0409e45c1498b0d1ff3c1,
16480,0.083602296,0.916397704,4fc0511045c1498b0d247796,
12612,0.083602296,0.916397704,4fc04c9945c1498b0d234506,
19225,0.083602296,0.916397704,4fc0095345c1498b0d0ff3c9,
16493,0.083602296,0.916397704,4fc0108e45c1498b0d1204e9,
12632,0.083602296,0.916397704,4fc033f145c1498b0d1c50dd,
12633,0.083602296,0.916397704,4fc032c345c1498b0d1bfa82,
16499,0.083602296,0.916397704,4fc0279345c1498b0d18cc99,
19204,0.083602296,0.916397704,4fc0381e45c1498b0d1d868c,
12648,0.083602296,0.916397704,4fc02f0845c1498b0d1ae487,
19205,0.083602296,0.916397704,4fc03ce445c1498b0d1ef020,
19206,0.083602296,0.916397704,4fc02e5d45c1498b0d1ab5f8,
12646,0.083602296,0.916397704,4fc021c345c1498b0d17116b,
12645,0.083602296,0.916397704,4fc03ce545c1498b0d1ef0f4,
16497,0.083602296,0.916397704,4fc038b245c1498b0d1db74c,
19207,0.083602296,0.916397704,4fc0294845c1498b0d193804,
16496,0.083602296,0.916397704,4fc04eef45c1498b0d23e06a,
16494,0.083602296,0.916397704,4fc03ce445c1498b0d1ef01e,
19208,0.083602296,0.916397704,4fc03f0c45c1498b0d1f8c6d,
12644,0.083602296,0.916397704,4fc0418a45c1498b0d2036f2,
19210,0.083602296,0.916397704,4fc04ef045c1498b0d23e225,
19211,0.083602296,0.916397704,4fc0458945c1498b0d21467a,
19212,0.083602296,0.916397704,4fc0428945c1498b0d2083fe,
12642,0.083602296,0.916397704,4fc0412345c1498b0d201903,
12641,0.083602296,0.916397704,4fc01b9445c1498b0d153e40,
12640,0.083602296,0.916397704,4fc00c5c45c1498b0d10dc66,
19213,0.083602296,0.916397704,4fc02c3245c1498b0d1a123d,
12639,0.083602296,0.916397704,4fc03abc45c1498b0d1e4de3,
12638,0.083602296,0.916397704,4fc03fc945c1498b0d1fc185,
16128,0.083602296,0.916397704,4fc04c9e45c1498b0d234cd9,
12637,0.083602296,0.916397704,4fc0358a45c1498b0d1cbc99,
19215,0.083602296,0.916397704,4fc0446345c1498b0d20f0de,
16129,0.083602296,0.916397704,4fc02f0a45c1498b0d1ae796,
19216,0.083602296,0.916397704,4fc0358f45c1498b0d1cc13c,
19217,0.083602296,0.916397704,4fc01d4545c1498b0d15c462,
12634,0.083602296,0.916397704,4fc0412145c1498b0d20154d,
16146,0.083602296,0.916397704,4fc0237445c1498b0d1790c9,
16479,0.083602296,0.916397704,4fc0345645c1498b0d1c68ec,
12610,0.083602296,0.916397704,4fc0446945c1498b0d20fa62,
12609,0.083602296,0.916397704,4fc029f045c1498b0d196ee4,
12595,0.083602296,0.916397704,4fc041c045c1498b0d2047e0,
12594,0.083602296,0.916397704,4fc023de45c1498b0d17adb6,
16463,0.083602296,0.916397704,4fc0170745c1498b0d13f822,
16462,0.083602296,0.916397704,4fc00f7845c1498b0d11b2f5,
16461,0.083602296,0.916397704,4fbff76445c1498b0d0aafc0,
16168,0.083602296,0.916397704,4fc04e3f45c1498b0d23bc54,
16169,0.083602296,0.916397704,4fc01f9345c1498b0d1668fd,
16459,0.083602296,0.916397704,4fc01f2445c1498b0d164941,
19249,0.083602296,0.916397704,4fc02e2245c1498b0d1aa5e6,
16170,0.083602296,0.916397704,4fc025a545c1498b0d183615,
12590,0.083602296,0.916397704,4fc00e3845c1498b0d1151b6,
19250,0.083602296,0.916397704,4fc03bc545c1498b0d1e92d8,
19251,0.083602296,0.916397704,4fc04ef245c1498b0d23e538,
16171,0.083602296,0.916397704,4fc0149a45c1498b0d133eb4,
16172,0.083602296,0.916397704,4fc038e945c1498b0d1dc739,
16458,0.083602296,0.916397704,4fc043ef45c1498b0d20ce80,
16457,0.083602296,0.916397704,4fc04e3645c1498b0d23b35f,
16456,0.083602296,0.916397704,4fc037e645c1498b0d1d7784,
19252,0.083602296,0.916397704,4fc03c6d45c1498b0d1ec87f,
16455,0.083602296,0.916397704,4fc001fb45c1498b0d0dbdaa,
12586,0.083602296,0.916397704,4fc0437d45c1498b0d20b99f,
16175,0.083602296,0.916397704,4fc03ab845c1498b0d1e491c,
12584,0.083602296,0.916397704,4fc046d745c1498b0d21a191,
16451,0.083602296,0.916397704,4fbfe29f45c1498b0d04c4d4,
12583,0.083602296,0.916397704,4fc04eb945c1498b0d23dd67,
12582,0.083602296,0.916397704,4fc0387f45c1498b0d1da540,
12581,0.083602296,0.916397704,4fc0305245c1498b0d1b40e3,
16176,0.083602296,0.916397704,4fc0331445c1498b0d1c0dfb,
16177,0.083602296,0.916397704,4fc010f145c1498b0d12217a,
16464,0.083602296,0.916397704,4fc0446945c1498b0d20fa55,
12579,0.083602296,0.916397704,4fc04eb145c1498b0d23d07a,
16465,0.083602296,0.916397704,4fc034fa45c1498b0d1c9ee4,
12596,0.083602296,0.916397704,4fc04eb345c1498b0d23d28b,
16148,0.083602296,0.916397704,4fc039fa45c1498b0d1e1a15,
19233,0.083602296,0.916397704,4fc0192245c1498b0d1496bb,
16478,0.083602296,0.916397704,4fc030f945c1498b0d1b742f,
19235,0.083602296,0.916397704,4fc00ed045c1498b0d118143,
19236,0.083602296,0.916397704,4fc04ef445c1498b0d23e98c,
19237,0.083602296,0.916397704,4fc04eb745c1498b0d23dab6,
19238,0.083602296,0.916397704,4fc03a2f45c1498b0d1e2860,
16150,0.083602296,0.916397704,4fc00d8045c1498b0d111b52,
16151,0.083602296,0.916397704,4fc0458e45c1498b0d2149c4,
19239,0.083602296,0.916397704,4fc04ef645c1498b0d23ed1e,
16477,0.083602296,0.916397704,4fc044a545c1498b0d210a7e,
16476,0.083602296,0.916397704,4fc03f9945c1498b0d1fb2b8,
19240,0.083602296,0.916397704,4fc0381e45c1498b0d1d86b5,
16152,0.083602296,0.916397704,4fbfe2dc45c1498b0d04d669,
12605,0.083602296,0.916397704,4fc02f7545c1498b0d1b0613,
12604,0.083602296,0.916397704,4fc021bf45c1498b0d170967,
12603,0.083602296,0.916397704,4fc02cd545c1498b0d1a4089,
16473,0.083602296,0.916397704,4fc0366945c1498b0d1d01a7,
19243,0.083602296,0.916397704,4fc007f745c1498b0d0f8c42,
12601,0.083602296,0.916397704,4fc027c545c1498b0d18d5e4,
19244,0.083602296,0.916397704,4fc0511945c1498b0d248262,
16158,0.083602296,0.916397704,4fc044a645c1498b0d210bbc,
16468,0.083602296,0.916397704,4fc0381d45c1498b0d1d8605,
16467,0.083602296,0.916397704,4fc0209e45c1498b0d16b8b8,
12599,0.083602296,0.916397704,4fc0451d45c1498b0d212b88,
16160,0.083602296,0.916397704,4fc0409d45c1498b0d1ff175,
19246,0.083602296,0.916397704,4fc0264d45c1498b0d186a21,
12597,0.083602296,0.916397704,4fc0101645c1498b0d11df73,
16162,0.083602296,0.916397704,4fc0395445c1498b0d1ddf79,
16164,0.083602296,0.916397704,4fc0384f45c1498b0d1d90b8,
12650,0.083602296,0.916397704,4fc0446645c1498b0d20f6d5,
16236,0.083602296,0.916397704,4fc0377945c1498b0d1d540b,
16412,0.083602296,0.916397704,4fc0244945c1498b0d17c900,
16292,0.083602296,0.916397704,4fc038e945c1498b0d1dc81d,
16295,0.083602296,0.916397704,4fc037ab45c1498b0d1d5a67,
12390,0.083602296,0.916397704,4fc0451d45c1498b0d212b39,
19374,0.083602296,0.916397704,4fc018eb45c1498b0d14870b,
19375,0.083602296,0.916397704,4fc03c0145c1498b0d1eae82,
19376,0.083602296,0.916397704,4fc04eba45c1498b0d23de47,
19377,0.083602296,0.916397704,4fbff13045c1498b0d08dbee,
16369,0.083602296,0.916397704,4fc0305445c1498b0d1b436a,
12385,0.083602296,0.916397704,4fc0358445c1498b0d1cb453,
19380,0.083602296,0.916397704,4fc0395a45c1498b0d1de86e,
12383,0.083602296,0.916397704,4fc01b9545c1498b0d153fd7,
12382,0.083602296,0.916397704,4fc01a7145c1498b0d14fe45,
16368,0.083602296,0.916397704,4fc00c5745c1498b0d10d9a6,
19373,0.083602296,0.916397704,4fc02bf445c1498b0d19fbb8,
19382,0.083602296,0.916397704,4fbfeb0945c1498b0d0721cc,
16367,0.083602296,0.916397704,4fbfee1345c1498b0d080281,
19384,0.083602296,0.916397704,4fbffd1545c1498b0d0c64bb,
12377,0.083602296,0.916397704,4fc0433845c1498b0d20a8ef,
16365,0.083602296,0.916397704,4fc0209e45c1498b0d16b92b,
19385,0.083602296,0.916397704,4fc031d845c1498b0d1bb79c,
16299,0.083602296,0.916397704,4fc02e5f45c1498b0d1ab8a3,
19388,0.083602296,0.916397704,4fc0377545c1498b0d1d4c63,
12329,0.083602296,0.916397704,4fc008dc45c1498b0d0fd065,
12373,0.083602296,0.916397704,4fbfd9c745c1498b0d029099,
16364,0.083602296,0.916397704,4fc040da45c1498b0d1ffe8c,
16300,0.083602296,0.916397704,4fc03c3a45c1498b0d1ec18d,
19390,0.083602296,0.916397704,4fc0308c45c1498b0d1b574a,
19391,0.083602296,0.916397704,4fc01fd445c1498b0d167dc4,
19383,0.083602296,0.916397704,4fc00c8f45c1498b0d10e8e6,
19371,0.083602296,0.916397704,4fbffcde45c1498b0d0c4fa6,
12392,0.083602296,0.916397704,4fc044de45c1498b0d2119ef,
19369,0.083602296,0.916397704,4fc044d645c1498b0d21112a,
16281,0.083602296,0.916397704,4fc027c645c1498b0d18d7e1,
12412,0.083602296,0.916397704,4fbfe09b45c1498b0d0445b2,
16283,0.083602296,0.916397704,4fc0443045c1498b0d20eab8,
12411,0.083602296,0.916397704,4fc01a7245c1498b0d14fea7,
16284,0.083602296,0.916397704,4fc0319e45c1498b0d1ba24e,
12410,0.083602296,0.916397704,4fc0451d45c1498b0d212af8,
19361,0.083602296,0.916397704,4fc00df745c1498b0d113509,
16374,0.083602296,0.916397704,4fc013f445c1498b0d130dff,
19362,0.083602296,0.916397704,4fc0305545c1498b0d1b4508,
12406,0.083602296,0.916397704,4fc034fd45c1498b0d1ca3b2,
16372,0.083602296,0.916397704,4fc039f545c1498b0d1e11a0,
12405,0.083602296,0.916397704,4fc02e2445c1498b0d1aa7f6,
16286,0.083602296,0.916397704,4fc046dd45c1498b0d21ad38,
16287,0.083602296,0.916397704,4fc01a6f45c1498b0d14faef,
19364,0.083602296,0.916397704,4fc025a545c1498b0d18369b,
12403,0.083602296,0.916397704,4fc03a3245c1498b0d1e2c78,
12402,0.083602296,0.916397704,4fc0398945c1498b0d1deae1,
16288,0.083602296,0.916397704,4fc0230b45c1498b0d176eb0,
12401,0.083602296,0.916397704,4fc01fd445c1498b0d167d89,
19366,0.083602296,0.916397704,4fbff54e45c1498b0d0a19ef,
19367,0.083602296,0.916397704,4fbfdee345c1498b0d03d9f3,
12399,0.083602296,0.916397704,4fc0373f45c1498b0d1d415d,
12398,0.083602296,0.916397704,4fc0398c45c1498b0d1df25f,
12397,0.083602296,0.916397704,4fbffc3845c1498b0d0c20e1,
16289,0.083602296,0.916397704,4fc039f445c1498b0d1e10df,
12395,0.083602296,0.916397704,4fc004d345c1498b0d0e976f,
19368,0.083602296,0.916397704,4fc0345945c1498b0d1c6ea4,
16290,0.083602296,0.916397704,4fc03bcb45c1498b0d1e9e7a,
16291,0.083602296,0.916397704,4fc022a645c1498b0d174f64,
16301,0.083602296,0.916397704,4fc028a945c1498b0d190dfe,
16363,0.083602296,0.916397704,4fc0388045c1498b0d1da6c9,
16302,0.083602296,0.916397704,4fc0437e45c1498b0d20ba99,
12370,0.083602296,0.916397704,4fc01cfe45c1498b0d15a6f4,
12347,0.083602296,0.916397704,4fc044d645c1498b0d21111c,
19412,0.083602296,0.916397704,4fc00be645c1498b0d10bb4c,
16316,0.083602296,0.916397704,4fc024f645c1498b0d1807c1,
19413,0.083602296,0.916397704,4fc0206a45c1498b0d16a9e7,
16317,0.083602296,0.916397704,4fc026ba45c1498b0d188897,
16319,0.083602296,0.916397704,4fc04eb145c1498b0d23d074,
12345,0.083602296,0.916397704,4fc01df345c1498b0d15f4ab,
16357,0.083602296,0.916397704,4fc00fad45c1498b0d11bf96,
19414,0.083602296,0.916397704,4fc0387a45c1498b0d1d9d14,
16322,0.083602296,0.916397704,4fc0478545c1498b0d21d5de,
19416,0.083602296,0.916397704,4fc0334d45c1498b0d1c1ee2,
16356,0.083602296,0.916397704,4fc0511b45c1498b0d24849a,
12341,0.083602296,0.916397704,4fc03caa45c1498b0d1ee0b5,
12340,0.083602296,0.916397704,4fc046a745c1498b0d219cf3,
19418,0.083602296,0.916397704,4fbfdd8445c1498b0d037baa,
16325,0.083602296,0.916397704,4fc039c845c1498b0d1e0a3e,
16326,0.083602296,0.916397704,4fbfefa245c1498b0d0877c8,
16355,0.083602296,0.916397704,4fc03ab945c1498b0d1e4b79,
16327,0.083602296,0.916397704,4fc0163945c1498b0d13b5c7,
16354,0.083602296,0.916397704,4fc0458945c1498b0d2145fa,
16353,0.083602296,0.916397704,4fc0458d45c1498b0d2149a1,
16330,0.083602296,0.916397704,4fc039f145c1498b0d1e0af9,
12335,0.083602296,0.916397704,4fc0330d45c1498b0d1c0117,
16331,0.083602296,0.916397704,4fbffdb945c1498b0d0c924a,
19422,0.083602296,0.916397704,4fc0387a45c1498b0d1d9cdb,
16351,0.083602296,0.916397704,4fc0331445c1498b0d1c0e13,
12332,0.083602296,0.916397704,4fc01ccd45c1498b0d1597f5,
16332,0.083602296,0.916397704,4fc01d0645c1498b0d15af8a,
16333,0.083602296,0.916397704,4fc01db945c1498b0d15e461,
12348,0.083602296,0.916397704,4fc04ef245c1498b0d23e5ca,
19360,0.083602296,0.916397704,4fc0374545c1498b0d1d44fd,
19411,0.083602296,0.916397704,4fc044dd45c1498b0d21180c,
16315,0.083602296,0.916397704,4fc0392445c1498b0d1dd8a1,
16360,0.083602296,0.916397704,4fc0261145c1498b0d18542d,
12369,0.083602296,0.916397704,4fc02cd145c1498b0d1a3a47,
12368,0.083602296,0.916397704,4fc0188145c1498b0d1461b4,
16303,0.083602296,0.916397704,4fc03e1f45c1498b0d1f542f,
16305,0.083602296,0.916397704,4fc00f4245c1498b0d11a0df,
16306,0.083602296,0.916397704,4fc0305245c1498b0d1b40d8,
19396,0.083602296,0.916397704,4fc0146545c1498b0d132eca,
16307,0.083602296,0.916397704,4fc0374445c1498b0d1d4323,
12365,0.083602296,0.916397704,4fbfdcc545c1498b0d034731,
12364,0.083602296,0.916397704,4fc039c745c1498b0d1e0860,
12363,0.083602296,0.916397704,4fc00e9645c1498b0d116dad,
19397,0.083602296,0.916397704,4fc03e1e45c1498b0d1f52f2,
16308,0.083602296,0.916397704,4fc03c0045c1498b0d1eada2,
12360,0.083602296,0.916397704,4fc00bdf45c1498b0d10b66f,
