,nyt_id
708,4fc07f4a45c1498b0d322a0d
709,4fc096be45c1498b0d38dbb7
710,4fc0903945c1498b0d36ebac
711,4fc08c4245c1498b0d35c6ab
712,4fc0960e45c1498b0d38aac2
713,4fc096b945c1498b0d38d34f
714,4fc08c4245c1498b0d35c6c4
715,4fc07f4945c1498b0d322720
716,4fc096b945c1498b0d38d34a
717,4fc07ffe45c1498b0d325a64
718,4fc07fff45c1498b0d325b76
719,4fc07fff45c1498b0d325be5
720,4fc07f8545c1498b0d323779
721,4fc0900245c1498b0d36df0d
722,4fc07da145c1498b0d31a598
723,4fc08c4345c1498b0d35c7ae
724,4fc07f8645c1498b0d323909
725,4fc08c4345c1498b0d35c7b4
726,4fc07ea745c1498b0d31fa57
727,4fc0942e45c1498b0d381423
728,4fc0961045c1498b0d38ada1
729,4fc0903d45c1498b0d36ef92
730,4fc0960f45c1498b0d38ace3
731,4fc0aeca45c1498b0d3fd94e
732,4fc0aeca45c1498b0d3fd8a8
733,4fc08afb45c1498b0d35619b
734,4fc08afa45c1498b0d356023
735,4fc092e345c1498b0d37b3f0
736,4fc08af445c1498b0d3557c2
737,4fc0aaf445c1498b0d3eae21
738,4fc0aec145c1498b0d3fcc5f
739,4fc0903445c1498b0d36e6cb
740,4fc0903645c1498b0d36e911
741,4fc07f8445c1498b0d3236b6
742,4fc0819a45c1498b0d32cffb
743,4fc0980745c1498b0d39401d
744,4fc0b0af45c1498b0d40617e
745,4fc0af2845c1498b0d3ff308
746,4fc090f045c1498b0d371f22
747,4fc090f045c1498b0d371f45
748,4fc0b0b745c1498b0d406d8f
749,4fc0980945c1498b0d3943b8
750,4fc07fc645c1498b0d324ac0
751,4fc07f4745c1498b0d32256c
752,4fc08c3d45c1498b0d35bf17
753,4fc0af2345c1498b0d3fecc1
754,4fc07f4645c1498b0d32230f
755,4fc08c3d45c1498b0d35bf41
756,4fc07ffc45c1498b0d325787
757,4fc087e945c1498b0d347aee
758,4fc096f945c1498b0d38ecc8
759,4fc0b6ae45c1498b0d42331c
760,4fc080f045c1498b0d329b1d
761,4fc087e845c1498b0d34796c
762,4fc096ee45c1498b0d38e1c9
763,4fc087e745c1498b0d3478de
764,4fc0b6b045c1498b0d423688
765,4fc0b5a545c1498b0d41e668
766,4fc097a045c1498b0d391d8f
767,4fc080eb45c1498b0d32930e
768,4fc0853e45c1498b0d33c25c
769,4fc0849c45c1498b0d33942d
770,4fc0849c45c1498b0d339455
771,4fc0938a45c1498b0d37e166
772,4fc091c345c1498b0d375603
773,4fc0912545c1498b0d3729e4
774,4fc0912545c1498b0d372ae1
775,4fc0b59f45c1498b0d41de9e
776,4fc0964a45c1498b0d38b698
777,4fc091c545c1498b0d375983
778,4fc0b5a445c1498b0d41e49a
779,4fc0853b45c1498b0d33be59
780,4fc093f445c1498b0d37fcd6
781,4fc0b5a245c1498b0d41e1fc
782,4fc0853945c1498b0d33b9d9
783,4fc09a7b45c1498b0d39f194
784,4fc093f745c1498b0d3800e4
785,4fc0964745c1498b0d38b107
786,4fc0b5a345c1498b0d41e423
787,4fc0828245c1498b0d330ef8
788,4fc0828245c1498b0d330f04
789,4fc080b345c1498b0d328973
790,4fc0849b45c1498b0d339200
791,4fc0b18d45c1498b0d40a50d
792,4fc0938845c1498b0d37ddb2
793,4fc07fc645c1498b0d324bf0
794,4fc0938e45c1498b0d37e718
795,4fc091d145c1498b0d3763a2
796,4fc087ea45c1498b0d347c8a
797,4fc09afa45c1498b0d3a1c25
798,4fc087ec45c1498b0d347e60
799,4fc09afa45c1498b0d3a1c21
800,4fc0853f45c1498b0d33c3fc
801,4fc080f345c1498b0d32a0e4
802,4fc0854045c1498b0d33c6e3
803,4fc087ea45c1498b0d347c76
804,4fc0979d45c1498b0d39181c
805,4fc080f245c1498b0d329eff
806,4fc080b745c1498b0d328fae
807,4fc09a8045c1498b0d39f8bc
808,4fc0854045c1498b0d33c6ad
809,4fc0965045c1498b0d38be92
810,4fc0b5a745c1498b0d41e8f0
811,4fc0894145c1498b0d34dd87
812,4fc0b8e945c1498b0d42ccbb
813,4fc09dff45c1498b0d3ae42c
814,4fc09d4d45c1498b0d3ab46a
815,4fc0b8ed45c1498b0d42d0cf
816,4fc09ccd45c1498b0d3a92e5
817,4fc0894245c1498b0d34df90
818,4fc09dfe45c1498b0d3ae399
819,4fc0b8ec45c1498b0d42cf75
820,4fc0b87e45c1498b0d42b0be
821,4fc088cc45c1498b0d34bef4
822,4fc083f245c1498b0d336656
823,4fc083f045c1498b0d3362f2
824,4fc088c445c1498b0d34b181
825,4fc088ce45c1498b0d34c0ed
826,4fc09ccb45c1498b0d3a9120
827,4fc09cc845c1498b0d3a8e47
828,4fc083f145c1498b0d336425
829,4fc09ab945c1498b0d3a03cd
830,4fc09af545c1498b0d3a1504
831,4fc09a4045c1498b0d39e0f5
832,4fc09af645c1498b0d3a15cd
833,4fc087e745c1498b0d347766
834,4fc0979d45c1498b0d39188b
835,4fc09a3f45c1498b0d39df80
836,4fc081d145c1498b0d32dab0
837,4fc09a3b45c1498b0d39dbff
838,4fc09cc445c1498b0d3a8b04
839,4fc09cc545c1498b0d3a8b93
840,4fc09cc745c1498b0d3a8d05
841,4fc088cc45c1498b0d34bdba
842,4fc09c2145c1498b0d3a6bfe
843,4fc09c1f45c1498b0d3a6a1c
844,4fc09c1c45c1498b0d3a68cf
845,4fc0b87645c1498b0d42a84a
846,4fc0b84045c1498b0d429cdd
847,4fc088ca45c1498b0d34ba94
848,4fc083b345c1498b0d3353c1
849,4fc09c1a45c1498b0d3a67d0
850,4fc088cb45c1498b0d34bc41
851,4fc09c1f45c1498b0d3a6993
852,4fc083b045c1498b0d335059
853,4fc09d4b45c1498b0d3ab27e
854,4fc0889145c1498b0d34a9c5
855,4fc083b545c1498b0d335609
856,4fc0991e45c1498b0d3995e5
857,4fc083b045c1498b0d335052
858,4fc09c1f45c1498b0d3a6951
859,4fc0b83f45c1498b0d429bf2
860,4fc0b83d45c1498b0d429ac6
861,4fc083b045c1498b0d335062
862,4fc083b245c1498b0d33535c
863,4fc088c945c1498b0d34b9d6
864,4fc0824d45c1498b0d33029e
865,4fc0889145c1498b0d34a9dc
866,4fc0b84045c1498b0d429cb9
867,4fc083b045c1498b0d335110
868,4fc0987945c1498b0d396488
869,4fc0882b45c1498b0d349226
870,4fc0987a45c1498b0d396621
871,4fc09a4845c1498b0d39eb12
872,4fc0987645c1498b0d396085
873,4fc0b75a45c1498b0d426a50
874,4fc0825245c1498b0d330519
875,4fc09be645c1498b0d3a5f49
876,4fc09abc45c1498b0d3a071e
877,4fc0889445c1498b0d34afd2
878,4fc0992045c1498b0d3998c3
879,4fc09a3e45c1498b0d39dd77
880,4fc09a4645c1498b0d39e7c2
881,4fc09baa45c1498b0d3a4def
882,4fc081dc45c1498b0d32e51b
883,4fc081d745c1498b0d32e2d6
884,4fc09a4345c1498b0d39e445
885,4fc087ee45c1498b0d3481b4
886,4fc09a4345c1498b0d39e444
887,4fc09a4445c1498b0d39e4e2
888,4fc0987945c1498b0d396535
889,4fc09be345c1498b0d3a5961
890,4fc0824d45c1498b0d33014b
891,4fc09be445c1498b0d3a5afb
892,4fc09cc145c1498b0d3a8870
893,4fc0b87445c1498b0d42a5e7
894,4fc09df745c1498b0d3ade9c
895,4fc09df845c1498b0d3adee3
896,4fc0b87445c1498b0d42a635
897,4fc09d4145c1498b0d3aa9cc
898,4fc0b83845c1498b0d429501
899,4fc0889045c1498b0d34a912
