,nyt_id
129,4fc02fe345c1498b0d1b2257
130,4fc01e2a45c1498b0d160190
131,4fc01e6d45c1498b0d161816
132,4fc0308c45c1498b0d1b5792
133,4fc0308c45c1498b0d1b5782
134,4fc033b945c1498b0d1c4007
135,4fc01e6b45c1498b0d16168d
136,4fc0342545c1498b0d1c5f32
137,4fc0308545c1498b0d1b4b0c
138,4fc0203345c1498b0d169a50
139,4fc033ee45c1498b0d1c4d84
140,4fc0338445c1498b0d1c2d13
141,4fc035cd45c1498b0d1ccfc7
142,4fc0209a45c1498b0d16b00c
143,4fc031a445c1498b0d1ba813
144,4fc030c045c1498b0d1b64d2
145,4fc030c045c1498b0d1b6569
146,4fc0313245c1498b0d1b86ee
147,4fc0321745c1498b0d1bca71
148,4fc0370c45c1498b0d1d2b1b
149,4fc034c445c1498b0d1c8e0f
150,4fc03af245c1498b0d1e5bff
151,4fc0236c45c1498b0d1781ff
152,4fc03abb45c1498b0d1e4cf6
153,4fc023a945c1498b0d17a016
154,4fc031db45c1498b0d1bbc03
155,4fc01fcf45c1498b0d167ac5
156,4fc0233c45c1498b0d177fbf
157,4fc0211645c1498b0d16de38
158,4fc03ab945c1498b0d1e4afa
159,4fc0395945c1498b0d1de70b
160,4fc031e045c1498b0d1bbdaf
161,4fc037b245c1498b0d1d67c6
162,4fc026b545c1498b0d187ecb
163,4fc03b2645c1498b0d1e6603
164,4fc0244945c1498b0d17c8f3
165,4fc0244f45c1498b0d17d401
166,4fc03af345c1498b0d1e5d1b
167,4fc03d8245c1498b0d1f1ec4
168,4fc0244e45c1498b0d17d2b7
169,4fc03db545c1498b0d1f283a
170,4fc0297f45c1498b0d194c81
171,4fc0279345c1498b0d18cc55
172,4fc0415a45c1498b0d202621
173,4fc0412345c1498b0d2017e5
174,4fc0418945c1498b0d2034ff
175,4fc028aa45c1498b0d190f2f
176,4fc03a2d45c1498b0d1e266a
177,4fc03c3945c1498b0d1ebfde
178,4fc0483745c1498b0d22140f
179,4fc0422845c1498b0d20695b
180,4fc044a745c1498b0d210c79
181,4fc02cd645c1498b0d1a430a
182,4fc02cd645c1498b0d1a42ad
183,4fc0458445c1498b0d213d63
184,4fc0458445c1498b0d213d78
185,4fc0428345c1498b0d207a91
186,4fc04d4745c1498b0d237123
187,4fc04d4745c1498b0d237136
188,4fc0458545c1498b0d213e52
189,4fc04d5045c1498b0d237be5
190,4fc043ba45c1498b0d20c7d8
191,4fc04d5045c1498b0d237bc5
192,4fc0442e45c1498b0d20e840
193,4fc0428c45c1498b0d2088d0
194,4fc04dc945c1498b0d239d54
195,4fc04dc945c1498b0d239d8b
196,4fc04dc545c1498b0d23954c
197,4fc04dc945c1498b0d239d49
198,4fc02e2145c1498b0d1aa47f
199,4fc04afa45c1498b0d22d5f3
200,4fc040df45c1498b0d200459
201,4fc03f0c45c1498b0d1f8dae
202,4fc046a745c1498b0d219ceb
203,4fc02d3e45c1498b0d1a62ba
204,4fc02dab45c1498b0d1a8290
205,4fc046a745c1498b0d219d44
206,4fc0483545c1498b0d2211e6
207,4fc03f1045c1498b0d1f929e
208,4fc046a745c1498b0d219d06
209,4fc04cd645c1498b0d235b53
210,4fc04cd745c1498b0d235c28
211,4fc0442e45c1498b0d20e799
212,4fc0442e45c1498b0d20e7c4
213,4fc04c9c45c1498b0d234a66
214,4fc04c9d45c1498b0d234bbd
215,4fc04af945c1498b0d22d552
216,4fc04c9c45c1498b0d2349a6
217,4fc03f9a45c1498b0d1fb30e
218,4fc0442e45c1498b0d20e84a
219,4fc02f0745c1498b0d1ae327
220,4fc04cd645c1498b0d235abd
221,4fc04af945c1498b0d22d4e3
222,4fc02e2345c1498b0d1aa774
223,4fc04afb45c1498b0d22d6dd
224,4fc03f1245c1498b0d1f947e
225,4fc02dac45c1498b0d1a8377
226,4fc040dd45c1498b0d2001c8
227,4fc0305645c1498b0d1b46cd
228,4fc04dcb45c1498b0d239ed2
229,4fc02f0a45c1498b0d1ae751
230,4fc039f145c1498b0d1e0aff
231,4fc039f245c1498b0d1e0c05
232,4fc043ee45c1498b0d20cd2b
233,4fc039f245c1498b0d1e0c68
234,4fc0515845c1498b0d2493eb
235,4fc04eb945c1498b0d23dbde
236,4fc039f845c1498b0d1e17e8
237,4fc04ef745c1498b0d23edd0
238,4fc04eb845c1498b0d23dbb0
239,4fc04eb945c1498b0d23dcac
240,4fc0445f45c1498b0d20ec47
241,4fc0446845c1498b0d20f9d9
242,4fc04e4145c1498b0d23bf40
243,4fc04e4145c1498b0d23bf04
244,4fc0451d45c1498b0d212b5a
245,4fc0446245c1498b0d20ef0a
246,4fc04e4145c1498b0d23bee6
247,4fc04dcb45c1498b0d23a006
248,4fc039fa45c1498b0d1e1a92
249,4fc0515045c1498b0d248a37
250,4fc0515845c1498b0d24945d
251,4fc0428745c1498b0d208182
252,4fc0437b45c1498b0d20b706
253,4fc0515545c1498b0d249061
254,4fc046de45c1498b0d21ae36
255,4fc0437a45c1498b0d20b6fe
256,4fc044db45c1498b0d2113dc
257,4fc044dc45c1498b0d2116fc
258,4fc0451b45c1498b0d212827
259,4fc0478845c1498b0d21dcad
260,4fc04ef445c1498b0d23e999
261,4fc0451a45c1498b0d2127c3
262,4fc039f745c1498b0d1e154e
263,4fc0437a45c1498b0d20b683
264,4fc044dc45c1498b0d2116e0
265,4fc04eb745c1498b0d23daad
266,4fc044dd45c1498b0d2117cb
267,4fc0437b45c1498b0d20b7d7
268,4fc0437b45c1498b0d20b70d
269,4fc0515545c1498b0d249047
270,4fc03a8445c1498b0d1e3bbe
271,4fc051d645c1498b0d24b63e
272,4fc051d445c1498b0d24b459
273,4fc0471745c1498b0d21bd31
274,4fc0474945c1498b0d21c20a
275,4fc0474945c1498b0d21c2eb
276,4fc0474b45c1498b0d21c557
277,4fc05f8945c1498b0d287de5
278,4fc0474b45c1498b0d21c5d0
279,4fc0553c45c1498b0d25a4e4
280,4fc05f9645c1498b0d288c9d
281,4fc0532845c1498b0d250df0
282,4fc0492d45c1498b0d22560f
283,4fc047f845c1498b0d21fcba
284,4fc04a4b45c1498b0d22a10d
285,4fc04a4c45c1498b0d22a28f
286,4fc0528245c1498b0d24e94e
287,4fc0425a45c1498b0d207994
288,4fc0550c45c1498b0d259eb1
289,4fc04d0a45c1498b0d2362df
290,4fc04bb345c1498b0d230947
291,4fc048d945c1498b0d223612
292,4fc048d945c1498b0d223620
293,4fc04a1445c1498b0d228a23
294,4fc057db45c1498b0d265dc2
295,4fc0505d45c1498b0d244373
296,4fc0505d45c1498b0d24441f
297,4fc048db45c1498b0d223977
298,4fc0496345c1498b0d225b16
299,4fc0563f45c1498b0d25f0f4
300,4fc04a8645c1498b0d22b60a
301,4fc04a8345c1498b0d22afe9
302,4fc0496a45c1498b0d226737
303,4fc0496645c1498b0d2261b0
304,4fc048df45c1498b0d22402b
305,4fc0509a45c1498b0d245cf5
306,4fc0487045c1498b0d222183
307,4fc0496745c1498b0d2263a3
308,4fc056ee45c1498b0d26212a
309,4fc0545445c1498b0d2568e1
310,4fc052f645c1498b0d250bea
311,4fc05fcf45c1498b0d289ba6
312,4fc05f9445c1498b0d288adf
313,4fc052f645c1498b0d250c01
314,4fc05ade45c1498b0d273b9f
315,4fc04b7145c1498b0d22f780
316,4fc052f645c1498b0d250bf5
317,4fc0549445c1498b0d257ab8
318,4fc0549645c1498b0d257e10
319,4fc0572945c1498b0d26308e
320,4fc04bf145c1498b0d231a88
321,4fc055c645c1498b0d25cf4a
322,4fc066e745c1498b0d2ab884
323,4fc0545845c1498b0d256ec3
324,4fc04e7a45c1498b0d23cd9d
325,4fc05c3b45c1498b0d27a268
326,4fc066e845c1498b0d2ab9e7
327,4fc053dd45c1498b0d254beb
328,4fc0796145c1498b0d30612b
329,4fc0644e45c1498b0d29f153
330,4fc0644945c1498b0d29ef83
331,4fc058cb45c1498b0d26a93f
332,4fc0624845c1498b0d295d63
333,4fc0648345c1498b0d29ffd2
334,4fc0585645c1498b0d26875e
335,4fc053db45c1498b0d254a13
336,4fc0648445c1498b0d2a0177
337,4fc0648245c1498b0d29ff39
338,4fc0585745c1498b0d2688cc
339,4fc0700a45c1498b0d2d7941
340,4fc0597e45c1498b0d26d6c2
341,4fc0519745c1498b0d24a547
342,4fc0585445c1498b0d2684ef
343,4fc0585445c1498b0d26848a
344,4fc06a8f45c1498b0d2bcc21
345,4fc0613345c1498b0d290826
346,4fc0663e45c1498b0d2a82be
347,4fc07d2445c1498b0d3180a3
348,4fc0660145c1498b0d2a6856
349,4fc0541a45c1498b0d255dbf
350,4fc05d1d45c1498b0d27db46
351,4fc0660145c1498b0d2a6924
352,4fc0660245c1498b0d2a6996
353,4fc059ec45c1498b0d26efbe
354,4fc0660245c1498b0d2a6a65
355,4fc0590645c1498b0d26b588
356,4fc06a8a45c1498b0d2bc558
357,4fc06b2945c1498b0d2bea9c
358,4fc0606045c1498b0d28ccc5
359,4fc059ee45c1498b0d26f2f2
360,4fc0795a45c1498b0d305707
361,4fc0687745c1498b0d2b2173
362,4fc0795b45c1498b0d30588f
363,4fc0687845c1498b0d2b2383
364,4fc0660545c1498b0d2a6e1c
365,4fc05d2145c1498b0d27e1b6
366,4fc0659345c1498b0d2a4d81
367,4fc0597d45c1498b0d26d585
368,4fc07ad345c1498b0d30cdf8
369,4fc0590845c1498b0d26b8f5
370,4fc07ad245c1498b0d30cc36
371,4fc0590845c1498b0d26b8e9
372,4fc06a8e45c1498b0d2bcac5
373,4fc0590645c1498b0d26b61b
374,4fc0605f45c1498b0d28cbe8
375,4fc0664145c1498b0d2a8776
376,4fc05b5345c1498b0d27577e
377,4fc059b245c1498b0d26e587
378,4fc059b245c1498b0d26e593
379,4fc07f0945c1498b0d320bb4
380,4fc06b5a45c1498b0d2bf4b0
381,4fc062e245c1498b0d298d5d
382,4fc05ef045c1498b0d285a0b
383,4fc062dc45c1498b0d29824b
384,4fc05a3445c1498b0d270cfd
385,4fc07ce645c1498b0d316ab9
386,4fc0613b45c1498b0d291009
387,4fc05a2945c1498b0d26fd60
388,4fc05b5745c1498b0d275dcc
389,4fc0627245c1498b0d2962e6
390,4fc07d2245c1498b0d317cc2
391,4fc0627645c1498b0d29695b
392,4fc05a3445c1498b0d270d0c
393,4fc05b5645c1498b0d275cd3
394,4fc05a7145c1498b0d271bee
395,4fc059f745c1498b0d26fba7
396,4fc07ce845c1498b0d316ccb
397,4fc05a2a45c1498b0d26fef1
398,4fc05ee745c1498b0d284f5d
399,4fc07f0a45c1498b0d320d4d
400,4fc06b5b45c1498b0d2bf604
401,4fc05ee845c1498b0d285087
402,4fc05bff45c1498b0d278ba0
403,4fc07f0d45c1498b0d321268
404,4fc05b5545c1498b0d275b57
405,4fc0639945c1498b0d29c2b0
406,4fc062e145c1498b0d298acc
407,4fc05c7345c1498b0d27ad51
408,4fc05eef45c1498b0d285891
409,4fc0679a45c1498b0d2ae464
410,4fc06af545c1498b0d2bda6b
411,4fc07cf045c1498b0d3172fc
412,4fc06af845c1498b0d2bdd8a
413,4fc05a6c45c1498b0d2713e9
414,4fc0679945c1498b0d2ae2d4
415,4fc07f1345c1498b0d321af0
416,4fc05bfc45c1498b0d2786d2
417,4fc05bfc45c1498b0d2786fe
418,4fc0627445c1498b0d29652c
419,4fc05b5245c1498b0d275655
420,4fc07f0c45c1498b0d32101f
421,4fc06b6645c1498b0d2c0253
422,4fc062de45c1498b0d2986eb
423,4fc05c7145c1498b0d27a9f5
424,4fc05f1c45c1498b0d28607f
425,4fc06b5e45c1498b0d2bf968
426,4fc05ef345c1498b0d285c63
427,4fc05ef345c1498b0d285ce1
428,4fc05eeb45c1498b0d28543e
429,4fc082b245c1498b0d331632
430,4fc07f1345c1498b0d321afa
431,4fc06b2845c1498b0d2be983
432,4fc0627545c1498b0d29679a
433,4fc060fc45c1498b0d28efeb
434,4fc065c945c1498b0d2a56a9
435,4fc0639445c1498b0d29bb3b
436,4fc0610245c1498b0d28f9b1
437,4fc084cb45c1498b0d33a30c
438,4fc0691245c1498b0d2b4f80
439,4fc05d9745c1498b0d2804a7
440,4fc06c8b45c1498b0d2c5627
441,4fc05d5a45c1498b0d27f4c1
442,4fc068b145c1498b0d2b3608
443,4fc05f5a45c1498b0d287619
444,4fc06bcf45c1498b0d2c1d2f
445,4fc0635745c1498b0d29a58a
446,4fc0635b45c1498b0d29acb1
447,4fc068b145c1498b0d2b35c5
448,4fc068e645c1498b0d2b458d
449,4fc08a1b45c1498b0d351ab6
450,4fc06e9b45c1498b0d2d018f
451,4fc06c8f45c1498b0d2c5c4e
452,4fc068e745c1498b0d2b483d
453,4fc0676a45c1498b0d2ad80b
454,4fc0676b45c1498b0d2ad8d2
455,4fc06c5f45c1498b0d2c4d24
456,4fc05f5545c1498b0d286ea1
457,4fc05d5c45c1498b0d27f7cf
458,4fc068af45c1498b0d2b31e2
459,4fc0676645c1498b0d2acf60
460,4fc05f5645c1498b0d286ffa
461,4fc05d5645c1498b0d27edfa
462,4fc068e445c1498b0d2b4292
463,4fc082e845c1498b0d331b7a
464,4fc0832545c1498b0d33275a
465,4fc05f5845c1498b0d287229
466,4fc0676d45c1498b0d2adc72
467,4fc05f5845c1498b0d287286
468,4fc06c5d45c1498b0d2c48cc
469,4fc060ff45c1498b0d28f4df
470,4fc05d9245c1498b0d27fd44
471,4fc0691545c1498b0d2b53fc
472,4fc0676745c1498b0d2ad241
473,4fc068eb45c1498b0d2b4d81
474,4fc0691545c1498b0d2b54e1
475,4fc0832a45c1498b0d332c64
476,4fc086f045c1498b0d342e3e
477,4fc0620e45c1498b0d2941d6
478,4fc086fa45c1498b0d343d96
479,4fc071a045c1498b0d2dffbd
480,4fc086f945c1498b0d343cf4
481,4fc05e7945c1498b0d283ad2
482,4fc06d9445c1498b0d2ca669
483,4fc0600545c1498b0d28aec1
484,4fc05ffc45c1498b0d289fde
485,4fc071d545c1498b0d2e138d
486,4fc06c8e45c1498b0d2c5ac5
487,4fc0603045c1498b0d28b954
488,4fc06b9745c1498b0d2c107d
489,4fc0694e45c1498b0d2b622a
490,4fc05e4e45c1498b0d282ffa
491,4fc06a2145c1498b0d2ba372
492,4fc06a2145c1498b0d2ba362
493,4fc05ffd45c1498b0d28a0f1
494,4fc05ffd45c1498b0d28a195
495,4fc085ea45c1498b0d33ecb0
496,4fc06d2d45c1498b0d2c89b5
497,4fc05ffe45c1498b0d28a2ac
498,4fc085b045c1498b0d33ddff
499,4fc061a345c1498b0d292748
500,4fc085b145c1498b0d33dfc5
501,4fc06d2d45c1498b0d2c8a91
502,4fc06a2245c1498b0d2ba5da
503,4fc06fd545c1498b0d2d6ba1
504,4fc061d945c1498b0d2936b1
505,4fc0743345c1498b0d2ed145
506,4fc071fd45c1498b0d2e16ba
507,4fc0671645c1498b0d2ac0b5
508,4fc0667545c1498b0d2a931f
509,4fc06e9845c1498b0d2cfc06
510,4fc065cb45c1498b0d2a590e
511,4fc0709945c1498b0d2da198
512,4fc0719a45c1498b0d2df7e2
513,4fc0632245c1498b0d29a0d7
514,4fc086f545c1498b0d3436ca
515,4fc0873045c1498b0d3446f5
516,4fc06c2d45c1498b0d2c38fc
517,4fc086f445c1498b0d3435c1
518,4fc06c3045c1498b0d2c3d42
519,4fc0631e45c1498b0d299a2c
520,4fc0631e45c1498b0d299ad9
521,4fc0631d45c1498b0d299952
522,4fc06d6745c1498b0d2c9c2e
523,4fc065cc45c1498b0d2a5adc
524,4fc0631a45c1498b0d29957b
525,4fc070cb45c1498b0d2db509
526,4fc0719b45c1498b0d2df8f4
527,4fc070a245c1498b0d2db067
528,4fc0709b45c1498b0d2da487
529,4fc06c3445c1498b0d2c42ff
530,4fc070cc45c1498b0d2db5a4
531,4fc0890245c1498b0d34c343
532,4fc0631c45c1498b0d29977a
533,4fc0872e45c1498b0d34439c
534,4fc06c2e45c1498b0d2c3aff
535,4fc0719c45c1498b0d2dfb70
536,4fc0621245c1498b0d2947cc
537,4fc0872f45c1498b0d34458d
538,4fc06c2f45c1498b0d2c3b9e
539,4fc063fe45c1498b0d29d65f
540,4fc0640545c1498b0d29e002
541,4fc060cb45c1498b0d28e6ba
542,4fc0890445c1498b0d34c5f7
543,4fc08a1d45c1498b0d351d1b
544,4fc0639445c1498b0d29bb93
545,4fc0639245c1498b0d29b8f6
546,4fc070d145c1498b0d2dbe35
547,4fc066aa45c1498b0d2aa05f
548,4fc07d6145c1498b0d318ed3
549,4fc08b9b45c1498b0d358dca
550,4fc0652645c1498b0d2a2b99
551,4fc0756645c1498b0d2f3d9c
552,4fc0698145c1498b0d2b7691
553,4fc06ea645c1498b0d2d0b63
554,4fc0672145c1498b0d2acb12
555,4fc06c0645c1498b0d2c355e
556,4fc06cc845c1498b0d2c74f2
557,4fc06c0445c1498b0d2c3298
558,4fc079c945c1498b0d307f38
559,4fc06c0145c1498b0d2c2dcf
560,4fc0733a45c1498b0d2e85d4
561,4fc07c5345c1498b0d3144d0
562,4fc0843245c1498b0d33758a
563,4fc06f0c45c1498b0d2d2701
564,4fc06f4045c1498b0d2d359b
565,4fc06cff45c1498b0d2c7f1c
566,4fc06cfe45c1498b0d2c7e99
567,4fc0759e45c1498b0d2f4e3d
568,4fc0726945c1498b0d2e4248
569,4fc06e0445c1498b0d2cd0f3
570,4fc0671845c1498b0d2ac2aa
571,4fc0862345c1498b0d340583
572,4fc0776845c1498b0d2fcb29
573,4fc0729f45c1498b0d2e5577
574,4fc08e2645c1498b0d365458
575,4fc06fa145c1498b0d2d5678
576,4fc06fa245c1498b0d2d571a
577,4fc078f245c1498b0d3039d3
578,4fc06f7145c1498b0d2d4576
579,4fc0807445c1498b0d327ca3
580,4fc0740b45c1498b0d2ecd64
581,4fc0812e45c1498b0d32b175
582,4fc0807445c1498b0d327c28
583,4fc078b745c1498b0d30288d
584,4fc0862245c1498b0d34042c
585,4fc0776245c1498b0d2fc2a4
586,4fc093c045c1498b0d37f211
587,4fc07bdb45c1498b0d311cd3
588,4fc0730545c1498b0d2e7245
589,4fc0730a45c1498b0d2e7915
590,4fc0886445c1498b0d349e2e
591,4fc094ca45c1498b0d3842db
592,4fc0934845c1498b0d37cdac
593,4fc07c5145c1498b0d314239
594,4fc0934845c1498b0d37cd6a
595,4fc0934945c1498b0d37cf0d
596,4fc07e7145c1498b0d31e27a
597,4fc0772745c1498b0d2fb4ea
598,4fc0772945c1498b0d2fb6bb
599,4fc086aa45c1498b0d342717
600,4fc07cc045c1498b0d3166c1
601,4fc074d145c1498b0d2f0d3b
602,4fc0995745c1498b0d39a7e0
603,4fc0772545c1498b0d2fb22b
604,4fc07e7145c1498b0d31e174
605,4fc08f4045c1498b0d36a365
606,4fc074d045c1498b0d2f0b24
607,4fc0763545c1498b0d2f758b
608,4fc08f8245c1498b0d36be08
609,4fc077d245c1498b0d2fecc6
610,4fc07e7545c1498b0d31e7ff
611,4fc09ea645c1498b0d3b12cc
612,4fc09ea645c1498b0d3b12a8
613,4fc0877245c1498b0d345e85
614,4fc0816845c1498b0d32c070
615,4fc0763745c1498b0d2f775b
616,4fc092e045c1498b0d37af17
617,4fc092ab45c1498b0d379fa7
618,4fc07c1845c1498b0d31304a
619,4fc07b6e45c1498b0d30fca0
620,4fc07eda45c1498b0d32088f
621,4fc08a5545c1498b0d3532ab
622,4fc08f8245c1498b0d36bd66
623,4fc0799345c1498b0d30714e
624,4fc089ea45c1498b0d351230
625,4fc0865f45c1498b0d341ce7
626,4fc0a67345c1498b0d3d5b7a
627,4fc0865d45c1498b0d341a1f
628,4fc0a67645c1498b0d3d6023
629,4fc07a3a45c1498b0d30a35a
630,4fc07a3545c1498b0d309bc0
631,4fc0907145c1498b0d36f930
632,4fc0927345c1498b0d378dac
633,4fc0aaeb45c1498b0d3ea54f
634,4fc07dd345c1498b0d31b177
635,4fc0a67045c1498b0d3d583b
636,4fc07b3e45c1498b0d30eba7
637,4fc0927545c1498b0d379178
638,4fc08a5145c1498b0d352bf7
639,4fc08a5245c1498b0d352dc5
640,4fc0819a45c1498b0d32cf1d
641,4fc07fb945c1498b0d323d29
642,4fc0980445c1498b0d393cd0
643,4fc090ee45c1498b0d371ce1
644,4fc0b0b345c1498b0d406695
645,4fc08df045c1498b0d364643
646,4fc0980645c1498b0d393f79
647,4fc08deb45c1498b0d363d6e
648,4fc08deb45c1498b0d363dc0
649,4fc0980345c1498b0d393ad1
650,4fc0af2545c1498b0d3feff9
651,4fc08dee45c1498b0d36423f
652,4fc0af2445c1498b0d3fed87
653,4fc07f4245c1498b0d3221d1
654,4fc0af2445c1498b0d3fedb1
655,4fc08df045c1498b0d36465c
656,4fc08dee45c1498b0d36424e
657,4fc08def45c1498b0d364507
658,4fc07fc245c1498b0d3245a9
659,4fc08df045c1498b0d3645e1
660,4fc090ec45c1498b0d3719ea
661,4fc08ffb45c1498b0d36d6cb
662,4fc08c3d45c1498b0d35be74
663,4fc07d9845c1498b0d319dc8
664,4fc08ffc45c1498b0d36d7f5
665,4fc08af645c1498b0d3559e4
666,4fc07f7e45c1498b0d323206
667,4fc0942945c1498b0d380e03
668,4fc07f7d45c1498b0d32313f
669,4fc0942a45c1498b0d380f68
670,4fc07f7b45c1498b0d322d7f
671,4fc07f7f45c1498b0d323274
672,4fc0942a45c1498b0d380f38
673,4fc07f8345c1498b0d32351a
674,4fc08ff845c1498b0d36d45c
675,4fc08ff945c1498b0d36d4c6
676,4fc07f7d45c1498b0d32310e
677,4fc0aec345c1498b0d3fcee2
678,4fc08af545c1498b0d3558b8
679,4fc08ffb45c1498b0d36d697
680,4fc0827f45c1498b0d330c0a
681,4fc0942945c1498b0d380de2
682,4fc08af545c1498b0d3558b1
683,4fc07f7b45c1498b0d322ddf
684,4fc07f8345c1498b0d32351e
685,4fc07d9845c1498b0d319d14
686,4fc08af645c1498b0d355a24
687,4fc07f7b45c1498b0d322de2
688,4fc0aec245c1498b0d3fcd8e
689,4fc07f8245c1498b0d32332a
690,4fc0942745c1498b0d38099b
691,4fc08af745c1498b0d355bb1
692,4fc08ffe45c1498b0d36da26
693,4fc07d9b45c1498b0d31a210
694,4fc07d9645c1498b0d3199b5
695,4fc0aaf045c1498b0d3eaa21
696,4fc08af845c1498b0d355df0
697,4fc07ea345c1498b0d31f3c3
698,4fc07ea345c1498b0d31f419
699,4fc07d9a45c1498b0d31a0bc
700,4fc08af745c1498b0d355c6e
701,4fc07d9a45c1498b0d31a1a0
702,4fc07dd845c1498b0d31b891
703,4fc08df445c1498b0d364d2b
704,4fc096be45c1498b0d38dbb8
705,4fc081a345c1498b0d32d4ce
706,4fc08df245c1498b0d364937
707,4fc0960e45c1498b0d38aabd
