,word,coefficient,odds
6406,british,-0.142940607245,0.866805549336
8071,showing,-0.142322905266,0.867341142241
17707,check,-0.142098223191,0.867536040143
16882,pacific,-0.142003953178,0.867617826632
17578,effect,-0.141793031044,0.867800845736
5630,kept,-0.141637540654,0.867935790919
2075,rest,-0.141625842164,0.867945944516
2972,golf,-0.141524433494,0.868033966223
909,campaign,-0.141509886863,0.868046593284
9976,features,-0.141500838663,0.868054447579
3669,index,-0.141365499941,0.868171936909
6658,notice,-0.141349661187,0.86818568778
4095,ingenious,-0.141252342447,0.868270182628
4174,fact,-0.141031999487,0.86846152093
13520,obvious,-0.140868804963,0.86860326066
11817,practical,-0.140632844248,0.868808241089
966,crown,-0.140349323169,0.869054601462
12242,numbers,-0.140238782258,0.869150672858
9873,peoples,-0.140112156736,0.869260736484
252,machine,-0.140100420096,0.869270938745
2101,aspects,-0.139918571174,0.869429029101
10684,generally,-0.139613540357,0.8696942722
17093,included,-0.139372256371,0.869904140819
12271,december,-0.138823010189,0.870382063584
3689,led,-0.138643841885,0.870538022433
13864,turn,-0.138501702891,0.870661768626
9806,attempt,-0.13849818043,0.870664835504
11520,slain,-0.137683928955,0.871374064336
7243,edited,-0.137442851072,0.871584158675
9735,fighting,-0.137173163717,0.871819245599
17169,egyptian,-0.137169521374,0.871822421069
2435,large,-0.136333164315,0.872551880908
17326,hoffman,-0.135965621111,0.872872640365
9174,northwest,-0.135669607645,0.873131060666
17939,reasons,-0.135605413905,0.873187112014
18822,articles,-0.135548940207,0.873236425511
12789,point,-0.135180228022,0.873558457787
10389,colonies,-0.134662491966,0.874010847596
8635,holland,-0.134560832595,0.874099703506
7602,visions,-0.134537241121,0.87412032505
4838,settlement,-0.134177123992,0.874435167438
9883,meat,-0.133937639007,0.874644606609
8443,northern,-0.133904547555,0.874673550347
8297,practically,-0.133896062437,0.874680972087
10356,ix,-0.133811280734,0.874755132173
10636,fort,-0.133578173507,0.874959067685
15300,arabic,-0.13336459876,0.875145956804
4575,gained,-0.133282021177,0.875218227225
19082,chapters,-0.133184427194,0.875303647426
4917,indiana,-0.13311694666,0.875362715377
2760,really,-0.132817086906,0.875625240784
14598,physician,-0.13247873116,0.875921563744
19591,support,-0.132130196708,0.876226905794
8984,evolution,-0.13202220787,0.876321533629
14194,partner,-0.131975648433,0.876362335615
7647,kindly,-0.131537735185,0.876746190334
8681,ills,-0.131234961537,0.877011686167
7806,x,-0.13105027337,0.877173674806
3619,account,-0.130608257931,0.877561484816
15673,civil,-0.130471106618,0.877681851779
1759,average,-0.130169448418,0.877946651645
7996,used,-0.130118168847,0.877991673527
5124,reached,-0.130041734849,0.878058784505
4356,louisiana,-0.129726882147,0.878335287212
3283,unto,-0.129707409835,0.878352390598
15368,comprehension,-0.129502650573,0.878532259799
12502,fiction,-0.129149576695,0.878842501357
799,administrative,-0.12904581294,0.878933698086
18695,scotch,-0.129039476948,0.878939267021
5882,evidence,-0.128744519068,0.879198555322
15832,remarkable,-0.128681239124,0.879254192717
18921,plainly,-0.128388557428,0.879511571988
4036,montaigne,-0.128247902424,0.879635288393
1294,egypt,-0.128186567962,0.879689242005
17221,invention,-0.127996574204,0.879856393348
5314,phase,-0.127649358714,0.88016194616
10591,doctrine,-0.127521547572,0.880274447853
11966,remote,-0.127384241277,0.880395323374
8653,hands,-0.127236180579,0.880525684971
15168,commanding,-0.127199843796,0.880557681023
16171,lonely,-0.12698873698,0.880743592374
2420,labor,-0.126953478554,0.880774646554
1923,strategy,-0.126907499437,0.880815144726
18630,parliament,-0.126861681912,0.88085550242
14700,auction,-0.126669414277,0.881024878706
11257,browning,-0.126244545807,0.881399277929
3873,produced,-0.126188261653,0.881448888137
2045,mohawk,-0.125824009854,0.881770015963
11174,california,-0.12580723003,0.881784812032
16641,poe,-0.125643017806,0.881929623768
1703,argument,-0.12560153532,0.881966209159
7652,grey,-0.125556035161,0.882006339675
224,household,-0.125534216005,0.882025584519
16990,christianity,-0.125487764383,0.882066556989
4579,puts,-0.125441253542,0.882107583601
1278,view,-0.125234523564,0.882289960533
4276,problems,-0.125205179978,0.882315850465
1401,believed,-0.125192659737,0.882326897341
16766,cross,-0.125189317318,0.882329846452
5299,explanation,-0.125033397198,0.882467430153
4442,command,-0.124978298381,0.882516054404
9336,journal,-0.124877245337,0.882605239844
478,master,-0.124672521319,0.882785948832
14937,plates,-0.124537780084,0.882904904515
1615,training,-0.124460275109,0.882973336689
14473,wise,-0.123827213813,0.883532489904
6672,tennyson,-0.123679342964,0.883663148264
14241,exceedingly,-0.123675981343,0.88366611881
1744,knew,-0.123621255541,0.88371447947
17094,complications,-0.123449295183,0.883866456395
4955,era,-0.123248552681,0.884043903769
17872,spirited,-0.123143326331,0.884136933376
19194,crude,-0.123045223447,0.884223674014
10075,biographies,-0.122998451542,0.884265031807
14338,ideals,-0.122278245038,0.884902114622
14668,causes,-0.122265358528,0.884913517996
1125,exist,-0.12196763066,0.885177020635
10698,delivered,-0.121959134273,0.885184541473
1514,suspicion,-0.121928944909,0.885211265035
8119,savage,-0.121928619369,0.885211553207
15046,relations,-0.121781947811,0.885341398086
2482,mad,-0.121762101408,0.885358969103
13655,ly,-0.121548788562,0.885547847689
7238,learned,-0.121439846987,0.885644325921
4361,adopted,-0.121068778044,0.885973022006
104,admiral,-0.12060255341,0.886386180759
16158,maps,-0.120472119913,0.886501802748
16838,easily,-0.120207998846,0.886735977474
1074,selection,-0.120178105678,0.886762485218
959,right,-0.120048510568,0.886877412747
14925,iowa,-0.119978302855,0.886939680567
2300,ab,-0.11970617946,0.887181070446
2466,clock,-0.11963464151,0.887244539832
14448,buy,-0.119519463051,0.887346737176
12944,county,-0.119335056895,0.887510384465
5417,secretary,-0.11920184243,0.887628621561
12373,mystery,-0.119186720993,0.887642043884
17982,ghost,-0.119183066,0.887645288215
8783,bears,-0.11899117294,0.887815637529
5558,voice,-0.11896211246,0.887841438252
12258,j,-0.118922039512,0.887877017389
14582,striking,-0.118824269252,0.8879638296
7518,travels,-0.118674783662,0.888096577318
1417,allowed,-0.118502485545,0.88824960787
91,federal,-0.118250988756,0.888473027888
10559,burr,-0.118218266754,0.888502100979
5322,burlesque,-0.118199077587,0.888519150758
11979,psychic,-0.118151858326,0.888561106966
12578,murder,-0.118101260928,0.888606066984
3690,drill,-0.118009147369,0.888687923421
7705,systems,-0.11788786438,0.888795712685
17619,brave,-0.117730169784,0.888935882017
5983,terror,-0.117520414481,0.889122360589
7673,emperors,-0.117447574134,0.88918712693
10869,canadian,-0.117405721551,0.889224342487
11295,place,-0.117394944876,0.88923392542
816,played,-0.117332757384,0.889289226367
8129,civilization,-0.117297862775,0.889320258308
2438,sane,-0.117248857781,0.88936384051
12857,talking,-0.117119733794,0.88947868613
5312,germany,-0.116671312261,0.889877636968
15732,portions,-0.116351539458,0.890162241136
9303,village,-0.11632568599,0.890185255215
6250,displayed,-0.116285770629,0.89022078799
1666,labors,-0.116209754656,0.890288461561
13994,romantic,-0.116199385794,0.890297692887
2345,tiger,-0.115660461095,0.890777625615
6092,trial,-0.115563800679,0.890863732713
1330,marvelous,-0.115544046727,0.890881330966
17170,far,-0.115536726829,0.89088785215
7020,low,-0.115347854882,0.891056131765
97,contributed,-0.115326757879,0.891074930577
7912,territory,-0.115274076853,0.891121874555
15494,greatest,-0.115266488116,0.89112863707
14613,encounter,-0.114979926426,0.891384036991
15946,lotto,-0.11456134065,0.891757235772
10372,ia,-0.114557409612,0.89176074131
3553,ago,-0.114336424404,0.891957829019
11496,trades,-0.114308967346,0.891982319893
11435,seas,-0.114299922145,0.891990388089
2835,guest,-0.114237588131,0.892045991164
12657,giant,-0.114172244662,0.892104282447
3749,bush,-0.113877438476,0.892367319079
11937,field,-0.113770332934,0.892462901683
6969,throw,-0.113721931914,0.892506098843
2440,small,-0.113563773975,0.892647266932
12054,independence,-0.113007957006,0.893143553339
681,result,-0.112935455342,0.89320831008
11091,texas,-0.112818565654,0.893312723023
11490,dates,-0.112783941763,0.893343653521
13828,treatise,-0.112775828167,0.89335090178
12776,foreign,-0.112744677965,0.893378730274
8769,congo,-0.112694271308,0.893423763645
14735,actions,-0.112490188116,0.893606115025
5902,reality,-0.11227588919,0.893797634376
10209,reference,-0.112274667571,0.893798726257
6872,treatment,-0.112219246908,0.893848262547
3466,slums,-0.11203441152,0.894013492608
8488,remains,-0.111962714582,0.894077592936
3912,genuine,-0.111936222933,0.89410127884
18797,giotto,-0.111658131595,0.894349955236
1356,scope,-0.111225767386,0.894736723753
14109,manhood,-0.111208768918,0.894751933036
4846,reconstruction,-0.111201530144,0.894758409967
215,example,-0.111073745374,0.89487275377
11011,map,-0.111004601295,0.894934631062
9617,puritans,-0.110922785938,0.895007853453
18628,possession,-0.110658562697,0.895244366574
670,fair,-0.11064881466,0.895253093491
8937,partners,-0.110630966986,0.895269071819
1934,boat,-0.110624606189,0.895274766462
2156,biographer,-0.110614092275,0.895284179353
3801,pieces,-0.110594176627,0.895302009696
7304,earliest,-0.110475438561,0.895408322436
14263,books,-0.1104690187,0.895414070852
2834,fuller,-0.110427952475,0.895450842882
4847,toll,-0.110135785913,0.895712501899
5038,office,-0.11011625505,0.895729996108
9283,lost,-0.109490242798,0.896290909611
12429,pigeon,-0.10946159743,0.896316584562
18596,vols,-0.109097909378,0.896642623479
7434,held,-0.108571892975,0.897114396276
16393,measure,-0.108392664936,0.89727519874
6715,classic,-0.108291553342,0.897365928252
4951,theories,-0.108278389743,0.897377740894
15609,rhine,-0.108261724889,0.897392695688
17048,britain,-0.108180808377,0.897465312513
6557,professional,-0.108171565676,0.897473607555
2330,contemporaries,-0.108084061228,0.897552143924
7683,lie,-0.108079388001,0.897556338399
8148,plots,-0.108006652878,0.897621624643
15111,classes,-0.107909767192,0.897708595544
10865,box,-0.107782431064,0.897822913558
2836,introduction,-0.107461088612,0.898111468534
12554,seen,-0.107450728276,0.89812077332
3792,bent,-0.107431971821,0.89813761904
6607,manuscripts,-0.107408413881,0.89815877756
3775,animals,-0.107142778296,0.898397392184
12200,gold,-0.106859054576,0.898652324998
13538,sought,-0.106717405294,0.89877962747
7889,lake,-0.106591378102,0.898892905281
9227,sources,-0.106559839864,0.898921255226
1313,accomplished,-0.106505095604,0.898970467352
6514,veteran,-0.106489029584,0.898984910345
2358,original,-0.106352061701,0.899108050838
14018,exists,-0.106161340563,0.899279546103
6980,boldly,-0.106147289011,0.899292182464
1474,wolves,-0.106055829759,0.899374434817
9171,report,-0.106010711151,0.899415014254
11044,jail,-0.105863860087,0.899547104004
19247,table,-0.105854147702,0.899555840795
5964,battle,-0.105658415194,0.899731930348
6830,constitutional,-0.105437115517,0.899931062767
10833,troops,-0.105232492606,0.900115228123
17140,decisions,-0.105210394272,0.900135119389
16382,outcome,-0.105143870087,0.900195002136
4924,higher,-0.105072124267,0.900259589681
2365,caused,-0.104847348352,0.900461969099
2199,frenchman,-0.104675739543,0.900616509565
9159,lambs,-0.104539463092,0.90073925075
14506,proceeds,-0.104408327786,0.900857377212
7607,horse,-0.104317999786,0.900938753532
18696,moods,-0.104246053021,0.901003575493
12869,dryad,-0.104115298803,0.901121393214
4974,antislavery,-0.1039505559,0.901269858796
15198,saga,-0.10374338957,0.901456590908
8895,sb,-0.103637345966,0.901552189682
229,currency,-0.103401249008,0.90176506854
17786,believe,-0.103263620564,0.901889185604
15010,evil,-0.10289490119,0.902221790935
15002,arizona,-0.102625302706,0.902465061354
10197,intervals,-0.102599540434,0.902488311204
16571,review,-0.102537266831,0.902544514152
4712,details,-0.102461093405,0.902613266679
3950,thirteen,-0.102441861145,0.902630626139
10230,shaved,-0.102425439645,0.902645448809
3226,rat,-0.102409017182,0.902660272593
17087,includes,-0.102397039653,0.902671084297
11590,endowed,-0.10224512513,0.90280822356
8657,masters,-0.102181127459,0.902866003033
1608,poems,-0.102135303374,0.902907376989
6211,armies,-0.1020256029,0.903006431789
8475,wis,-0.101900404897,0.903119493469
6344,year,-0.101810617721,0.903200585658
2699,wagner,-0.10167631173,0.903321899054
10767,petersburg,-0.101604901247,0.903386408011
1772,laws,-0.101373240137,0.903595711752
18708,courtships,-0.101292637734,0.903668546673
16526,regarding,-0.101280965131,0.903679094899
4600,alliance,-0.101248987026,0.903707993306
7949,fleet,-0.101165699019,0.903783264477
19114,local,-0.101161014139,0.903787498604
12553,largely,-0.101115986827,0.903828194641
11438,eighteenth,-0.100931155605,0.903995265751
6821,tradition,-0.10085899846,0.904060497822
10875,bow,-0.100817075691,0.904098399335
19314,supply,-0.100767411879,0.904143301423
14033,phases,-0.100736628451,0.904171134482
5583,soldier,-0.100685535547,0.904217332391
5045,jews,-0.100599004126,0.904295578988
1649,affords,-0.100590771487,0.904303023757
14574,feeding,-0.100543696462,0.904345594846
10999,sunday,-0.10051891234,0.904368008535
6555,slaves,-0.100488476411,0.904395534235
9197,destruction,-0.100463604576,0.904418028491
16363,editions,-0.100333705705,0.904535519003
14513,cases,-0.100277613605,0.904586257723
5487,col,-0.100232396022,0.904627161852
147,ground,-0.100134915109,0.904715350032
13969,inferior,-0.100087809554,0.904757968154
15119,quebec,-0.0997083486107,0.905101353613
4947,work,-0.0994516725053,0.905333701321
11441,doings,-0.0994383416654,0.90534577026
1436,undertook,-0.0993531204794,0.905422928188
4020,manuscript,-0.0992892474355,0.905480762153
4408,hubbard,-0.099170698627,0.905588112182
5042,missionary,-0.0991371373053,0.905618505426
4073,steel,-0.0988146338906,0.905910617587
11903,manchuria,-0.0987960946914,0.9059274126
7025,assumes,-0.0987746521382,0.905946838205
9446,piece,-0.0987250276279,0.905991796489
3433,ministers,-0.0985590501853,0.906142183171
19400,wordsworth,-0.0985526926354,0.906147944033
10457,candidate,-0.0984854967834,0.906208835462
5336,fitted,-0.0984612446604,0.906230813217
3227,shorter,-0.0984485384221,0.906242328074
2273,buying,-0.0984222359607,0.906266164792
6417,blind,-0.0983954943274,0.906290400153
18817,republican,-0.0983416602188,0.906339190802
16505,gettysburg,-0.0982874724299,0.90638830465
10313,basin,-0.0980487504125,0.906604705323
4574,stage,-0.0980223453021,0.906628644637
9425,courts,-0.0980010733059,0.906647930643
7251,lack,-0.097870854822,0.906766000649
15921,port,-0.0978013630826,0.906829015585
1169,persecution,-0.0977700004432,0.906857456583
6118,market,-0.0976368205374,0.906978239816
3240,tower,-0.0976262429163,0.906987833539
9812,think,-0.0975473945221,0.907059350893
7303,conventional,-0.0973890314982,0.907203006929
833,irishman,-0.0972754166245,0.907306084539
13303,furnished,-0.0971608104971,0.907410073335
7603,maple,-0.0969938410745,0.90756159572
14519,natives,-0.0969844898821,0.907570082543
5714,poets,-0.0969839230365,0.907570596995
18904,latest,-0.0969527445523,0.907598894112
10240,bridge,-0.0969203747347,0.907628273398
5893,physical,-0.096820633704,0.907718805692
12152,africa,-0.0967270469222,0.907803760149
6301,discuss,-0.096590014336,0.90792816737
952,follows,-0.0965753410455,0.907941489762
1967,thousand,-0.0965579005616,0.907957324839
9279,loss,-0.0964077429053,0.908093671819
6148,clue,-0.096271303403,0.908217580121
10021,somewhat,-0.0962368639397,0.908248859185
8583,thames,-0.0962180068406,0.908265986285
8272,draw,-0.0961050733688,0.908368565709
11834,whites,-0.0960853694353,0.908386464319
17167,citizen,-0.09606133682,0.908408295484
18447,issues,-0.0958753303671,0.908577281004
274,italy,-0.0958571879456,0.908593764946
14332,classical,-0.0957997452212,0.908645958546
19485,church,-0.0957300052971,0.908709329656
13154,forward,-0.0957227415105,0.908715930351
5338,decidedly,-0.0956614791456,0.908771602143
12878,cents,-0.0956107877143,0.908817670244
19623,carried,-0.0955848940799,0.908841203141
7750,rhymers,-0.0953872032645,0.90902089046
17767,thorough,-0.0952477768322,0.909147640836
18054,bacons,-0.0951625921856,0.909225089555
13951,continually,-0.0950461780767,0.909330942345
1370,apparent,-0.0949935192999,0.909378827861
8910,construction,-0.094948490443,0.909419777072
9455,universal,-0.0949288551519,0.909437633969
2754,finish,-0.0948663923216,0.909494441792
14517,better,-0.0948296653292,0.909527845401
2714,entire,-0.0946862158892,0.909658326019
2529,regiment,-0.0945352324332,0.909795679746
6058,principal,-0.0944129096074,0.909906975331
3890,degrees,-0.0942945077404,0.910014716394
6638,sport,-0.0942849741318,0.91002339216
470,service,-0.0942447298362,0.910060016147
12308,infant,-0.0942043936894,0.910096725202
10061,mind,-0.0941886174897,0.910111083183
19257,hunters,-0.0941497916627,0.910146419684
842,fatal,-0.094143018997,0.910152583822
1798,going,-0.0940743365744,0.910215097453
4477,arrest,-0.0940630467807,0.910225373652
10383,parish,-0.0938934694232,0.910379740354
10040,matter,-0.0936927970157,0.91056244678
2219,burning,-0.0936820397956,0.910572241953
3182,towns,-0.0936197557468,0.910628957845
15065,heights,-0.0935472930459,0.91069494687
18310,sections,-0.0935189700364,0.910720740857
10957,reviews,-0.0934482362031,0.910785161904
7167,commission,-0.0933544284495,0.910870604622
11397,patriot,-0.0932307132704,0.910983300113
8998,contain,-0.0930964825555,0.91110559026
6738,constantinople,-0.0930633280831,0.911135797986
7769,central,-0.0930036089653,0.911190211836
6422,omitted,-0.0929978447208,0.911195464175
2995,writes,-0.0928431186926,0.911336460737
6267,curly,-0.0926247265516,0.911535511193
16404,amateur,-0.0925783979411,0.911577742345
6334,cairo,-0.092571072379,0.911584420189
9427,ha,-0.0924450502656,0.911699307223
16673,minister,-0.0922406447629,0.911885682625
16394,reader,-0.0921689924164,0.911951023715
5296,pilgrimage,-0.0921662142219,0.911953557296
6427,omission,-0.0921555072648,0.911963321596
8450,recently,-0.0921518900731,0.911966620348
19521,leader,-0.0920369262607,0.912071469534
16045,thousands,-0.0920283110532,0.912079327253
5533,concerning,-0.0919221645825,0.912176146393
4695,walters,-0.0917980239179,0.912289391575
10191,fields,-0.0917876117853,0.912298890503
4610,roads,-0.0917015160408,0.912377438936
16265,skillfully,-0.0916344516049,0.912438629066
18094,anybody,-0.0915861263172,0.912482723991
8933,careful,-0.091574253459,0.912493557833
515,tree,-0.0915410597039,0.912523847424
19640,lieut,-0.0914865778107,0.912573564805
8979,argues,-0.0914572262943,0.912600350616
5270,return,-0.0913575142699,0.912691352381
12421,deals,-0.0912748981311,0.912766758532
18862,mew,-0.0912480762999,0.912791240936
15221,supremacy,-0.0912476270995,0.912791650962
18152,constitutions,-0.0912256746976,0.912811689151
13059,scale,-0.0909910415139,0.913025890192
9264,devised,-0.0909830433339,0.913033192767
14157,survey,-0.0907954300849,0.913204505961
8925,sent,-0.0907505940477,0.91324545135
8779,bull,-0.0906910878897,0.913299796695
15481,keats,-0.0906346979484,0.913351299069
16563,fails,-0.0905648412663,0.913415104989
3854,element,-0.0904987069342,0.913475515084
3008,begins,-0.0903297836789,0.913629835376
7410,read,-0.0903096809998,0.913648201968
1747,knee,-0.0901468154181,0.913797015931
6565,fifty,-0.090116555354,0.913824667906
1727,jewish,-0.0899449447501,0.913981503366
12855,fur,-0.0898454246462,0.914072467427
13989,arranged,-0.0896388779012,0.914261285619
9755,climax,-0.0895074149583,0.914381484999
8727,completely,-0.0893939483772,0.914485242626
9717,wars,-0.0892422739338,0.914623957186
9782,aboard,-0.0891596988775,0.914699485429
173,mystic,-0.0891441722478,0.914713687739
5486,com,-0.0890613094709,0.914789486596
6907,superfluous,-0.0890514355234,0.914798519224
8644,pure,-0.0889517783072,0.91488969004
1008,tribes,-0.0888794114915,0.91495590009
1275,remembered,-0.08881013851,0.915019284008
2271,mice,-0.0887865021783,0.915040911963
