,word,coefficient
5523,admits,-0.135421384566
9927,lincoln,-0.135250179738
10942,juliet,-0.134332513203
13421,sold,-0.134303246807
5381,order,-0.134208928634
13137,december,-0.134113164702
18037,pacific,-0.133685567465
20763,aims,-0.133529180673
4837,wholly,-0.13338518277
12279,campaign,-0.133360015158
17974,interested,-0.13315831327
263,machine,-0.13299440122
20128,articles,-0.132881621303
18938,check,-0.132612954589
16734,civil,-0.132318379119
10426,fighting,-0.132094949984
13103,numbers,-0.13173488397
3473,amy,-0.131567242652
18265,included,-0.131457146237
18518,hoffman,-0.131435924811
4374,ingenious,-0.131424768221
15977,january,-0.131313958445
7127,notice,-0.131244338667
16337,arabic,-0.130992879311
8510,florida,-0.130776118888
5569,carlyle,-0.130557001208
17399,turn,-0.130401391426
20413,chapters,-0.130336987738
8875,practically,-0.130242041554
16507,administrative,-0.130232592005
14456,obvious,-0.130229678112
6014,kept,-0.13008771852
8215,karl,-0.1299012779
17281,lonely,-0.12985186668
11437,generally,-0.129493354956
12108,edited,-0.129476813186
4058,high,-0.129202113719
2251,aspects,-0.129144810646
740,holland,-0.129006861358
5259,indiana,-0.128884492059
9693,career,-0.128846209576
12334,slain,-0.128732584871
2610,large,-0.128546408631
7110,zola,-0.128398401292
9814,northwest,-0.128238697584
18345,egyptian,-0.12814906605
4311,montaigne,-0.128139033737
726,result,-0.127859168879
17224,j,-0.127784960354
10681,features,-0.127418365686
15941,plates,-0.127415812509
7382,critic,-0.127025884145
1381,egypt,-0.126693633624
9606,evolution,-0.126654719321
8179,kindly,-0.126443643834
10498,attempt,-0.126351446429
2595,labor,-0.126105554226
11121,colonies,-0.126041167023
4891,gained,-0.125910930435
1032,crown,-0.125642548752
5114,edward,-0.125628447564
9254,hands,-0.125495158172
4653,louisiana,-0.124927062122
10570,peoples,-0.12484199311
2056,strategy,-0.124826287209
8132,visions,-0.12422415068
7064,samuel,-0.124059376526
5718,lewis,-0.123997971677
17775,poe,-0.123886873357
868,jimmie,-0.123856549755
19187,reasons,-0.123798670034
9030,northern,-0.123732293259
4134,produced,-0.123559094584
2192,mohawk,-0.123463174278
5176,settlement,-0.123374548783
17908,cross,-0.122687678755
15698,auction,-0.122629451734
267,monroe,-0.122382767523
5485,reached,-0.122055490464
11387,fort,-0.122002971327
17993,virginia,-0.121809937838
16409,comprehension,-0.121620304955
510,master,-0.121312224995
19994,scotch,-0.12110631249
10581,meat,-0.120658827892
3506,unto,-0.120565769835
5673,explanation,-0.119904049229
8550,used,-0.119826969959
13246,mystery,-0.119690917769
20311,tommy,-0.119536442741
19923,parliament,-0.119411355545
9284,ills,-0.119402737964
1720,training,-0.119146385268
7180,oliver,-0.119022578631
5687,germany,-0.118709731141
20977,support,-0.118672020218
11451,delivered,-0.118418333605
11086,ix,-0.118349408184
20240,plainly,-0.118192272337
7300,bryce,-0.118062344879
7141,tennyson,-0.118057690085
11342,doctrine,-0.117995568207
16192,commanding,-0.117982932953
13380,fiction,-0.117949060616
15163,partner,-0.117899277544
1740,henry,-0.11783522368
9931,lost,-0.117792161182
1025,right,-0.117788468392
18153,christianity,-0.117647004844
18399,invention,-0.1173835356
1878,average,-0.117329517426
12813,remote,-0.117085941946
6290,evidence,-0.117070495114
14596,ly,-0.116995560318
8681,savage,-0.116985722711
18346,far,-0.116439139091
15929,iowa,-0.116227315911
13691,point,-0.11606025574
4566,problems,-0.115946281545
16065,relations,-0.115890926046
12782,field,-0.115537451408
20585,murder,-0.115440432282
16906,remarkable,-0.115397194271
2643,clock,-0.115292707647
1035,physician,-0.11528755193
4751,command,-0.115280373296
17324,lotto,-0.114934479747
1862,knew,-0.114893856783
2660,mad,-0.114823256749
15239,books,-0.114757279377
1105,sterne,-0.114625556011
16542,greatest,-0.114381733687
1610,suspicion,-0.114228865709
7348,treatment,-0.114228554009
1201,exist,-0.114097351377
96,federal,-0.114096352523
11103,ia,-0.113923676708
13668,drill,-0.113826722317
10103,walter,-0.11379085018
2899,lowell,-0.113756738729
17989,easily,-0.113491472567
2462,ab,-0.113456560775
6513,trial,-0.113249814812
4658,adopted,-0.113247688724
8691,civilization,-0.113124759824
9377,congo,-0.11302643142
1493,believed,-0.113015945616
1150,selection,-0.112949442395
15461,wise,-0.112922287373
8239,systems,-0.112868140418
15215,exceedingly,-0.112784924666
7748,learned,-0.112379024599
13636,case,-0.11230791881
15607,encounter,-0.112300583781
8184,grey,-0.112249536323
5002,giotto,-0.112243708076
6378,battle,-0.112205867581
9392,bears,-0.112075912291
15664,causes,-0.112047964431
19116,spirited,-0.112006086172
878,played,-0.111891882564
12093,place,-0.111575037972
18215,britain,-0.111544938869
1819,argument,-0.111522611635
6516,franklin,-0.111512387844
13678,foreign,-0.111509297186
20537,crude,-0.111491827088
15317,ideals,-0.111485151932
6281,moore,-0.111443183654
5697,burlesque,-0.111148176403
1364,view,-0.111095519526
13125,maps,-0.111074037716
6397,terror,-0.110876493714
2642,richard,-0.110804927172
15574,striking,-0.110701729779
13760,talking,-0.11064201764
18266,complications,-0.110560170352
11307,burr,-0.110508071687
12308,trades,-0.110487881173
3862,account,-0.110409553768
2613,sane,-0.110375631687
8455,territory,-0.110217496464
5301,era,-0.110216964598
109,admiral,-0.109884447198
14778,treatise,-0.109862700014
4894,puts,-0.109452767442
11961,california,-0.109284603183
11870,texas,-0.109257098186
1512,allowed,-0.109080851634
18839,brave,-0.109049632995
5796,secretary,-0.109033859398
7662,griffin,-0.108930684512
5689,phase,-0.10888563471
102,contributed,-0.108859069538
16797,portions,-0.108796035104
12241,seas,-0.108720991495
9986,journal,-0.108706864898
3999,bush,-0.108679758765
6687,displayed,-0.108592210725
10787,biographies,-0.108514952356
12827,psychic,-0.108287238601
3790,ago,-0.108285581764
2616,small,-0.1082732519
15435,buy,-0.107966573728
2515,tiger,-0.107882424596
8039,travels,-0.10751095712
11631,canadian,-0.107418077494
10931,reference,-0.107385624869
235,household,-0.107381021243
3029,guest,-0.107371872662
19920,possession,-0.107051572218
5293,work,-0.106956276679
13640,village,-0.106940551707
14475,sought,-0.106827616069
2077,west,-0.106521867051
226,example,-0.1064748099
7454,throw,-0.106446363534
5942,voice,-0.106402927387
715,fair,-0.10637145249
3028,fuller,-0.106259417726
12353,barry,-0.106220889277
20906,june,-0.105915850048
9076,remains,-0.105903197709
2067,boat,-0.105758413612
5186,toll,-0.105631840168
1447,scope,-0.10561921582
1775,labors,-0.105578335383
7509,low,-0.105564216943
12906,independence,-0.105253418082
3030,introduction,-0.105195313638
8137,horse,-0.10517366478
16132,classes,-0.105043596752
3698,slums,-0.10464009549
7016,professional,-0.104559422403
14975,exists,-0.104292042392
13547,giant,-0.104108827043
14948,romantic,-0.103644723047
13848,county,-0.103642984141
5389,office,-0.103504196146
18773,hill,-0.103442444574
5297,theories,-0.103414257335
6312,reality,-0.103406529072
8217,lie,-0.103286858427
12410,endowed,-0.103286549504
8519,darrell,-0.103182162379
240,currency,-0.103127715846
8432,lake,-0.103125048884
12301,dates,-0.102955213472
4029,animals,-0.102948763408
4057,pieces,-0.102876093106
934,lucas,-0.10273834091
1402,accomplished,-0.102691491054
8205,emperors,-0.102605560654
16209,lyle,-0.102602842704
17621,wood,-0.102417751503
13436,seen,-0.102309945659
7466,boldly,-0.102181573692
5424,roland,-0.102175807589
4956,believe,-0.102158043027
16460,act,-0.102109374325
18313,decisions,-0.101968356039
10297,puritans,-0.101831814889
7305,constitutional,-0.101819750164
1420,marvelous,-0.101705417396
6970,veteran,-0.10155219152
5185,reconstruction,-0.101524167015
6789,year,-0.101457892197
13435,largely,-0.101327948754
20220,latest,-0.101273327276
12212,gen,-0.101252148187
17515,reader,-0.10119433469
11591,troops,-0.101080510286
15966,moods,-0.10105351842
126,dryad,-0.100808113825
13305,pigeon,-0.100720638966
16229,saga,-0.100580551533
11819,jail,-0.10048334549
9558,partners,-0.100451681294
11783,map,-0.100436242648
9811,report,-0.10040523899
1461,apparent,-0.100300197649
3443,rat,-0.100128083884
6645,armies,-0.100067159481
12053,browning,-0.100051628871
3777,lucie,-0.0999481857579
7815,earliest,-0.0999416083941
4047,bent,-0.0998684634133
1569,wolves,-0.0996412819317
15495,proceeds,-0.0996280056759
8711,plots,-0.0994813785345
19887,vols,-0.0994521063317
7951,held,-0.0994473505295
11523,petersburg,-0.0993443494139
6302,physical,-0.0993183651626
9871,sources,-0.0992429051678
13174,edwin,-0.0990257123124
2372,stanton,-0.0989327467456
5396,jews,-0.0987963413986
11627,box,-0.0987539632937
17514,measure,-0.0986772311125
4890,stage,-0.0986742832355
18062,dudley,-0.0986279439914
16015,arizona,-0.0985944586432
13297,deals,-0.098389069993
7071,manuscripts,-0.0983567145712
13087,ford,-0.0983435025188
12007,carry,-0.098317924585
15732,actions,-0.0982688757455
15071,manhood,-0.0982049024911
12244,eighteenth,-0.0980407703939
15503,cases,-0.0979849472241
2498,contemporaries,-0.097943506331
4176,genuine,-0.0978602068311
11637,bow,-0.097786017943
9514,sb,-0.097579037793
8498,fleet,-0.0974658454843
2307,biographer,-0.0974622004123
6994,phases,-0.0973477316192
10031,washington,-0.0972870127914
17489,inferior,-0.0970553015369
12024,harrison,-0.096881088936
6871,omitted,-0.0966573429689
20897,leader,-0.0965949975875
2885,wagner,-0.0965445315718
19233,ghost,-0.0965300860294
6100,poets,-0.0964812736187
1891,laws,-0.0964625686706
7762,lack,-0.0964581385652
10918,intervals,-0.0963587591769
2353,frenchman,-0.0961521824512
20009,courtships,-0.0959492058188
15311,classical,-0.0958651452457
8850,draw,-0.0958205630065
2434,buying,-0.0958196293682
19483,marcus,-0.0957909155199
9926,loss,-0.0957303379192
9259,masters,-0.0956923770626
10402,oscar,-0.0956918359697
7078,hamilton,-0.0955423737735
2100,thousand,-0.0955400830006
4217,thirteen,-0.0954943742474
15566,feeding,-0.0954726011894
20447,local,-0.0952549719242
13056,gold,-0.0951290423177
7295,tradition,-0.0950985250278
12247,doings,-0.0950676258965
14228,furnished,-0.0949635620625
6777,ed,-0.0947887946054
5320,antislavery,-0.0947039871826
5267,higher,-0.09459355595
20675,supply,-0.0945851441318
9529,construction,-0.0945651297284
18258,includes,-0.0945550268038
17501,outcome,-0.0944987462087
5968,soldier,-0.0944282430859
1757,affords,-0.0942975317754
17479,editions,-0.0941176405609
20629,n,-0.0941169244447
4915,alliance,-0.0939838907813
9838,destruction,-0.0938431281308
17634,gettysburg,-0.0937813101373
9063,wis,-0.0937262198484
3457,tower,-0.0935786287412
12670,whites,-0.0934732536656
3444,shorter,-0.093472443727
8285,rhymers,-0.0933771640943
10112,universal,-0.0933080239636
7014,slaves,-0.0932944630995
2537,caused,-0.0932490946027
17010,port,-0.092911236628
9692,limits,-0.092896381959
11193,candidate,-0.0928738908897
2055,roman,-0.0927599342677
4711,hubbard,-0.0927294870429
17703,review,-0.0926155233976
10728,somewhat,-0.0923124380172
20039,irishman,-0.0922832867395
19002,thorough,-0.0922298432162
7105,sport,-0.0921662346812
1018,follows,-0.0920287324808
14070,forward,-0.0919964273137
10080,courts,-0.0919177803496
2530,original,-0.091784837593
16663,rhine,-0.091702844255
9434,johnson,-0.0916791453998
5039,details,-0.0916125903467
18343,citizen,-0.0915551732261
7516,assumes,-0.0914763631962
12745,manchuria,-0.0914538611608
19581,sections,-0.0912466194117
4352,steel,-0.091214608827
1823,say,-0.0912119708626
7184,classic,-0.091154277391
2944,finish,-0.0910737668773
3664,ministers,-0.0909257967161
15507,better,-0.0908603310219
17655,regarding,-0.0908136949504
4920,getting,-0.0907950836606
2376,burning,-0.0907203786489
4300,jesus,-0.0907038199025
20602,table,-0.0905195139453
10912,fields,-0.0903940272943
15509,natives,-0.0903379777822
9433,ben,-0.0902747281241
8133,maple,-0.0901956135552
8809,lovers,-0.0899796857735
7814,conventional,-0.0898927600607
5916,concerning,-0.089890844861
12734,benton,-0.0898651398075
6743,discuss,-0.0897073957805
13071,roosevelt,-0.0896968984016
11450,garland,-0.0896270920893
12315,elijah,-0.0894831797586
4294,manuscript,-0.0893913798595
13007,africa,-0.0893847777252
6572,clue,-0.0892749433057
9037,recently,-0.0891882073829
20613,hunters,-0.0891391692959
6877,omission,-0.0890337925082
10952,shaved,-0.0890297148893
6706,curly,-0.0888429971745
10505,think,-0.0888160082473
4153,degrees,-0.0887837490752
19947,cairo,-0.088710366136
5869,col,-0.0886061036884
3393,towns,-0.088574580824
9179,thames,-0.0884776251757
9911,devised,-0.0884135066231
10965,bridge,-0.0884007722845
6540,market,-0.0883868748979
10446,climax,-0.0882116957672
11771,sunday,-0.08818794497
13177,infant,-0.0880716049745
14903,continually,-0.0880596462445
13723,secret,-0.0879772150673
1920,going,-0.0878919590885
20769,wordsworth,-0.0878652058889
19242,commission,-0.087660612701
7655,cameron,-0.0876185328064
548,tree,-0.0875580550856
20123,republican,-0.0874821015232
903,fatal,-0.0874179897916
13780,cents,-0.0873968672984
17525,amateur,-0.0873824271319
20304,minister,-0.0873608355281
16973,philippines,-0.0873003974348
9341,princess,-0.0872818873676
16140,quebec,-0.0872633351727
19351,anybody,-0.0871772146897
15124,survey,-0.0871382677756
7208,constantinople,-0.0869341240889
1713,poems,-0.0869257367411
1531,undertook,-0.0869220693788
11043,basin,-0.0869037187821
20129,thousands,-0.086866562311
20814,publication,-0.0868161594774
19730,issues,-0.0867974150493
3472,recent,-0.0867953601904
9799,lambs,-0.0867617128882
11114,parish,-0.086736767106
1388,benson,-0.0866400857802
4788,arrest,-0.086571843209
6702,scale,-0.0863602062351
154,ground,-0.0863299386424
3113,odd,-0.086286849061
16255,supremacy,-0.0861905706492
1865,knee,-0.0860618793288
6866,blind,-0.0860167335605
1245,persecution,-0.0860156361183
20175,mew,-0.0859936383152
16093,gabriel,-0.0859921838816
288,italy,-0.0859574573646
2903,entire,-0.0858850375918
20570,piece,-0.0858634061503
1579,olga,-0.0858628143516
5642,return,-0.0857208686286
9959,cleveland,-0.0857198550911
6477,principal,-0.0856933063298
15961,victory,-0.0854499678875
11607,palmer,-0.0853600130578
2996,tribes,-0.0852986279368
5711,fitted,-0.0852786645384
16026,evil,-0.0852750083059
16729,duke,-0.0852305993019
13542,carefully,-0.0850770909734
13224,good,-0.0849470123439
20062,compass,-0.084941326767
20861,church,-0.0849308749785
17378,skillfully,-0.0848736815715
4927,roads,-0.0846455094574
7026,fifty,-0.0846364157226
5713,decidedly,-0.0845233074804
2709,regiment,-0.0844968513038
1818,turned,-0.0844964728982
9605,gray,-0.0844636894767
19309,bacons,-0.0844051297605
19819,theodore,-0.0843898495466
20766,sedgwick,-0.0843406753563
11199,royal,-0.0842788785077
9817,party,-0.0842573232294
12330,terse,-0.0840581016508
4518,following,-0.0840112024282
8306,central,-0.0840098121042
5670,pilgrimage,-0.0838925318824
12674,potemkin,-0.0838685688211
4446,class,-0.0838455010232
855,commerce,-0.0836068182726
9554,careful,-0.0835161187372
4309,blows,-0.0833609582356
1875,mortgage,-0.0833119337139
9579,employed,-0.0833100305085
14687,apt,-0.0831658000407
9724,appeared,-0.0831387453661
7388,superfluous,-0.0830587193595
16529,keats,-0.0830519252222
13758,fur,-0.0830173804399
19413,constitutions,-0.0829605269241
8882,heath,-0.0829565336493
11726,reviews,-0.0829299610741
7869,sapphires,-0.0828935029347
10877,wrestling,-0.0828287996683
9266,poole,-0.0828177461147
3226,closely,-0.0828119264855
661,quaint,-0.0827909374481
6039,gods,-0.0827814189444
677,wide,-0.0827631717999
13120,acts,-0.0827364053315
9369,succeeds,-0.0826936080273
21031,lieut,-0.0826839854717
5393,missionary,-0.0826322575502
9331,completely,-0.0826251831107
2853,mexican,-0.0826031568772
17782,howard,-0.0825323513532
6456,tempest,-0.0824913972899
8542,grand,-0.0823094901216
6499,change,-0.0822221565985
19322,arrives,-0.0821613117658
9620,contain,-0.0820768446639
10083,ha,-0.0820083644069
10406,wars,-0.0819916511792
10474,aboard,-0.0819663473591
9552,argues,-0.0818049397577
8805,crudities,-0.0817949069808
12201,patriot,-0.0817141864909
13123,ivy,-0.0817093924823
565,longs,-0.0814356805534
2432,mice,-0.0814202684181
17707,outside,-0.0813811543212
8149,gibraltar,-0.0813288464459
1662,workman,-0.0812563760972
1845,jewish,-0.0812298567515
577,affairs,-0.0809435992308
17605,troy,-0.0807747625611
21014,carried,-0.0807050750378
14943,arranged,-0.0807003708239
14675,harold,-0.0806304715827
11977,scribners,-0.0806177145401
17946,violent,-0.0805521992416
7987,food,-0.0804770600495
10800,moscow,-0.0804341351261
21056,cave,-0.0804249209242
18156,adler,-0.0804139865337
4114,element,-0.0804037433176
12351,capable,-0.080299700125
9388,bull,-0.0802547154685
16834,trip,-0.0802113436465
13469,built,-0.0801986588474
16084,heights,-0.0800587495809
9915,historic,-0.0800564679358
18455,naval,-0.0799375129449
13800,thesis,-0.0798552306238
3257,set,-0.0798325794108
3153,cover,-0.0798284477111
9545,sent,-0.0798169770748
15198,president,-0.0797928626698
4082,mysteries,-0.0797525229525
14430,trail,-0.0797050373654
2369,jew,-0.0796611896707
8226,lit,-0.0795814757946
1897,definite,-0.0795466603692
13792,engravers,-0.0793989254736
7855,organization,-0.0792726699498
14684,instructive,-0.0792052455235
1359,remembered,-0.0791747288029
10740,cruelly,-0.0791736136677
10876,sugar,-0.0791104961692
16862,realize,-0.0790682582784
2065,crew,-0.0790068761238
11661,histories,-0.0789716799988
182,mystic,-0.0789159485914
11097,iv,-0.0789095766868
5021,walters,-0.0787669542862
16920,remarkably,-0.0787654555329
4980,official,-0.0786382714389
18145,immense,-0.0785962647313
501,service,-0.0785513879438
382,andrew,-0.0785495369094
17212,huge,-0.0785147985574
2782,memoirs,-0.0784569187132
6287,store,-0.0784117291669
13737,gay,-0.0783881495545
3088,determined,-0.0783623681007
7008,reform,-0.0783587063712
3381,mind,-0.0783292452278
17280,employment,-0.0783119929057
5898,germans,-0.0782923918976
18444,andrews,-0.0781617103192
14135,prevail,-0.0781286005449
13157,brady,-0.0780703218374
12419,wisely,-0.0780451277251
473,caught,-0.0779813119828
3196,writes,-0.0779310789265
19756,attempts,-0.0779152204106
16349,discovery,-0.077876597648
271,winslow,-0.0778524210182
6438,ezra,-0.0777965817917
6365,impulse,-0.0777335954461
10067,probationer,-0.077611992913
10890,settlements,-0.077517621158
1628,refused,-0.0774787805947
9553,soldiers,-0.077467582322
1190,examples,-0.0774427314681
17805,given,-0.0774236471735
2456,agree,-0.0774086655047
10509,waited,-0.077343274746
19228,attractive,-0.0772037590213
621,camp,-0.0771207469064
10089,vigor,-0.0771071242048
234,unjust,-0.0770918937779
10055,inner,-0.0770063212645
8494,ought,-0.0769653284186
11875,views,-0.0769514122015
2356,stone,-0.0769503643917
8698,run,-0.0769421903553
19638,missionaries,-0.0769000067293
7948,trevelyan,-0.0768194254741
17940,guided,-0.0767934660166
719,radium,-0.0767608890033
14637,warner,-0.0766768905947
15076,citizenship,-0.0766490536352
14494,holds,-0.0765867287278
6895,conclusion,-0.0765506339829
6415,trouble,-0.0765277105983
15741,double,-0.0764903224687
6313,pickering,-0.0764706764573
20257,continental,-0.0764464156975
5868,com,-0.0763623820736
15402,guard,-0.0763385947583
3900,mediterranean,-0.0761970671083
5844,enters,-0.0761954515571
7584,green,-0.0761781541315
19478,whitney,-0.0761149202934
9846,finds,-0.0760955618736
6517,pictorial,-0.0760627038624
2557,hunting,-0.0760598754149
9676,importance,-0.0760327503907
2721,single,-0.0760142720347
9317,achievements,-0.075925442893
8532,shaw,-0.0759110215174
5654,forced,-0.0758766182258
3959,technical,-0.075865561034
5390,devote,-0.0758502308332
2131,situation,-0.0758257292149
17695,fails,-0.0757922078945
5652,contents,-0.0757819918555
1266,breadth,-0.0757445519937
5025,compared,-0.0757164464765
14555,wilds,-0.0757129631668
14603,descendants,-0.0756875996219
8751,france,-0.0755857863464
4351,bargain,-0.075531074709
10749,matter,-0.075491070131
8623,remaining,-0.0754611009463
4778,generous,-0.0753978866345
1334,spiritual,-0.0753482657749
8367,jury,-0.0753089120596
18840,defects,-0.0751750000004
17796,confessions,-0.075173940475
18496,oak,-0.0751161881843
10850,converse,-0.0750892361122
15449,captives,-0.0750058534046
2284,clay,-0.0749860276954
10224,dukes,-0.0749612720209
19570,lone,-0.0749401251195
7333,mirabeau,-0.074923311462
6185,tarkington,-0.0748925552576
3210,begins,-0.0748845079451
13128,sacred,-0.0748586334263
21059,book,-0.0748384678779
11599,carey,-0.0748025589905
5801,human,-0.0747076008579
16385,players,-0.0747033529877
11902,peasant,-0.0746990500277
4259,surely,-0.0746225555229
12004,americans,-0.0745027685363
20530,favor,-0.0744079354545
11603,filled,-0.0744068973229
2310,thinks,-0.0743212604803
1472,rendered,-0.0743178707072
6306,knowles,-0.0743029772416
18002,accepted,-0.0742821697981
3734,influence,-0.0742578120086
17255,primitive,-0.0741791075916
12329,websters,-0.0738703752759
3682,occupy,-0.073838128997
12883,hewlett,-0.0738366196466
5356,lay,-0.0737624763269
20118,alaska,-0.0737014726168
1275,bandits,-0.0735644983122
839,eastern,-0.0735593442445
9874,distant,-0.0735331887662
5750,adequate,-0.073455982748
18905,prairie,-0.0733971312451
5229,miniatures,-0.0733405509633
970,previous,-0.0732012034607
1985,mecca,-0.0731723331188
20215,waterloo,-0.0731198262458
19054,assumed,-0.0731118678998
9245,pure,-0.0731115078941
11986,blacksmith,-0.0731011767243
6669,prussian,-0.073097777358
5107,pointing,-0.0730906386248
6336,trappers,-0.0730010155125
2619,fashion,-0.0729924578871
8243,hired,-0.0729366446944
987,east,-0.0729167204951
5846,clues,-0.0728349874268
13074,remain,-0.072777971299
