,word,coefficient
7542,circulation,-0.0230793496977
376,barton,-0.0230490252364
3564,patrick,-0.0230415095965
2601,parliaments,-0.0230359629542
1749,conscientiously,-0.0230346949755
6213,creek,-0.02303005044
15018,wk,-0.0230245947354
9706,intending,-0.0230181190709
11812,maybe,-0.0230125065378
4851,francisco,-0.023008286319
7720,fence,-0.0230082341469
65,hague,-0.0230069898454
11378,powerfully,-0.0230069472356
20300,noses,-0.023002396481
10638,surprise,-0.0230021893484
1146,reticence,-0.023001494317
17671,spaniard,-0.0229961640354
17349,factors,-0.0229784019581
9639,reinforcements,-0.0229776910164
9152,fearsome,-0.0229672076571
758,preserve,-0.0229666001558
11841,entity,-0.0229663739413
8505,uncompromising,-0.0229521879229
1850,destroy,-0.0229312853317
3316,anacreon,-0.0229244200668
8621,bayonets,-0.022921099571
7632,moonlight,-0.0229202245424
8802,cautiously,-0.0229021669271
18790,yale,-0.0228989889147
5527,amazement,-0.0228959807948
13199,golfing,-0.0228937794244
5482,gatherings,-0.0228895792969
394,concord,-0.022886277169
809,portsmouth,-0.0228819847061
18267,brass,-0.0228813129749
2809,dismissed,-0.0228812781033
3500,thaddeus,-0.0228812273158
12591,organizing,-0.022871606142
5046,reckless,-0.0228675053695
19580,analyze,-0.0228672612056
2437,pull,-0.0228593668005
14303,carlo,-0.0228589466416
10001,refuge,-0.0228506723884
6695,stayed,-0.0228476180695
3134,swiftly,-0.0228408493242
8628,march,-0.0228379305516
1552,stress,-0.0228292735256
148,criticism,-0.022827493378
5922,hoist,-0.0228232567327
704,reviving,-0.0228196557715
20395,outfit,-0.0228194961918
8844,jesting,-0.0228173589326
5828,succeeding,-0.0228149551519
12276,checks,-0.0228128805536
10943,lancaster,-0.0228095225835
19812,murderer,-0.022808428714
3384,sentimentality,-0.0228036447605
7858,anteroom,-0.0228019378397
2309,divine,-0.0228001529495
351,easier,-0.0227930610057
5256,minstrel,-0.0227865207309
14057,steamboats,-0.0227796004037
14473,infantry,-0.0227724566534
8235,quoth,-0.0227682698682
6982,deus,-0.0227682698682
4811,supping,-0.022766678109
425,ra,-0.022766678109
20280,wickedest,-0.022766678109
13181,winged,-0.022766678109
15035,rime,-0.022766678109
6971,treasons,-0.022766678109
15630,feathery,-0.022766678109
213,beguiles,-0.022766678109
10300,arsenals,-0.022766678109
4371,unman,-0.022766678109
17497,ooze,-0.022766678109
19946,unarmed,-0.022766678109
15972,revolve,-0.022766678109
8029,haled,-0.022766678109
12874,bevy,-0.0227533981842
8258,clear,-0.0227492603493
1305,gloomy,-0.0227421862894
12508,smith,-0.0227313526133
9270,mode,-0.0227257906632
19146,confiscated,-0.0227226937199
10090,cells,-0.0227226937199
8364,prosper,-0.0227226937199
908,visitations,-0.0227226937199
16685,cora,-0.0227226937199
5695,atkinson,-0.0227214380248
11298,statistician,-0.0227214380248
2098,reaction,-0.0227161929405
20007,adventurers,-0.0227031894602
10051,reduction,-0.0227011506087
19625,freak,-0.0226944328804
4059,bones,-0.02269418099
10123,resented,-0.0226629116946
17267,reluctant,-0.0226595628054
6754,james,-0.0226500407687
13340,rewritten,-0.0226466310782
568,politely,-0.0226449222011
2800,tapestry,-0.0226394642391
18780,benjamin,-0.0226377502619
17656,unbroken,-0.0226358237368
12558,lightning,-0.0226351212868
18514,exigency,-0.0226338407054
15389,prevailing,-0.0226279476321
20350,agency,-0.0226236458091
5431,coffee,-0.0226236425727
12812,bibliographer,-0.0226233864728
6729,fling,-0.0226073591109
4634,jonson,-0.02260421529
10726,chronicled,-0.0225981762494
11822,african,-0.0225934326943
6943,troublesome,-0.0225912317953
19827,concisely,-0.0225778001775
14701,orations,-0.0225718230896
8074,pub,-0.0225595160494
8618,questioned,-0.022558989299
12291,countenance,-0.0225440102924
7274,musket,-0.0225258055935
4693,hals,-0.022525229975
1788,frans,-0.022525229975
12155,newer,-0.0225233030239
4303,muhammad,-0.0225210205998
8918,mosque,-0.0225210205998
20980,captains,-0.0225206747983
6065,transformed,-0.0225076667639
6824,defenses,-0.0225050930249
10982,horsemen,-0.0224996749084
16070,shrine,-0.0224949043349
3867,abduction,-0.0224949043349
15704,museums,-0.0224725818789
481,subtlety,-0.0224711575165
16826,suspicions,-0.0224711485398
7461,interjections,-0.0224600115023
10628,crucial,-0.0224600115023
2355,exasperating,-0.0224600115023
20539,idiomatic,-0.0224600115023
19403,judiciously,-0.0224600115023
9578,equivalents,-0.0224600115023
17172,conjunctions,-0.0224600115023
4541,pronoun,-0.0224600115023
12302,parentheses,-0.0224600115023
15181,strawberries,-0.0224247521189
10481,manuals,-0.0224214304645
15591,arboreal,-0.0224172846898
11592,norris,-0.0224140294026
11012,gathering,-0.0224081050391
7591,thumbs,-0.0224077632867
10525,pianos,-0.0224043541154
17725,floundering,-0.0224043541154
1712,mimi,-0.0224043541154
12427,pat,-0.0224043541154
9405,culls,-0.0224043541154
18084,inhale,-0.0224043541154
4002,figurative,-0.0224043541154
12385,yogi,-0.0224043541154
16381,vibration,-0.0224043541154
9749,constitutes,-0.0224012862199
6975,equipment,-0.0223952262093
6880,comprises,-0.0223952209945
10347,calculations,-0.0223852869862
17022,debate,-0.0223736542433
15968,blinded,-0.0223707949397
16187,visionary,-0.0223707949397
7777,creeps,-0.0223707949397
19058,avarice,-0.0223707949397
18420,thundering,-0.0223707949397
6766,cliffs,-0.0223707949397
2904,motley,-0.0223675858838
7608,endeavors,-0.0223622450875
8024,restless,-0.0223580642917
15609,bravest,-0.0223566179092
6282,inclusive,-0.0223510801965
11001,muse,-0.022349848881
18342,unsatisfying,-0.022328578417
16431,beet,-0.0223278374098
5596,happily,-0.0222971962313
1304,turbulent,-0.0222773452348
7036,maine,-0.0222693646086
15341,bustling,-0.0222692031555
1400,fames,-0.0222692031555
3762,underrating,-0.0222692031555
9327,thorium,-0.0222692031555
4163,bilingual,-0.0222692031555
18716,ginning,-0.0222668035861
8928,schooner,-0.0222561957701
3496,boer,-0.0222529457162
12846,cooperative,-0.0222478864157
14715,fords,-0.0222382361272
13464,emblem,-0.0222382361272
10863,nevada,-0.0222382361272
9424,manifestation,-0.0222271751972
14950,tuition,-0.0222083770811
3492,listening,-0.0222073380783
9171,fare,-0.0222010483645
16263,oct,-0.0222005061447
20296,policeman,-0.0221957793492
9083,contentment,-0.0221922540523
1776,homemade,-0.0221906745249
2575,ta,-0.0221864602424
8129,elk,-0.0221724031064
18749,beneficent,-0.022170508363
3365,intricacies,-0.0221629455359
8540,sensual,-0.0221593373998
5757,continual,-0.0221552881218
5131,sellers,-0.0221496337836
13374,utilized,-0.0221373617135
4911,futility,-0.0221367569201
2212,scholarship,-0.0221319018589
7880,pushed,-0.0221300141304
7096,keynote,-0.0221281780782
15245,verging,-0.0221232475458
8915,insistent,-0.0221215127876
10908,briefer,-0.022121379902
16294,anxiously,-0.0221157904268
10925,xiii,-0.0220851424799
991,municipal,-0.0220749413744
682,pocket,-0.0220708869347
12866,preserved,-0.0220697767239
1948,platte,-0.0220636820395
7912,marat,-0.0220570996419
17675,beethoven,-0.0220485782319
8028,democrat,-0.022047757097
14426,highlanders,-0.022038073705
3471,infamous,-0.0220183867002
10606,durability,-0.0220082400723
4573,explosive,-0.0220082400723
19556,motors,-0.0220082400723
4941,restricts,-0.0220082400723
10368,ninety,-0.0220082400723
13092,salesmen,-0.0220082400723
17011,substitute,-0.02200756648
1091,gaze,-0.0220040306952
15342,assuming,-0.021996558106
15806,teller,-0.0219954335206
13569,prowess,-0.0219860539596
13815,mutilation,-0.0219850548323
8314,firing,-0.0219799010157
16586,caravan,-0.0219774373753
13977,scalps,-0.0219774373753
13321,timothy,-0.0219774373753
18748,pawnee,-0.0219774373753
12386,pattie,-0.0219774373753
12477,doves,-0.0219746909298
3591,mummy,-0.0219746909298
5255,shover,-0.0219746909298
2933,dosed,-0.0219746909298
1664,turtle,-0.0219746909298
18089,nips,-0.0219746909298
8577,flirts,-0.0219746909298
15481,transfuses,-0.0219746909298
10230,dinted,-0.0219746909298
1491,slowness,-0.0219746909298
14428,impishly,-0.0219746909298
9106,whisks,-0.0219746909298
6601,fortifies,-0.0219746909298
19764,engineered,-0.0219746909298
7406,sentimentally,-0.0219746909298
1729,disguises,-0.0219746909298
1514,stockbroker,-0.0219746909298
15851,imaginable,-0.0219746909298
4242,duckpond,-0.0219746909298
17700,bicyclist,-0.0219746909298
7050,distressingly,-0.0219746909298
13250,divested,-0.0219733166392
20607,unclean,-0.0219558785792
20357,nasty,-0.0219558785792
15556,emile,-0.0219558785792
20951,versed,-0.0219463025993
17127,conductor,-0.0219434134801
5608,maintaining,-0.0219428219434
2863,resorts,-0.0219316434438
7674,peerage,-0.0219271180988
7058,interstate,-0.021898261651
15577,whatsoever,-0.0218961108003
16567,puzzling,-0.0218820554252
3652,treasury,-0.0218747984686
4668,gunpowder,-0.0218702164448
7605,diaries,-0.0218687556502
18479,wellingtons,-0.0218662105911
8690,pounding,-0.0218662105911
15616,stave,-0.0218632266072
7864,lowborn,-0.0218632266072
10836,dos,-0.0218632266072
9040,overseer,-0.0218632266072
8748,lender,-0.0218632266072
12570,niceties,-0.0218632266072
19128,playmates,-0.0218620773959
14621,deplore,-0.0218620773959
2741,rinds,-0.0218620773959
5098,nursery,-0.0218620773959
9596,joins,-0.0218620773959
4035,clients,-0.0218620773959
9225,brood,-0.0218620773959
4362,extraordinarily,-0.0218384779002
7421,abetted,-0.0218287694121
20643,dispelling,-0.0218287694121
9802,trooping,-0.0218287694121
18941,insurmountable,-0.0218287694121
18930,rugs,-0.0218287694121
10062,draperies,-0.0218287694121
10594,redding,-0.0218287694121
15608,thenceforth,-0.0218287694121
12126,entreaty,-0.0218287694121
16293,rowing,-0.0218256939262
17002,journalistic,-0.0218251125369
2043,expended,-0.021822248582
6658,drastic,-0.0218094255263
15694,connoisseur,-0.0217999287961
4809,belgium,-0.0217948507496
1701,pieter,-0.0217948507496
9249,budapest,-0.0217948507496
8810,willem,-0.0217948507496
17832,lath,-0.0217948507496
791,stuttgart,-0.0217948507496
12929,cornelia,-0.0217948507496
10279,aachen,-0.0217948507496
14034,misplaced,-0.0217948507496
615,arly,-0.0217948507496
9114,rotterdam,-0.0217948507496
6536,halsy,-0.0217948507496
1039,differentiate,-0.0217730889809
3708,posted,-0.0217722050095
4531,wholesale,-0.0217630165923
13434,damages,-0.0217614886909
20885,suavity,-0.021757247619
6523,montreal,-0.021747320635
7308,severe,-0.0217416806262
5989,raid,-0.0217395759159
16772,intolerance,-0.0217329021513
17184,intelligible,-0.0217144090758
8563,cleaning,-0.0217132306695
12547,mod,-0.0217132306695
6929,skirmish,-0.0217132306695
5073,lasted,-0.0217085822024
14243,maryland,-0.0217009320596
11547,din,-0.0216820169952
5018,inf,-0.0216762397165
11176,wednesday,-0.0216711657798
19794,metternich,-0.0216663424804
17830,cash,-0.0216571404754
13625,materially,-0.0216563965657
14933,stripes,-0.0216521676655
2512,tributaries,-0.0216454440533
414,toleration,-0.0216427764213
13080,abandon,-0.0216422286845
3984,counsels,-0.0216366795633
3050,summit,-0.0216285403236
16382,cathedral,-0.0216141204128
14013,waters,-0.0215993838181
10213,auk,-0.0215981671766
21049,diplomas,-0.0215981671766
2090,vacuity,-0.0215981671766
4647,entitle,-0.0215981671766
10072,generalship,-0.0215981671766
12363,constituencies,-0.0215981671766
16081,quotable,-0.0215981671766
8241,moralizer,-0.0215981671766
13350,telltale,-0.0215978446337
9593,sipping,-0.0215970861777
18893,albeit,-0.0215970861777
18014,exquisitely,-0.0215970861777
17467,revue,-0.0215970861777
14022,iced,-0.0215970861777
7838,neapolitan,-0.0215970861777
13719,honeyed,-0.0215970861777
6524,mellowed,-0.0215862467283
13127,unharmed,-0.0215862467283
19355,cheer,-0.0215862467283
11982,proffered,-0.0215862467283
14170,intensified,-0.0215862467283
2184,nightmare,-0.0215862467283
3449,premonition,-0.0215862467283
9923,overwhelms,-0.0215862467283
1445,adapt,-0.0215862467283
3600,prosecuted,-0.0215862467283
13873,circling,-0.0215862467283
6555,vicksburg,-0.0215862467283
1638,sorted,-0.0215838204172
2405,futile,-0.021578470696
16341,bey,-0.0215723575043
2448,sacs,-0.0215715526037
5879,seizure,-0.0215671721222
1812,addressing,-0.0215628118945
18533,commanded,-0.0215522263745
5510,judith,-0.0215490699703
17726,animus,-0.0215487241724
10761,godwin,-0.0215463190083
4834,seeks,-0.0215450026912
13646,stanch,-0.021537749392
21048,stirring,-0.0215371539592
19344,congregated,-0.0215342491007
32,sinking,-0.0215331182824
18383,renouncing,-0.0215159751414
19482,prop,-0.0214480263242
11435,locality,-0.021427497466
2453,galena,-0.0214273423526
3446,virtually,-0.0214273405989
2111,abject,-0.0214267431563
5304,elbow,-0.0214262900848
13585,corrected,-0.0214251582236
12366,sensibly,-0.021419706368
12327,impassivity,-0.021419706368
14647,idiotic,-0.021419706368
16557,drivels,-0.021419706368
2199,idiotically,-0.021419706368
4282,unconventionality,-0.021419706368
16569,zed,-0.021419706368
15526,gloriously,-0.021419706368
17393,rudyard,-0.021419706368
4576,lg,-0.0214178647524
1703,million,-0.0214152530924
6481,subdivided,-0.021413840159
2471,watches,-0.0214115267147
6239,tints,-0.0214096443451
16868,phoenix,-0.0214011567349
17538,hunger,-0.0213991123945
4073,portage,-0.0213991123945
1750,submit,-0.0213889028009
17632,closed,-0.0213777585759
15626,veritable,-0.0213717155377
3746,stiffly,-0.0213661149418
5450,carelessness,-0.0213651011872
15655,solemn,-0.0213581404021
12217,commercialism,-0.0213575124365
19096,stump,-0.0213260665094
3578,necessaries,-0.0213236579423
15614,supports,-0.0213063199176
18870,recovered,-0.021301271791
8335,sacrificed,-0.0213006195407
8128,dominating,-0.0212973335805
11497,invent,-0.0212917764658
14165,ravines,-0.0212830828543
14207,restraining,-0.0212581394958
1746,clause,-0.0212581394958
4508,prohibition,-0.0212581394958
15316,hail,-0.021256165573
3407,forgetting,-0.0212556787329
4706,sits,-0.0212499321851
12899,unsuspected,-0.0212495716183
13439,recording,-0.0212396235126
16984,quick,-0.0212395912268
4667,pedantry,-0.0212390531411
3161,justify,-0.0212282556881
4429,device,-0.0212233953103
7187,turkey,-0.0212195619728
12864,bog,-0.0212149334714
5744,geologist,-0.0212115158084
13110,botanist,-0.0212115158084
6911,pittsburgh,-0.0212115158084
17502,oath,-0.0212056654816
1958,borrow,-0.0212039281056
4044,coffin,-0.021197302845
6037,quoted,-0.0211937472721
4070,martyr,-0.0211935016508
9220,converting,-0.0211935016508
7499,area,-0.0211721524423
19324,perception,-0.0211643036516
9641,desperate,-0.0211495133054
2112,extant,-0.0211432336375
165,opponents,-0.0211411114222
13963,serves,-0.0211383652288
10316,compactness,-0.0211364807757
12368,fiftieth,-0.0211213930382
20688,abolishing,-0.021091811399
6094,disadvantage,-0.0210859747721
8843,pronouns,-0.0210783138872
7789,adjectives,-0.0210783138872
6752,nonessentials,-0.0210783138872
8548,interpolation,-0.0210783138872
8539,ineffective,-0.0210729609576
6953,wanton,-0.0210728579674
3225,preparing,-0.0210638590729
21019,gaps,-0.0210592616625
20021,discomfort,-0.0210592616625
9129,follies,-0.0210592616625
15613,parrot,-0.0210592616625
4665,shiftless,-0.0210592616625
9223,subversive,-0.0210592616625
2827,unsound,-0.0210592616625
1234,palms,-0.0210592616625
7702,higgins,-0.0210592616625
10816,pest,-0.0210592616625
8794,stumbling,-0.0210592616625
20547,shams,-0.0210592616625
9412,misspell,-0.0210592616625
11897,settings,-0.0210592616625
14283,refer,-0.0210562484848
17458,purlieus,-0.0210537641449
16108,embellish,-0.0210537641449
9490,khayyam,-0.0210537641449
17635,berton,-0.0210537641449
1042,multiple,-0.0210537641449
18800,guy,-0.0210537641449
18068,romola,-0.0210537641449
7405,apartments,-0.0210537641449
16182,residue,-0.0210537641449
3237,abides,-0.0210537641449
10020,pitchforked,-0.0210537641449
13906,silken,-0.0210537641449
20485,splendors,-0.0210537641449
8369,lynched,-0.0210537641449
7730,impertinence,-0.0210453527393
6489,pleasantest,-0.0210416199998
7005,bishops,-0.0210413714178
4748,southeastern,-0.0210373676136
18660,unite,-0.0210344494144
1568,definitions,-0.0210260804379
2030,circumference,-0.0210260804379
10163,pathways,-0.0210260804379
1879,phil,-0.0210136482566
12840,worms,-0.0210136482566
5640,constellations,-0.0210136482566
304,phrenology,-0.0210136482566
2250,boundless,-0.0210136482566
12169,phrenological,-0.0210136482566
14348,preamble,-0.0210136482566
13847,combativeness,-0.0210136482566
12541,selects,-0.0210136482566
4590,ennui,-0.0210136482566
19376,competitive,-0.0210136482566
7877,aggressiveness,-0.0210136482566
8605,afro,-0.0210136482566
13717,devouring,-0.0210136482566
10702,goblins,-0.0210136482566
20165,preying,-0.0210136482566
20862,reclamation,-0.0210136482566
14233,huxley,-0.0210136482566
4821,appalling,-0.0210088918375
19630,trumbull,-0.021001480679
14780,shrapnel,-0.0209988130223
15532,ramble,-0.0209881923517
20804,ska,-0.0209881923517
6793,lunching,-0.0209881923517
17868,ionian,-0.0209881923517
11617,undreamed,-0.0209881923517
12873,motes,-0.0209881923517
20984,grotto,-0.0209881923517
16464,parched,-0.0209881923517
15033,alaric,-0.0209881923517
8019,duller,-0.0209881923517
17059,healths,-0.0209881923517
19262,earthquakes,-0.0209881923517
10199,perverted,-0.0209835249684
1851,europeans,-0.020983110621
12265,persians,-0.0209719569984
13033,impressionable,-0.0209704914485
15534,bulwark,-0.0209683886938
8163,minutest,-0.0209671422053
16921,supernumeraries,-0.0209671422053
3703,ling,-0.0209671422053
8513,cleaned,-0.0209671422053
6262,crows,-0.0209649657944
3158,fashions,-0.0209623426552
2163,surveillance,-0.0209597511635
6707,elephantiasis,-0.0209543611452
20161,sectional,-0.0209543611452
9725,orig,-0.0209543611452
11095,encamped,-0.0209543611452
17218,informs,-0.0209543611452
20963,raging,-0.0209543611452
13782,perilously,-0.0209543611452
6624,unlovable,-0.0209543611452
20237,tacked,-0.0209543611452
59,turpitude,-0.0209543611452
21074,betrays,-0.0209543611452
15161,creak,-0.0209543611452
18173,regard,-0.0209534256522
20807,stable,-0.0209504323854
19189,embarrassing,-0.0209301297758
7992,anticipated,-0.0209164470908
17705,circulating,-0.0209129958845
7844,powerhouses,-0.0209129958845
17624,hammers,-0.0209129958845
13546,chimes,-0.0209129958845
15492,dawson,-0.0209106404889
16654,stephenson,-0.0209069045377
13477,rowed,-0.0209069045377
15956,choir,-0.0209069045377
3295,europa,-0.0208992437106
6419,fortnightly,-0.0208992437106
2914,harrow,-0.0208992437106
10732,eastman,-0.0208761007145
3987,nibbling,-0.0208761007145
4448,palefaces,-0.0208761007145
14112,precipitated,-0.0208761007145
9707,conspired,-0.0208761007145
11441,venison,-0.0208761007145
2753,coyote,-0.0208761007145
13773,sheepfold,-0.0208761007145
2092,reflex,-0.0208761007145
1283,overdid,-0.0208761007145
2531,legislatures,-0.0208686441993
18226,hart,-0.0208677662262
4825,nerves,-0.0208643441982
2375,utterly,-0.0208432271413
1557,nomadic,-0.0208424041048
8316,dominant,-0.0208380317086
11052,chum,-0.0208259744948
20201,tenement,-0.0208259744948
2778,mala,-0.0208259744948
6107,homing,-0.0208259744948
7205,fattened,-0.0208259744948
4064,paws,-0.0208259744948
11514,fancier,-0.0208259744948
525,cushions,-0.0208259744948
18663,milwaukee,-0.0208223431748
10535,fortify,-0.0208223431748
15196,discredited,-0.0208223431748
16879,osier,-0.0208223431748
493,cumbering,-0.0208223431748
4106,efficiently,-0.0208223431748
19894,centenarians,-0.0208223431748
20755,overwork,-0.0208223431748
83,tires,-0.0208222742277
9507,dubs,-0.020817819363
20775,camel,-0.0208115336814
4593,restrictions,-0.0208055192118
3715,burrows,-0.0208009245405
9112,stafford,-0.0208004255934
19865,coates,-0.0208004255934
1327,cooke,-0.0208004255934
19067,grievances,-0.0208004255934
2118,juveniles,-0.0208004255934
12100,clearwater,-0.0208004255934
18548,wrestler,-0.0208004255934
1790,expurgations,-0.0208004255934
1933,dissimilar,-0.0208004255934
16702,chapter,-0.0207978126884
2095,thereabout,-0.0207901464845
14050,extenuation,-0.0207872410039
17064,discount,-0.0207791047959
15165,unnecessary,-0.020776801378
15579,stationery,-0.02077357996
17662,versions,-0.020765820654
14616,february,-0.0207628510915
17251,hindustani,-0.0207496581952
2513,provence,-0.0207439293291
6818,receiving,-0.0207387281092
1535,explorer,-0.0207361024022
1815,sam,-0.0207321684366
8726,stonewall,-0.0207266145639
2458,darker,-0.0207147464177
2852,tolstoy,-0.0207108395265
13091,unabridged,-0.0207044365287
20101,originator,-0.0207044365287
16642,proudly,-0.0207044365287
15729,amherst,-0.0207044365287
11957,spies,-0.0206988552778
11938,nominal,-0.0206935211317
20972,val,-0.0206883106408
12333,accusation,-0.0206787124244
18820,gruesome,-0.020665675246
16720,plus,-0.0206543345849
9803,obituary,-0.0206478122262
8426,fordham,-0.0206478122262
8625,applauded,-0.0206440909212
17549,paraphrase,-0.0206368150388
7147,strides,-0.0206338442475
18268,stocks,-0.0206228493225
13559,tempests,-0.0206228493225
580,person,-0.0206168833007
3459,comprehensive,-0.0206110009315
14453,hopkins,-0.0206080543111
7130,prettiest,-0.0206051942722
15277,chretien,-0.0205841076501
19032,redskin,-0.0205841076501
11934,catacombs,-0.0205841076501
20898,debuts,-0.0205841076501
10196,andre,-0.0205841076501
8724,monarchical,-0.0205841076501
15931,carolingian,-0.0205841076501
6295,moll,-0.0205841076501
15665,pin,-0.0205841076501
18899,colin,-0.0205841076501
4738,installments,-0.0205841076501
9057,collaborating,-0.0205841076501
4349,coinage,-0.0205841076501
2300,curator,-0.0205841076501
15404,millet,-0.0205841076501
18133,determine,-0.0205798378784
14576,la,-0.0205777028224
8509,fickleness,-0.0205752641754
19166,requited,-0.0205752641754
2759,bedford,-0.0205752641754
9248,swore,-0.0205752641754
15802,shook,-0.0205752641754
11324,errantry,-0.0205752641754
17949,cautioned,-0.0205752641754
10873,dissolute,-0.0205752641754
6251,astonished,-0.0205728419545
736,essayists,-0.0205626176765
16405,amazingly,-0.02056236518
8280,fiercest,-0.0205603078665
14979,turf,-0.0205474893416
5035,saviour,-0.0205474051808
13045,handsomely,-0.0205474051808
1331,scaly,-0.0205474051808
10539,captions,-0.0205474051808
19816,idlers,-0.0205474051808
12418,traffickers,-0.0205474051808
1440,wicket,-0.0205474051808
20610,horrific,-0.0205474051808
12403,margin,-0.0205474051808
6972,overcoming,-0.0205182420751
18379,undone,-0.0205171635612
5867,requests,-0.0205171635612
6723,inefficiency,-0.0205171635612
14484,contempt,-0.0205104913841
14953,organ,-0.0204975680707
1644,matched,-0.0204859046218
16406,epidemic,-0.0204859046218
220,cajoled,-0.0204859046218
3445,severest,-0.020479566483
7560,brethren,-0.0204755334208
1341,hack,-0.020462734403
9117,consort,-0.0204594389538
1903,cession,-0.0204583500074
3447,renounces,-0.0204551679689
2196,renunciation,-0.0204551679689
16250,huston,-0.0204540725716
16471,precede,-0.0204540725716
2706,vim,-0.0204540725716
1111,facility,-0.0204540725716
4554,dungeon,-0.0204501819858
3527,bushwhackers,-0.0204501819858
8330,chimney,-0.0204501819858
7355,momentum,-0.0204501819858
3779,shenandoah,-0.0204501819858
17313,rangers,-0.0204501819858
7000,undertakings,-0.0204433170628
3743,concealment,-0.0204367618992
3650,canning,-0.0204340416301
4839,portly,-0.0204267028461
899,format,-0.0204189988334
7621,tendencies,-0.0204164911164
6876,xx,-0.0204051530211
7231,editorial,-0.0204034230551
5009,denote,-0.020399240084
5841,confessedly,-0.0203930337897
12939,illogical,-0.0203919327303
9657,southward,-0.0203747819091
3200,unjustly,-0.0203723995604
13133,hopeless,-0.0203714028637
19000,contracted,-0.0203688366208
14617,reestablish,-0.020354602413
17283,eccentricities,-0.0203527160645
19839,pushing,-0.0203446853739
19161,glee,-0.0203434257357
15673,philippe,-0.0203334698891
9267,divides,-0.0203317025227
9052,claim,-0.0203288936019
7250,bias,-0.0203276072254
8830,dashed,-0.0202931302493
10519,hint,-0.0202800243493
11705,plantations,-0.0202583014768
16841,outstretched,-0.0202583014768
14261,confronts,-0.0202583014768
14522,preferred,-0.0202536098519
4615,cm,-0.0202493780086
8047,temporary,-0.0202477165384
11009,diocletian,-0.0202360599775
10223,trousers,-0.0202321976197
6666,priestly,-0.0202258843453
17188,requirements,-0.0202249094347
4988,riley,-0.0202209115093
13951,diocese,-0.0202209115093
5335,verify,-0.0202141780448
8421,experimental,-0.0202108563227
11888,leopards,-0.0202096073018
2508,gayest,-0.0202058787298
15581,coquetted,-0.02020114068
5289,divorced,-0.0201976202218
5279,unraveled,-0.0201976202218
1401,queue,-0.0201976202218
2469,awry,-0.0201976202218
530,trammeled,-0.0201976202218
18953,slenderly,-0.0201976202218
3002,testament,-0.0201976202218
2140,injudiciously,-0.0201976202218
7859,pawns,-0.0201976202218
11261,reinforcing,-0.0201976202218
9273,flax,-0.0201976202218
1073,eduard,-0.0201976202218
19205,cheapest,-0.0201976202218
5940,entertains,-0.0201976202218
12374,hodgepodge,-0.0201976202218
13595,garcia,-0.0201976202218
4925,hubert,-0.0201976202218
354,grievous,-0.0201975237602
4194,princesses,-0.0201968787201
12378,chafed,-0.0201948994247
13953,peddlers,-0.0201932950382
10176,subscribe,-0.0201897694598
4372,steep,-0.0201894232443
5958,chambers,-0.0201772242325
4931,negotiable,-0.020169302804
307,snowballs,-0.020169302804
15226,emporium,-0.020169302804
7390,conducts,-0.020169302804
827,sponges,-0.020169302804
10431,whack,-0.020169302804
12623,seconds,-0.020169302804
5048,schoolhouse,-0.020169302804
19866,rattan,-0.020169302804
772,horseflesh,-0.020169302804
12027,ignominiously,-0.020169302804
7566,nert,-0.020169302804
17296,fern,-0.020169302804
14951,chortling,-0.020169302804
13308,acting,-0.0201688329691
5740,elucidated,-0.020166476942
15709,falls,-0.0201522277825
6379,leaded,-0.0201416901464
15900,talkative,-0.0201388629281
20117,campaigner,-0.0201325454176
17297,sowing,-0.0201325454176
9642,marchioness,-0.0201325454176
13231,socially,-0.0201325454176
14266,korea,-0.0201244853161
13046,canon,-0.0201240772148
837,crying,-0.0201230889752
13689,complacently,-0.0201216899972
11085,pessimistic,-0.020117547872
9827,canadians,-0.0201162120996
264,imperishable,-0.020115409748
18854,interviews,-0.0201115790799
6174,dead,-0.0201114565028
20446,gluttonous,-0.0201062302311
2752,rudeness,-0.0201062302311
9176,outdid,-0.0201062302311
3048,cradled,-0.0201062302311
18247,bounder,-0.0201062302311
8328,treed,-0.0201062302311
16176,cleft,-0.0201062302311
8454,mockingly,-0.0201062302311
8530,communal,-0.0201062302311
13366,treetops,-0.0201062302311
10212,swam,-0.0201062302311
9541,bronzed,-0.0201062302311
16599,whelmed,-0.020105531017
10776,pantheon,-0.020105531017
6892,waned,-0.020105531017
12777,waxed,-0.020105531017
19217,horus,-0.020105531017
8612,decayed,-0.020105531017
17384,egyptology,-0.020105531017
642,eyeopening,-0.0201034966334
20468,ghetto,-0.0201034966334
403,yiddish,-0.0201034966334
2001,fearless,-0.0201034966334
2440,barebacked,-0.0201034966334
6198,synagogues,-0.0201034966334
9280,illy,-0.0201034966334
11557,prob,-0.0201034966334
6842,marine,-0.0201013714873
8108,undergo,-0.0200971312267
8372,promissory,-0.0200936681494
2890,bummer,-0.0200925261688
19024,derry,-0.0200925261688
18845,abrogated,-0.0200925261688
16204,devastating,-0.0200925261688
15428,vaguer,-0.0200925261688
19307,inion,-0.0200925261688
12286,couplets,-0.0200925261688
7118,gian,-0.0200925261688
4151,tyrone,-0.0200925261688
17007,ironclad,-0.0200925261688
20066,adhered,-0.0200892785988
12037,panic,-0.0200833310583
14268,mythical,-0.0200832645611
5055,treason,-0.0200820684285
19207,milton,-0.0200814199992
14726,afield,-0.0200780494892
678,tramped,-0.0200743232338
16942,pleases,-0.0200699607847
